ImageNumber,ObjectNumber,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TIMEPOINT,TREATMENT,WELL,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EDU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EDU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EDU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EDU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
61,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,1,73.01568868,5280.065495,4.597385796,461.7176622,0.001283499,0.092815102,8.08E-05,0.008116258,0,0.088888891,0,0.002614379,0.003311292,0.050285423,0.000815553,0.012630399,1,51825,1138.6,0.013828557,0.000870706,8.74E-02,0.001408889,8.87E-05,8.91E-03,2.67E-07,1.68E-08,1.69E-06
66,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,1,70.45490417,1535.533374,0.014379085,233.754256,0.003155309,0.068768569,6.44E-07,0.01046864,0,0.061437909,0,0.007843138,0.005803338,0.045391077,3.15E-05,0.010600907,1,19481,632.112,0.045883017,9.36E-06,1.52E-01,0.003616596,7.38E-07,1.20E-02,2.36E-06,4.81E-10,7.81E-06
69,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,1,2.589542569,330.2117735,0,36.75555682,0.000352223,0.04491455,0,0.004999396,0,0.037908498,0,0,0.001771948,0.030849935,0,0.007442728,1,5777,331.782,0.007842066,0,1.11E-01,0.00044825,0,6.36E-03,1.36E-06,0.00E+00,1.93E-05
81,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,1,0.019607844,395.9438012,0,28.41307288,2.28E-06,0.046125792,0,0.003310004,0,0.03267974,0,0,6.46E-05,0.033877736,0,0.005367496,1,6809,389.164,4.95E-05,0,7.18E-02,2.88E-06,0,4.17E-03,7.27E-09,0.00E+00,1.05E-05
83,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,1,0.403921582,3415.937352,118.5516379,103.2862781,1.61E-05,0.136136512,0.004724679,0.004116303,0,0.135947719,0,0,0.000175288,0.078696373,0.009041472,0.006456209,1,22249,615.354,0.000118246,0.034705449,3.02E-02,1.82E-05,0.005328403,4.64E-03,5.31E-09,1.56E-06,1.36E-06
88,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,1,109.3359511,8828.06166,746.6954485,273.9451075,0.001995,0.161081319,0.013624586,0.004998542,0,0.176470593,0.010457517,0.002614379,0.005402533,0.088476702,0.014564841,0.006755897,1,49273,1295.026,0.012385046,0.084582038,3.10E-02,0.002218983,0.015154252,5.56E-03,2.51E-07,1.72E-06,6.30E-07
89,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,1,0.847058855,425.1385739,0,51.31503433,0.000108946,0.054680202,0,0.006600004,0,0.040522877,0,0.002614379,0.000709733,0.044946079,0,0.011988296,1,5842,413.412,0.00199243,0,1.21E-01,0.000144995,0,8.78E-03,3.41E-07,0.00E+00,2.07E-05
99,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,1,38.5071908,1713.22619,8.005229067,191.600006,0.001745804,0.077672675,0.000362934,0.008686585,0,0.06797386,0,0.002614379,0.004173495,0.051897164,0.001727904,0.01241597,1,19334,601.418,0.02247642,0.004672605,1.12E-01,0.001991683,0.000414049,9.91E-03,1.16E-06,2.42E-07,5.78E-06
103,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,15.41176524,893.5778027,1908.805281,55.32287773,0.002252194,0.130582756,0.278942756,0.008084594,0.00130719,0.128104582,0.282352954,0.007843138,0.003646993,0.02983416,0.083141573,0.007151057,1,5022,417.89,0.017247256,2.136137755,6.19E-02,0.00306885,0.380088666,1.10E-02,3.43E-06,4.25E-04,1.23E-05
105,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,128.4954286,3099.796162,1325.777815,198.7424903,0.003816318,0.092064038,0.03937564,0.005902658,0,0.095424838,0.02875817,0.002614379,0.01135331,0.049528339,0.039368194,0.009416537,1,29795,851.028,0.041452864,0.427698386,6.41E-02,0.004312651,0.044496654,6.67E-03,1.39E-06,1.44E-05,2.15E-06
112,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,16.8470594,4361.801426,2206.6798,251.8483745,0.000329785,0.085383213,0.043196238,0.004929987,0,0.083660133,0.026143791,0,0.00151153,0.048404235,0.049797693,0.008552807,1,46093,1107.658,0.003862409,0.505910193,5.77E-02,0.000365501,0.04787451,5.46E-03,8.38E-08,1.10E-05,1.25E-06
119,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,2766.753019,10817.91008,9155.172802,1145.40396,0.017245966,0.067431138,0.05706682,0.007139632,0.010457517,0.06797386,0.048366014,0.005228758,0.02010256,0.028640553,0.049206956,0.008754002,1,149958,2548.092,0.255756703,0.846297735,1.06E-01,0.018450186,0.06105158,7.64E-03,1.71E-06,5.64E-06,7.06E-07
119,2,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,506.5542632,4717.117764,6948.408035,348.5490316,0.007922709,0.07377759,0.108675853,0.005451445,0,0.077124186,0.101960786,0.002614379,0.014248669,0.032681908,0.073824274,0.006883278,2,58031,1365.408,0.107386393,1.473019836,7.39E-02,0.008729029,0.119736142,6.01E-03,1.85E-06,2.54E-05,1.27E-06
123,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,177.5189596,4986.469412,9306.665614,411.6183145,0.002748993,0.077218617,0.144119574,0.006374169,0,0.078431375,0.13333334,0.002614379,0.006736216,0.036722721,0.098950764,0.008545119,1,58623,1455.79,0.03560013,1.866383777,8.25E-02,0.003028145,0.15875451,7.02E-03,6.07E-07,3.18E-05,1.41E-06
130,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,310.5111201,2751.551698,3188.495508,163.9006593,0.011450792,0.10146962,0.1175829,0.006044203,0.003921569,0.100653596,0.109803922,0.005228758,0.014429135,0.021682748,0.056431593,0.006528204,1,22943,1011.34,0.112849459,1.158799055,5.96E-02,0.013534024,0.138974655,7.14E-03,4.92E-06,5.05E-05,2.60E-06
153,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,43.97255048,8160.256419,3739.406641,605.8379281,0.000522407,0.096946247,0.044425251,0.007197533,0,0.098039217,0.024836602,0.002614379,0.002130196,0.047743581,0.055437449,0.012581762,1,78015,1419.338,0.005388624,0.458246218,7.42E-02,0.000563642,0.047931893,7.77E-03,6.91E-08,5.87E-06,9.52E-07
155,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,517.9908641,4397.090312,2827.155635,399.7072032,0.008850157,0.075126695,0.048303501,0.006829216,0,0.077124186,0.036601309,0.005228758,0.017604636,0.039027198,0.04727113,0.00777782,1,53414,1170.008,0.117803099,0.642960557,9.09E-02,0.009697661,0.052929113,7.48E-03,2.21E-06,1.20E-05,1.70E-06
162,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,1.708496793,316.0758254,0,160.2745146,0.000228256,0.042227899,0,0.021412761,0,0.03398693,0,0.015686275,0.00105015,0.0322369,0,0.023788449,1,5870,336.062,0.005405338,0,5.07E-01,0.000291056,0,2.73E-02,9.21E-07,0.00E+00,8.64E-05
163,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,72.17255131,1811.156912,826.1098267,159.4928159,0.002756571,0.069175652,0.031552587,0.006091697,0,0.06666667,0.005228758,0.002614379,0.005831243,0.039294791,0.044435613,0.007566204,1,22845,743.258,0.039848867,0.456122725,8.81E-02,0.003159227,0.036161516,6.98E-03,1.74E-06,2.00E-05,3.85E-06
165,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,89.6483687,3983.248474,3095.830146,257.5790938,0.002853226,0.126774299,0.098530558,0.008197934,0,0.132026151,0.095424838,0.005228758,0.009587708,0.069348859,0.071927862,0.008451675,1,28327,665.634,0.022506346,0.77721241,6.47E-02,0.003164767,0.109289023,9.09E-03,7.95E-07,2.74E-05,2.28E-06
172,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,638.3856397,18395.92335,17933.75474,1498.943841,0.00367882,0.106010046,0.103346711,0.008637952,0,0.104575165,0.096732028,0.005228758,0.009589014,0.055216909,0.07593405,0.009098034,1,162250,2590.562,0.03470256,0.974876574,8.15E-02,0.00393458,0.110531616,9.24E-03,2.14E-07,6.01E-06,5.02E-07
173,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,247.181707,12996.34153,10477.59767,730.8104825,0.002403509,0.126371925,0.101880532,0.007106148,0,0.132026151,0.095424838,0.005228758,0.00641449,0.060819204,0.074125556,0.007912143,1,95485,1679.152,0.01901933,0.806195932,5.62E-02,0.002588697,0.1097303,7.65E-03,1.99E-07,8.44E-06,5.89E-07
174,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,45.40392302,3719.005331,681.9385824,335.4143902,0.001005023,0.082320768,0.015094818,0.00742445,0,0.078431375,0.002614379,0.002614379,0.003823517,0.047055538,0.025060142,0.010807181,1,40743,998.684,0.01220862,0.183365852,9.02E-02,0.001114398,0.016737564,8.23E-03,3.00E-07,4.50E-06,2.21E-06
195,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,248.2640597,3446.464146,324.3751734,613.8823719,0.006281826,0.087205894,0.008207666,0.015533068,0.00130719,0.077124186,0,0.010457517,0.009520246,0.060075319,0.017332218,0.016259205,1,35313,953.614,0.072034424,0.09411825,1.78E-01,0.007030387,0.009185716,1.74E-02,2.04E-06,2.67E-06,5.04E-06
200,1,MALE,Tg,BV1,+,Tg/WT,12HR,NOUV,2,401.2627568,11360.86567,7940.933552,956.4000306,0.005191517,0.146986307,0.102739398,0.012373855,0,0.149019614,0.087581702,0.007843138,0.012267265,0.067173598,0.072802812,0.013613399,1,71716,1259.912,0.035319734,0.698972577,8.42E-02,0.005595164,0.110727502,1.33E-02,4.92E-07,9.75E-06,1.17E-06
207,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,4031.970044,28160.45832,382.8797512,3238.522973,0.029181015,0.203808747,0.002771057,0.023438514,0.022222223,0.220915034,0,0.020915033,0.027663271,0.10379314,0.007275347,0.01990305,1,130435,1769.808,0.143178424,0.013596361,1.15E-01,0.030911719,0.002935407,2.48E-02,1.10E-06,1.04E-07,8.82E-07
215,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,3666.881147,32160.25317,188.3921635,3035.793557,0.023038093,0.202054793,0.001183621,0.019073128,0.019607844,0.213071898,0,0.015686275,0.020743217,0.111099741,0.003973034,0.015236694,1,149870,2574.89,0.114019039,0.005857919,9.44E-02,0.024467079,0.001257037,2.03E-02,7.61E-07,3.91E-08,6.30E-07
218,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,2523.741246,24167.58888,290.7176574,1784.677181,0.019283895,0.184664437,0.002221372,0.01363671,0.014379085,0.193464056,0,0.010457517,0.018963838,0.091100183,0.005267634,0.012826264,1,122375,1898.514,0.104426687,0.012029237,7.38E-02,0.020623013,0.002375629,1.46E-02,8.53E-07,9.83E-08,6.03E-07
223,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,646.2353118,3619.379195,7.742483965,380.1594888,0.035352041,0.197996674,0.000423549,0.020796471,0.024836602,0.223529413,0,0.018300654,0.032725788,0.106434971,0.001626687,0.017215599,1,15490,597.654,0.178548662,0.002139175,1.05E-01,0.041719517,0.000499838,2.45E-02,1.15E-05,1.38E-07,6.78E-06
224,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,138.9006572,1335.158205,0.290196089,222.6849739,0.015248727,0.146575717,3.19E-05,0.024446698,0.009150327,0.162091509,0,0.018300654,0.018332333,0.096459475,0.000317267,0.04216169,1,7312,373.73,0.104033108,0.00021735,1.67E-01,0.018996261,3.97E-05,3.05E-02,1.42E-05,2.97E-08,2.28E-05
227,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,165.2169981,1168.281075,2.546405329,126.4601347,0.018474449,0.130636372,0.000284737,0.014140684,0.013071896,0.151633993,0,0.010457517,0.018117701,0.069577808,0.001475724,0.013391958,1,7112,376.476,0.141418877,0.002179617,1.08E-01,0.023230737,0.000358043,1.78E-02,1.99E-05,3.06E-07,1.52E-05
229,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,1539.509844,11945.50491,154.6026195,995.4745401,0.032091842,0.249009941,0.003222768,0.020751158,0.013071896,0.282352954,0,0.018300654,0.03523244,0.128489878,0.007914864,0.016431424,1,43483,1048.964,0.128877754,0.012942326,8.33E-02,0.035404867,0.003555473,2.29E-02,2.96E-06,2.98E-07,1.92E-06
233,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,82.24052524,708.207862,0.03137255,87.92418592,0.008871686,0.076397828,3.38E-06,0.00948481,0.003921569,0.064052291,0,0.007843138,0.012184053,0.058870383,0.000101543,0.01076313,1,7501,373.234,0.116124841,4.43E-05,1.24E-01,0.010963942,4.18E-06,1.17E-02,1.55E-05,5.91E-09,1.66E-05
236,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,2601.845824,14760.24742,60.70719167,1236.711151,0.026818729,0.152142404,0.000625744,0.012747497,0.018300654,0.166013077,0,0.010457517,0.026507982,0.079542502,0.003163119,0.011820215,1,90391,1568.878,0.176273862,0.004112884,8.38E-02,0.028784346,0.000671607,1.37E-02,1.95E-06,4.55E-08,9.27E-07
239,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,2181.471953,21687.41759,795.8366266,1575.793513,0.025390458,0.252422892,0.009262854,0.018340881,0.013071896,0.282352954,0.002614379,0.015686275,0.029692282,0.133118228,0.013343751,0.016118207,1,79013,1664.248,0.100586985,0.036695776,7.27E-02,0.027609026,0.010072224,1.99E-02,1.27E-06,4.64E-07,9.20E-07
244,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,489.7960931,8421.681263,0.924183044,936.5961075,0.008551805,0.147041961,1.61E-05,0.016352902,0.005228758,0.149019614,0,0.013071896,0.010541103,0.088459166,0.000270044,0.018422045,1,52399,1085.696,0.058158944,0.000109739,1.11E-01,0.009347432,1.76E-05,1.79E-02,1.11E-06,2.09E-09,2.12E-06
246,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,1214.871929,7903.377998,68.6705906,733.4562313,0.035521532,0.231086167,0.002007853,0.021445462,0.015686275,0.26797387,0,0.020915033,0.042526513,0.134131993,0.005473117,0.016924615,1,30560,795.71,0.153715529,0.008688765,9.28E-02,0.039753663,0.002247074,2.40E-02,5.03E-06,2.84E-07,3.04E-06
249,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,120.7921604,1375.360822,0.003921569,435.7464178,0.009176644,0.104486882,2.98E-07,0.033103883,0.003921569,0.100653596,0,0.020915033,0.013362282,0.076194217,2.55E-05,0.04042365,1,10772,516.896,0.087825797,2.85E-06,3.17E-01,0.011213531,3.64E-07,4.05E-02,8.15E-06,2.65E-10,2.94E-05
251,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,2792.243211,12306.56243,90.59346717,2126.664114,0.043102811,0.189971788,0.001398457,0.032828516,0.026143791,0.20653595,0,0.023529412,0.045923995,0.110756159,0.00505568,0.034401254,1,59310,1373.294,0.22689059,0.007361395,1.73E-01,0.047078793,0.001527457,3.59E-02,3.83E-06,1.24E-07,2.91E-06
257,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,191.3307242,1196.214411,0.090196082,297.9503357,0.012799754,0.080025048,6.03E-06,0.019932455,0.00130719,0.05751634,0,0.010457517,0.022916775,0.068414338,0.000184159,0.032135866,1,12139,646.806,0.159946848,7.54E-05,2.49E-01,0.015761655,7.43E-06,2.45E-02,1.32E-05,6.21E-09,2.05E-05
264,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,3957.703378,37858.98927,528.2353122,3382.732128,0.026542885,0.253906545,0.003542683,0.022686761,0.016993465,0.282352954,0,0.020915033,0.026462105,0.129903379,0.007772323,0.018482994,1,140728,2032.858,0.104538009,0.013952705,8.94E-02,0.02812307,0.003753591,2.40E-02,7.43E-07,9.91E-08,6.35E-07
268,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,1621.990891,12527.88397,547.9150496,882.2693078,0.037808645,0.292025267,0.012771913,0.020565718,0.027450981,0.335947722,0.003921569,0.018300654,0.03902041,0.145827135,0.017404158,0.017413544,1,38831,923.556,0.129470459,0.043735642,7.04E-02,0.041770516,0.014110248,2.27E-02,3.33E-06,1.13E-06,1.81E-06
280,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,2639.288958,14686.28275,60.75163606,3359.929506,0.040844485,0.22727851,0.000940166,0.051996804,0.036601309,0.241830066,0,0.044444446,0.032635454,0.132713984,0.004192827,0.042898336,1,59233,1310.612,0.179711163,0.004136624,2.29E-01,0.044557746,0.001025638,5.67E-02,3.03E-06,6.98E-08,3.86E-06
280,2,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,2091.356913,14917.35069,44.78431541,3239.688979,0.040470565,0.28867077,0.000866637,0.062692333,0.023529412,0.332026154,0,0.05751634,0.040524667,0.159147264,0.002794944,0.056606087,2,47776,1060.722,0.140196269,0.003002163,2.17E-01,0.043774215,0.000937381,6.78E-02,2.93E-06,6.28E-08,4.55E-06
284,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,2479.260198,9532.231628,43.78431526,2108.057576,0.048925686,0.188108924,0.000864039,0.041600378,0.035294119,0.202614382,0,0.03398693,0.043150537,0.121733978,0.003685192,0.032309936,1,45409,1229.294,0.260092316,0.004593291,2.21E-01,0.054598432,0.000964221,4.64E-02,5.73E-06,1.01E-07,4.87E-06
285,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,3007.983094,25857.02943,399.6980529,2242.363467,0.032429686,0.278769966,0.004309227,0.024175383,0.022222223,0.309803933,0,0.023529412,0.029149396,0.131482684,0.009543902,0.015767956,1,87083,1574.7,0.116331348,0.015458004,8.67E-02,0.034541565,0.004589852,2.57E-02,1.34E-06,1.78E-07,9.96E-07
285,2,MALE,Tg,BV1,+,Tg/WT,12HR,UV,1,1234.28631,7732.047268,63.26666885,908.4078698,0.039166285,0.245352772,0.002007573,0.028825534,0.022222223,0.275817007,0,0.026143791,0.042165073,0.138782421,0.005866161,0.021936156,2,28826,714.996,0.159632536,0.008182396,1.17E-01,0.042818508,0.002194778,3.15E-02,5.54E-06,2.84E-07,4.08E-06
301,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,2,799.2954487,15155.13113,32.44967422,799.024863,0.008871598,0.168210921,0.000360168,0.008868594,0.006535948,0.169934645,0,0.005228758,0.009687086,0.096941816,0.003173425,0.010293336,1,84142,1453.568,0.052740913,0.002141167,5.27E-02,0.009499364,0.000385654,9.50E-03,6.27E-07,2.54E-08,6.27E-07
301,2,MALE,Tg,BV1,+,Tg/WT,12HR,UV,2,197.3006595,1602.129456,0,61.67059043,0.00894747,0.072655637,0,0.002796725,0.003921569,0.060130719,0,0,0.010827644,0.04744262,0,0.004478811,2,19216,685.182,0.123149012,0,3.85E-02,0.01026752,0,3.21E-03,6.41E-06,0.00E+00,2.00E-06
303,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,2,2104.505942,19062.91289,249.2679822,805.2941439,0.031305872,0.283573023,0.003708021,0.011979265,0.015686275,0.332026154,0,0.010457517,0.032797335,0.139518851,0.008189296,0.010065519,1,61722,1250.39,0.110397921,0.01307607,4.22E-02,0.034096529,0.00403856,1.30E-02,1.79E-06,2.12E-07,6.84E-07
315,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,2,1315.781734,8955.204165,135.5607888,751.4510039,0.028646297,0.194966563,0.002951337,0.016360076,0.016993465,0.20784314,0,0.015686275,0.031506531,0.107452407,0.007563433,0.013411228,1,42026,846.474,0.146929284,0.015137655,8.39E-02,0.031308755,0.003225641,1.79E-02,3.50E-06,3.60E-07,2.00E-06
322,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,2,991.9987223,18392.8724,157.8902013,820.0680005,0.011515854,0.213518056,0.001832906,0.009519955,0.007843138,0.220915034,0,0.005228758,0.012021269,0.110258193,0.006250696,0.01124032,1,80323,1311.154,0.053933866,0.008584315,4.46E-02,0.01235012,0.001965691,1.02E-02,6.71E-07,1.07E-07,5.55E-07
329,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,2,155.976475,701.7019793,0,523.7542633,0.011389301,0.051237823,0,0.038244196,0,0.040522877,0,0.023529412,0.021704491,0.037936265,0,0.045154431,1,11215,531.59,0.222283077,0,7.46E-01,0.013907844,0,4.67E-02,1.98E-05,0.00E+00,6.66E-05
329,2,MALE,Tg,BV1,+,Tg/WT,12HR,UV,2,412.5385738,3448.85238,5.450980607,613.0509982,0.016950389,0.141706483,0.00022397,0.025189046,0.013071896,0.15947713,0,0.023529412,0.017123321,0.097010632,0.001306801,0.020452597,2,21437,632.43,0.119616188,0.00158052,1.78E-01,0.019244231,0.000254279,2.86E-02,5.58E-06,7.37E-08,8.29E-06
337,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,2,1715.364753,8159.870825,24.20130811,905.6627715,0.050585808,0.240633171,0.000713692,0.026707838,0.023529412,0.278431386,0,0.026143791,0.053883452,0.12915306,0.002693684,0.021306692,1,30555,715.748,0.210219597,0.002965894,1.11E-01,0.056140231,0.000792057,2.96E-02,6.88E-06,9.71E-08,3.63E-06
346,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,2,229.2928177,5043.421052,13.10457561,623.4117842,0.00526251,0.115751786,0.000300764,0.014307952,0.002614379,0.11503268,0,0.010457517,0.006618989,0.072850852,0.002127907,0.015266831,1,39041,1072.174,0.045463747,0.00259835,1.24E-01,0.005873129,0.000335662,1.60E-02,1.16E-06,6.66E-08,3.17E-06
349,1,MALE,Tg,BV1,+,Tg/WT,12HR,UV,2,1974.049728,11412.87874,42.22091651,696.0000229,0.028759047,0.166269121,0.000615098,0.010139713,0.019607844,0.189542487,0,0.007843138,0.028810063,0.103131015,0.003079588,0.009603563,1,63148,1351.962,0.172966854,0.00369941,6.10E-02,0.031260685,0.000668603,1.10E-02,2.74E-06,5.86E-08,9.66E-07
