ImageNumber,ObjectNumber,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TIMEPOINT,TREATMENT,WELL,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
2121,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2064.396141,5065.536082,913.2392423,0.042524536,0.104345076,0.018811833,0.039215688,0.101960786,0.016993465,0.014381485,0.032170815,0.011274327,1,43861,1091.842,5.546778815,4.65645E-05,0.000114258,4.28897E-07,2.32463E-06,3.87439E-07,9.29157E-06,1.91397E-10,4.69643E-10
2122,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,325.6235385,589.4170085,127.8954286,0.042190145,0.076369138,0.016571058,0.043137256,0.074509807,0.015686275,0.014973985,0.020266418,0.006891216,1,5822,452.864,4.608585428,0.00032988,0.000597122,2.84628E-06,1.2798E-05,2.69431E-06,9.48901E-05,1.22946E-08,2.22548E-08
2122,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,6343.517806,8999.662972,4258.307308,0.104912227,0.148840866,0.070425987,0.086274512,0.152941182,0.069281049,0.068288849,0.051714114,0.028132379,2,55515,1196.116,2.113436706,2.46371E-05,3.49531E-05,1.26859E-06,2.75495E-06,1.24797E-06,1.26968E-05,2.09986E-10,2.9791E-10
2126,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,10635.64737,36878.33969,13849.43433,0.058852501,0.204066799,0.076636035,0.054901961,0.224836603,0.065359481,0.026708533,0.09117211,0.052756303,1,169393,2682.172,2.662804762,4.24945E-06,1.47347E-05,4.52416E-07,1.32731E-06,3.85845E-07,1.70254E-06,9.42102E-12,3.26667E-11
2128,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,8161.521804,20593.40573,4055.793576,0.065667266,0.165693688,0.032632747,0.047058824,0.172549024,0.02875817,0.060147728,0.05807767,0.019847519,1,115221,2056.538,5.07752807,1.6191E-05,4.08536E-05,2.83219E-07,1.49755E-06,2.49591E-07,3.43963E-06,2.76751E-11,6.98307E-11
2134,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1548.898086,3280.387006,1153.614412,0.040278198,0.085304564,0.029999075,0.035294119,0.084967323,0.027450981,0.018861467,0.020032332,0.013966849,1,33727,1166.778,2.843573183,3.49148E-05,7.39455E-05,8.89468E-07,2.51927E-06,8.13917E-07,1.39997E-05,3.64055E-10,7.71027E-10
2135,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1420.188275,1942.68632,676.8536138,0.069480835,0.095043362,0.033114169,0.06666667,0.098039217,0.03006536,0.032487828,0.028183365,0.014914547,1,17690,619.252,2.870172044,0.000102653,0.000140419,1.87191E-06,5.54207E-06,1.69957E-06,4.13252E-05,2.02178E-09,2.76561E-09
2137,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,3242.160878,7509.23157,1766.692861,0.043022876,0.099646115,0.023443688,0.039215688,0.100653596,0.018300654,0.019599645,0.029448592,0.015715167,1,68584,1697.094,4.250445415,2.43522E-05,5.64026E-05,3.41824E-07,1.4676E-06,2.66836E-07,6.2953E-06,8.35374E-11,1.93483E-10
2140,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,7588.368843,10355.11795,4766.462873,0.085506601,0.116682644,0.053709045,0.06666667,0.118954249,0.050980393,0.05773467,0.036415305,0.021902374,1,81626,1613.502,2.17249525,1.79392E-05,2.44799E-05,6.57989E-07,1.45731E-06,6.24561E-07,8.9777E-06,1.01162E-10,1.38046E-10
2141,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1472.219649,2299.04189,459.2039343,0.08365835,0.130642226,0.026094098,0.06666667,0.13464053,0.022222223,0.064635012,0.055243176,0.01713083,1,14913,574.182,5.00658143,0.000182181,0.000284497,1.74976E-06,9.0284E-06,1.49012E-06,4.29399E-05,2.44004E-09,3.81041E-09
2143,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,12739.79252,32908.0702,17026.18086,0.083418734,0.215478357,0.111485525,0.078431375,0.230065361,0.113725491,0.045301647,0.06868275,0.046333034,1,144833,1819.692,1.932792237,4.89944E-06,1.26557E-05,7.69752E-07,1.58849E-06,7.85218E-07,2.67296E-06,1.75022E-11,4.52099E-11
2147,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1379.913767,2252.394826,535.8104731,0.055866954,0.091190074,0.021692732,0.050980393,0.09150327,0.016993465,0.021336638,0.026023909,0.013496013,1,21207,809.13,4.203715566,0.000104266,0.000170191,1.0229E-06,4.31477E-06,8.01314E-07,2.88887E-05,1.16958E-09,1.90908E-09
2148,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1357.980433,1714.232729,470.7320397,0.05911974,0.0746292,0.020493341,0.05882353,0.074509807,0.019607844,0.022232671,0.015508621,0.006659688,1,18374,1150.504,3.641631723,0.000125591,0.000158539,1.11534E-06,4.05518E-06,1.06715E-06,4.31142E-05,1.87698E-09,2.36938E-09
2149,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,3006.95303,6165.747867,1130.979118,0.05164545,0.105898835,0.019424954,0.047058824,0.104575165,0.018300654,0.022549732,0.032587814,0.008342681,1,53154,1183.95,5.451690282,4.56644E-05,9.36347E-05,3.65447E-07,1.9674E-06,3.44295E-07,9.17498E-06,1.57583E-10,3.23124E-10
2150,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1788.529458,1535.3569,287.3071984,0.112196817,0.096314968,0.01802316,0.101960786,0.095424838,0.016993465,0.053732201,0.031453299,0.007050057,1,13514,539.628,5.343955559,0.000390512,0.000335233,1.33367E-06,7.06118E-06,1.25747E-06,8.61991E-05,5.40738E-09,4.64195E-09
2150,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2821.48635,5067.447213,2161.337315,0.066194781,0.118887181,0.05070705,0.062745102,0.122875817,0.048366014,0.030698992,0.036598316,0.021668221,2,38519,941.206,2.344588777,3.06268E-05,5.50063E-05,1.31642E-06,3.19001E-06,1.25564E-06,1.44549E-05,3.39125E-10,6.09075E-10
2151,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,3863.541276,4690.993572,1747.001355,0.07378803,0.089591168,0.03336519,0.074509807,0.088888891,0.03267974,0.033634787,0.023127584,0.012810828,1,46080,1627.362,2.685168823,4.2237E-05,5.12828E-05,7.24071E-07,1.92901E-06,7.09196E-07,1.78734E-05,3.41357E-10,4.14465E-10
2151,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1371.600038,2828.601381,985.9019892,0.045369147,0.093563158,0.032611206,0.043137256,0.094117649,0.031372551,0.017997015,0.027408253,0.011214499,2,26272,978.072,2.869049269,4.60179E-05,9.49011E-05,1.24129E-06,3.58243E-06,1.19414E-06,1.84571E-05,6.10514E-10,1.25904E-09
2153,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,4609.153051,5657.787055,1620.911155,0.114283133,0.140283828,0.040190205,0.090196081,0.146405235,0.039215688,0.074529343,0.055282068,0.021789735,1,36122,954.932,3.490497945,7.05055E-05,8.65463E-05,1.11262E-06,4.05308E-06,1.08565E-06,2.25529E-05,5.59196E-10,6.86419E-10
2153,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1666.917694,2070.010518,633.0732201,0.087571195,0.108747597,0.033258378,0.06666667,0.112418301,0.03006536,0.053816692,0.038166869,0.016130647,2,16388,587.252,3.269780576,0.000138327,0.000171777,2.02943E-06,6.85979E-06,1.8346E-06,4.91378E-05,2.58144E-09,3.20569E-09
2154,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2497.521644,4527.933449,608.1568812,0.050904381,0.092288149,0.012395428,0.043137256,0.09150327,0.009150327,0.031770929,0.029501165,0.009895739,1,43180,1442.35,7.445337854,8.37027E-05,0.000151751,2.87064E-07,2.11911E-06,2.11911E-07,1.2774E-05,2.60359E-10,4.72023E-10
2154,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,776.3333566,787.2967539,49.9267992,0.075902753,0.076974653,0.004881384,0.070588239,0.074509807,0.005228758,0.040223289,0.023260695,0.001882661,2,7813,597.08,15.76902118,0.001520281,0.00154175,6.24777E-07,9.53664E-06,6.69238E-07,0.000126209,1.23396E-08,1.25139E-08
2155,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,13413.94941,29560.70517,12811.10491,0.081516511,0.179640273,0.077853027,0.070588239,0.190849677,0.071895428,0.04844797,0.05612227,0.037680287,1,155208,2142.27,2.307428233,6.36296E-06,1.40222E-05,5.01604E-07,1.22964E-06,4.6322E-07,2.92367E-06,1.77671E-11,3.91539E-11
2156,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,490.643152,874.298061,150.747717,0.045149825,0.080454409,0.013872064,0.039215688,0.081045754,0.010457517,0.020987681,0.032209451,0.010029691,1,8482,561.322,5.799743296,0.000299506,0.000533702,1.63547E-06,9.55503E-06,1.23291E-06,6.61619E-05,6.08833E-09,1.08491E-08
2158,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,5906.796253,20983.82935,5631.027602,0.057186526,0.20315451,0.054516677,0.054901961,0.20653595,0.048366014,0.02212745,0.081513536,0.034051071,1,96461,1607.19,3.726465369,1.01556E-05,3.60777E-05,5.65168E-07,2.14113E-06,5.01405E-07,2.9182E-06,2.82525E-11,1.00367E-10
2158,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1071.301994,3597.316436,852.545122,0.038363545,0.128820642,0.030529816,0.035294119,0.132026151,0.03006536,0.021423163,0.049190945,0.013458074,2,24732,707.156,4.21950269,4.49988E-05,0.000151101,1.23443E-06,5.33827E-06,1.21565E-06,1.20413E-05,4.31202E-10,1.44793E-09
2161,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,5712.215863,14046.32724,5668.554409,0.052169214,0.12828399,0.051770457,0.050980393,0.13464053,0.043137256,0.021865895,0.03617223,0.034384928,1,102462,1652.438,2.477938153,9.20327E-06,2.26308E-05,5.05265E-07,1.31405E-06,4.21007E-07,3.96898E-06,3.62484E-11,8.91347E-11
2161,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2422.462816,5006.879851,1382.721609,0.043456925,0.089819171,0.024804851,0.043137256,0.088888891,0.024836602,0.018631432,0.020513797,0.009260549,2,50435,1329.204,3.621032476,3.14285E-05,6.49582E-05,4.91818E-07,1.76244E-06,4.92448E-07,9.59308E-06,1.72092E-10,3.55689E-10
2162,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,950.2980636,753.0679961,127.7451022,0.090392663,0.071632074,0.012151156,0.090196081,0.070588239,0.010457517,0.028232929,0.014208932,0.005712126,1,8088,613.462,5.895083124,0.000707602,0.000560742,1.50237E-06,8.72753E-06,1.29297E-06,0.000156022,1.48408E-08,1.17607E-08
2164,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,3797.576572,5904.425011,962.9764985,0.072497739,0.112718587,0.018383729,0.070588239,0.117647059,0.014379085,0.033864903,0.032833585,0.011767858,1,47222,1217.612,6.131432096,7.52851E-05,0.000117052,3.89304E-07,2.49136E-06,3.045E-07,1.36202E-05,2.60017E-10,4.04272E-10
2168,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,5558.070753,15262.13246,6240.669451,0.044392473,0.121899096,0.049844408,0.039215688,0.122875817,0.044444446,0.024604812,0.036738514,0.025654863,1,117598,1761.858,2.445592188,7.11342E-06,1.9533E-05,4.23854E-07,1.04488E-06,3.77935E-07,3.09677E-06,2.4734E-11,6.79181E-11
2170,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1536.309848,2807.513805,342.5516441,0.062135889,0.113549598,0.013854465,0.054901961,0.11503268,0.013071896,0.036515049,0.04406749,0.008203812,1,21274,786.544,8.195884776,0.000181391,0.000331482,6.51239E-07,5.4072E-06,6.14454E-07,2.57222E-05,1.04033E-09,1.90114E-09
2171,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2453.607913,5425.287736,1303.813107,0.050284003,0.111185321,0.026720219,0.043137256,0.11503268,0.020915033,0.029164367,0.037087241,0.01688266,1,43106,1288.618,4.16109311,3.85669E-05,8.5277E-05,6.19872E-07,2.6686E-06,4.852E-07,1.04917E-05,2.15015E-10,4.7543E-10
2173,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,3565.905988,4881.662858,888.7006787,0.117896779,0.161398627,0.02938242,0.06666667,0.173856214,0.02875817,0.099124825,0.064152284,0.013695874,1,26965,729.296,5.493033791,0.000132662,0.000181612,1.08965E-06,6.44748E-06,1.0665E-06,2.70895E-05,8.95641E-10,1.22612E-09
2175,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,8030.043361,12678.21993,2857.532104,0.094818021,0.149703266,0.033741479,0.078431375,0.149019614,0.023529412,0.063688121,0.060105506,0.025653871,1,78412,1430.07,4.436772526,3.31818E-05,5.2389E-05,4.3031E-07,1.90047E-06,3.00074E-07,8.0775E-06,9.53784E-11,1.50588E-10
2177,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1527.505928,2782.419674,993.7869549,0.047071151,0.085742186,0.030624232,0.047058824,0.084967323,0.02875817,0.018542666,0.020812897,0.013065945,1,28513,973.454,2.799815051,4.73654E-05,8.62782E-05,1.07404E-06,2.97995E-06,1.0086E-06,1.92538E-05,5.9332E-10,1.08076E-09
2178,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,700.862767,1090.228788,294.169943,0.049273254,0.076647131,0.020681239,0.047058824,0.077124186,0.019607844,0.018262727,0.01741129,0.007677288,1,11451,672.468,3.706118908,0.000167499,0.000260554,1.80606E-06,6.73515E-06,1.71233E-06,5.61399E-05,3.94685E-09,6.13953E-09
2180,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2470.403992,5869.5871,1953.554301,0.055123259,0.130970794,0.043590555,0.050980393,0.135947719,0.039215688,0.026308263,0.04344138,0.022734758,1,40685,953.556,3.004568185,2.82169E-05,6.70423E-05,1.07142E-06,3.34147E-06,9.63886E-07,1.03449E-05,2.3083E-10,5.48444E-10
2181,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,673.6862944,1184.603954,774.1490396,0.043502925,0.076495154,0.049990252,0.043137256,0.077124186,0.045751635,0.017343605,0.017915552,0.019042145,1,12311,786.888,1.530201413,5.61945E-05,9.88119E-05,4.06062E-06,6.26466E-06,3.71632E-06,4.61946E-05,2.98299E-09,5.24526E-09
2182,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,4394.894245,11902.75196,3035.082436,0.053542729,0.145010501,0.036976224,0.050980393,0.152941182,0.03398693,0.024305499,0.045921488,0.020262836,1,75600,1484.732,3.92172279,1.76413E-05,4.77781E-05,4.89103E-07,2.02303E-06,4.49563E-07,4.88404E-06,5.9502E-11,1.6115E-10
2182,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2407.945166,4046.916435,2146.890253,0.054490726,0.091579915,0.048583169,0.043137256,0.09150327,0.048366014,0.033337607,0.024292167,0.018093873,2,39494,1123.874,1.885013186,2.53812E-05,4.2657E-05,1.23014E-06,2.31689E-06,1.22464E-06,1.50658E-05,3.40932E-10,5.72987E-10
2183,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1577.231418,2477.585684,532.3072051,0.055203928,0.0867168,0.018631032,0.047058824,0.084967323,0.016993465,0.02995763,0.026097174,0.00948167,1,24594,1094.466,4.654428233,0.000103707,0.000162907,7.57544E-07,3.4548E-06,6.9096E-07,2.58844E-05,9.05966E-10,1.42313E-09
2183,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,491.8784455,793.8836816,162.0366062,0.045573839,0.073555423,0.01501312,0.043137256,0.071895428,0.013071896,0.018187087,0.022754014,0.00733527,2,8807,560.29,4.899409462,0.000281256,0.000453943,1.70468E-06,8.16344E-06,1.48426E-06,7.03514E-05,6.51825E-09,1.05203E-08
2184,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,4155.976582,3466.290276,601.7045933,0.106700297,0.088993332,0.015448128,0.105882354,0.088888891,0.014379085,0.031888863,0.023912759,0.006824295,1,34305,1180.568,5.760784137,0.00017733,0.000147902,4.50317E-07,2.59114E-06,4.19154E-07,3.49503E-05,8.97312E-10,7.48402E-10
2185,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1396.984352,1544.200041,405.8562204,0.068755997,0.076001577,0.019975205,0.06666667,0.077124186,0.019607844,0.037184481,0.024665122,0.00780476,1,16747,842.098,3.804795796,0.00016941,0.000187262,1.19276E-06,4.60525E-06,1.17083E-06,5.40195E-05,2.6587E-09,2.93888E-09
2187,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,6234.360962,21407.01101,4490.951756,0.060159228,0.206569569,0.043335988,0.054901961,0.220915034,0.036601309,0.032636698,0.07219066,0.027470423,1,96947,1507.56,4.766698057,1.33957E-05,4.59968E-05,4.47007E-07,2.27872E-06,3.77539E-07,3.00401E-06,2.89876E-11,9.9535E-11
2188,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2046.823588,3971.736054,530.6719111,0.068506044,0.132931791,0.017761293,0.062745102,0.135947719,0.015686275,0.035022789,0.054410635,0.01094592,1,26402,763.022,7.484353272,0.000129093,0.000250497,6.72725E-07,5.14914E-06,5.94132E-07,1.95193E-05,6.53299E-10,1.26769E-09
2189,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1464.866707,2273.529471,292.2339955,0.081562734,0.126588501,0.016271381,0.074509807,0.122875817,0.015686275,0.046026587,0.069115667,0.012318372,1,14610,799.092,7.779825434,0.000279101,0.000433175,1.11372E-06,8.41039E-06,1.07367E-06,4.41009E-05,2.45551E-09,3.81104E-09
2190,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,3246.502056,10871.24472,1852.176524,0.049603539,0.166102534,0.028299539,0.047058824,0.169934645,0.023529412,0.023226774,0.065169062,0.018581427,1,60100,1186.192,5.869443101,2.67812E-05,8.96796E-05,4.70874E-07,2.82753E-06,3.91504E-07,4.96892E-06,7.59205E-11,2.54227E-10
2191,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1252.898075,1732.769976,452.4941296,0.068214628,0.094341481,0.024636257,0.070588239,0.095424838,0.023529412,0.027033552,0.026721074,0.009597585,1,15765,603.908,3.829375593,0.000150753,0.000208492,1.56272E-06,6.05296E-06,1.49251E-06,4.58649E-05,2.49714E-09,3.45357E-09
2192,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2621.717721,6608.354463,3019.662834,0.046197669,0.116446775,0.053209918,0.047058824,0.122875817,0.054901961,0.016514242,0.033842585,0.018723376,1,51588,1224.198,2.188441169,1.52989E-05,3.85628E-05,1.03144E-06,2.38187E-06,1.06424E-06,7.69031E-06,1.35512E-10,3.41575E-10
2193,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,4424.109922,8984.784561,2166.30725,0.067326778,0.136731819,0.032967193,0.06666667,0.139869288,0.027450981,0.026055306,0.045367172,0.020644958,1,60518,1207.816,4.147511652,3.10791E-05,6.31175E-05,5.4475E-07,2.3112E-06,4.536E-07,8.13643E-06,1.23821E-10,2.51465E-10
2194,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,589.4157042,1106.779118,228.0902027,0.038864282,0.072977655,0.015039576,0.035294119,0.071895428,0.014379085,0.015070249,0.015279411,0.006477673,1,12445,637.392,4.852374652,0.00017039,0.000319951,1.20848E-06,5.77705E-06,1.15541E-06,4.27923E-05,2.8216E-09,5.29827E-09
2195,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1456.227495,2249.024894,805.5699574,0.052226356,0.080659359,0.028891079,0.050980393,0.078431375,0.027450981,0.020906327,0.019847447,0.009562198,1,22934,1232.612,2.791843059,6.48316E-05,0.000100127,1.25975E-06,3.41987E-06,1.19696E-06,2.82329E-05,1.01255E-09,1.5638E-09
2196,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,3343.066761,4906.339998,1164.189576,0.067559905,0.099152032,0.023527061,0.062745102,0.100653596,0.022222223,0.034858843,0.029575586,0.011552487,1,43270,1508.19,4.214382347,5.80317E-05,8.51683E-05,5.43727E-07,2.32618E-06,5.13571E-07,1.57471E-05,3.18232E-10,4.67043E-10
2196,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1231.070622,1668.728147,762.9555769,0.059549684,0.080720173,0.036905895,0.054901961,0.081045754,0.03398693,0.02859101,0.019277592,0.015343159,2,17287,848.512,2.187189133,7.80513E-05,0.000105799,2.13489E-06,4.68825E-06,1.96604E-06,4.26754E-05,2.06431E-09,2.79819E-09
2197,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1203.737293,2298.258878,712.0823734,0.051332081,0.098006775,0.030365986,0.050980393,0.101960786,0.03006536,0.01999239,0.028227575,0.014139347,1,20353,755.194,3.227518281,7.20873E-05,0.000137634,1.49197E-06,5.00962E-06,1.4772E-06,2.57338E-05,1.09739E-09,2.09522E-09
2197,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,184.0352994,319.5411851,29.46405329,0.042610627,0.073984993,0.006821962,0.043137256,0.071895428,0.006535948,0.011199232,0.0201384,0.002230248,2,2964,288.368,10.84511971,0.00144619,0.002511026,2.30161E-06,2.42562E-05,2.20511E-06,0.00019431,4.49897E-08,7.81157E-08
2198,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2972.25499,3036.01968,1209.035328,0.090736483,0.092683081,0.03690922,0.086274512,0.094117649,0.035294119,0.054484211,0.02820426,0.019720781,1,28615,933.384,2.511109154,7.50487E-05,7.66587E-05,1.28986E-06,3.2891E-06,1.23341E-06,3.42127E-05,1.04444E-09,1.06685E-09
2198,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1337.42749,2618.793525,552.7529572,0.043963956,0.086085057,0.018170111,0.035294119,0.087581702,0.016993465,0.026979487,0.024269592,0.008931886,2,26165,990.728,4.737728656,7.95364E-05,0.000155739,6.94443E-07,3.34728E-06,6.49473E-07,1.95186E-05,6.41615E-10,1.25634E-09
2199,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,646.0078611,1040.007869,150.2065406,0.054589138,0.087883038,0.012692795,0.050980393,0.087581702,0.010457517,0.022002005,0.031173298,0.008634174,1,9453,560.042,6.923852083,0.000363427,0.000585081,1.34273E-06,9.26496E-06,1.10626E-06,6.571E-05,5.55265E-09,8.9392E-09
2200,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,12995.25137,26032.16142,16328.5952,0.076562002,0.153369437,0.09620052,0.05882353,0.163398698,0.094117649,0.048274331,0.055020868,0.054610569,1,159307,2548.154,1.594268282,4.68883E-06,9.39269E-06,6.03869E-07,1.02568E-06,5.90794E-07,3.13357E-06,1.84616E-11,3.69823E-11
2201,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,465.0235438,1144.017022,185.0549077,0.036087501,0.08877984,0.014360927,0.027450981,0.09150327,0.014379085,0.02626204,0.032545269,0.007045292,1,10597,501.208,6.182040975,0.00019501,0.000479749,1.35519E-06,8.63483E-06,1.3569E-06,3.83583E-05,2.97674E-09,7.32317E-09
2201,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,251.9686354,364.4457608,38.83268099,0.053713203,0.07769042,0.008278124,0.054901961,0.077124186,0.006535948,0.021379491,0.028295818,0.005956835,2,3438,273.158,9.385027032,0.001383196,0.002000645,2.40783E-06,2.24329E-05,1.90109E-06,0.000201098,4.28689E-08,6.20053E-08
2204,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2667.43537,3756.737354,583.4392332,0.075383224,0.10616751,0.016488321,0.047058824,0.105882354,0.014379085,0.076029223,0.036728404,0.008580388,1,31564,883.448,6.438952234,0.000129205,0.000181968,5.22377E-07,3.35453E-06,4.55553E-07,2.24953E-05,6.35729E-10,8.95342E-10
2206,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2863.21969,5583.635434,1756.320308,0.05349113,0.104314373,0.032811858,0.050980393,0.105882354,0.031372551,0.020147077,0.028139464,0.013185022,1,48335,1210.472,3.179166926,3.04564E-05,5.93937E-05,6.78843E-07,2.19059E-06,6.49065E-07,1.0609E-05,1.982E-10,3.86514E-10
2209,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,964.6823822,1084.771275,244.317654,0.063839745,0.071786862,0.016168199,0.062745102,0.071895428,0.013071896,0.018411391,0.013569183,0.008688718,1,11883,816.34,4.440003648,0.000261298,0.000293826,1.36062E-06,6.05028E-06,1.10005E-06,7.48376E-05,4.95253E-09,5.56904E-09
2211,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,8562.510041,22699.7169,10088.97544,0.058603577,0.155361524,0.06905102,0.054901961,0.163398698,0.065359481,0.027251298,0.048715235,0.032723014,1,137236,2174.194,2.249952637,5.80867E-06,1.53991E-05,5.03155E-07,1.19064E-06,4.76256E-07,2.74861E-06,1.8812E-11,4.98718E-11
2211,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1071.474543,1892.960826,645.2235466,0.052267051,0.092339553,0.031474319,0.050980393,0.095424838,0.02875817,0.022646983,0.026912033,0.014447464,2,17234,733.882,2.933806176,8.10061E-05,0.000143112,1.82629E-06,5.53701E-06,1.66869E-06,3.28439E-05,1.60214E-09,2.83048E-09
2213,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1817.152995,4034.164826,1178.741209,0.050433044,0.111963721,0.03271464,0.043137256,0.11503268,0.02875817,0.024869452,0.038703899,0.017697717,1,31844,997.798,3.422434708,4.27855E-05,9.49858E-05,1.02734E-06,3.61238E-06,9.03095E-07,1.41452E-05,3.92585E-10,8.71558E-10
2215,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,871.2784574,1427.545135,622.6353121,0.049690798,0.081415828,0.03551017,0.043137256,0.078431375,0.03267974,0.025061831,0.024104344,0.014032031,1,13753,988.798,2.292746825,7.98072E-05,0.00013076,2.58199E-06,5.70286E-06,2.37619E-06,4.43782E-05,2.53098E-09,4.14688E-09
2215,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2061.137312,2442.556923,434.8418428,0.071292495,0.084485384,0.015040706,0.070588239,0.084967323,0.013071896,0.024490282,0.021711282,0.006990183,2,25225,879.824,5.617115656,0.00016395,0.00019429,5.96262E-07,3.36838E-06,5.18212E-07,3.34527E-05,1.15709E-09,1.37122E-09
