ImageNumber,ObjectNumber,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TIMEPOINT,TREATMENT,WELL,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
878,1,Male,KO,BZ22,+,FL/FL FL/FL,12HR,UV,2,1719.651028,1691.373902,152.4902009,0.109385601,0.107586916,0.009699777,0.086274512,0.101960786,0.006535948,0.069548588,0.04632787,0.011485426,1,13122,591.806,11.09168912,0.000717329,0.000705533,7.392E-07,7.77022E-06,4.98091E-07,7.7482E-05,4.92857E-09,4.84752E-09
881,1,Male,KO,BZ22,+,FL/FL FL/FL,12HR,UV,2,21542.3653,26972.38367,7474.621116,0.230069903,0.288061854,0.079828066,0.152941182,0.329411775,0.070588239,0.198742039,0.142681024,0.055748591,1,86699,1790.412,3.608528546,3.07801E-05,3.85387E-05,9.2075E-07,3.79949E-06,8.14176E-07,9.21213E-06,9.83844E-11,1.23183E-10
881,2,Male,KO,BZ22,+,FL/FL FL/FL,12HR,UV,2,9615.513982,5056.038041,457.0862882,0.315863412,0.166087578,0.015014989,0.250980407,0.172549024,0.011764706,0.232165744,0.07738156,0.010525471,2,27167,735.78,11.06145201,0.000691037,0.000363362,5.52692E-07,6.35142E-06,4.33051E-07,7.00036E-05,2.29957E-09,1.20916E-09
882,1,Male,KO,BZ22,+,FL/FL FL/FL,12HR,UV,2,45256.08351,54785.23667,19112.94038,0.246955535,0.298954668,0.104296396,0.164705887,0.356862754,0.09150327,0.232215852,0.174504677,0.075068146,1,171550,3313.704,2.866394996,1.29209E-05,1.56415E-05,6.07965E-07,2.08023E-06,5.33391E-07,4.81529E-06,2.62763E-11,3.18091E-11
887,1,Male,KO,BZ22,+,FL/FL FL/FL,12HR,UV,2,1826.976525,1085.132056,66.17516579,0.139124012,0.082632657,0.00503923,0.125490204,0.078431375,0.003921569,0.07503784,0.030561384,0.003710744,1,10525,600.596,16.39787438,0.00210236,0.001248696,4.78787E-07,7.45191E-06,3.72596E-07,0.000159966,1.21814E-08,7.23514E-09
888,1,Male,KO,BZ22,+,FL/FL FL/FL,12HR,UV,2,10675.92183,7879.729641,2553.082421,0.264668216,0.195347439,0.06329381,0.164705887,0.20653595,0.050980393,0.232554468,0.086307943,0.052588026,1,36310,877.238,3.086359287,0.000103666,7.65143E-05,1.74315E-06,5.68813E-06,1.40403E-06,3.73137E-05,9.25048E-10,6.82763E-10
889,1,Male,KO,BZ22,+,FL/FL FL/FL,12HR,UV,2,11207.8356,7059.370109,1932.935998,0.293229962,0.184693896,0.050571294,0.192156866,0.200000003,0.043137256,0.221021324,0.073220294,0.035962767,1,34571,800.022,3.652148916,0.000151702,9.5551E-05,1.46282E-06,5.7852E-06,1.24779E-06,4.59244E-05,1.20152E-09,7.56789E-10
892,1,Male,KO,BZ22,+,FL/FL FL/FL,12HR,UV,2,12123.49838,16312.92857,3372.993558,0.159919514,0.215181751,0.044492726,0.125490204,0.227450982,0.03267974,0.130416106,0.090215864,0.03898385,1,70070,1343.688,4.836335525,4.74117E-05,6.37955E-05,6.34975E-07,3.24605E-06,4.66387E-07,1.06063E-05,1.39906E-10,1.88253E-10
892,2,Male,KO,BZ22,+,FL/FL FL/FL,12HR,UV,2,7260.380589,10169.97415,1256.490232,0.142480534,0.199579531,0.024657853,0.113725491,0.210457519,0.018300654,0.106891097,0.094269862,0.020188792,2,46241,1091.53,8.093954009,0.000113396,0.000158839,5.33247E-07,4.55132E-06,3.95767E-07,1.54388E-05,3.02976E-10,4.24394E-10
893,1,Male,KO,BZ22,+,FL/FL FL/FL,12HR,UV,2,14946.45138,13455.267,3865.604029,0.176975329,0.159318773,0.045771168,0.152941182,0.162091509,0.043137256,0.125356595,0.065232034,0.029194169,1,78372,1432.936,3.480767016,4.57821E-05,4.12145E-05,5.84024E-07,2.06823E-06,5.50417E-07,1.41738E-05,1.67826E-10,1.51082E-10
899,1,Male,KO,BZ22,+,FL/FL FL/FL,12HR,UV,2,15476.7651,19772.87895,2546.57654,0.19605484,0.250476672,0.032259238,0.145098045,0.271895438,0.026143791,0.149071729,0.129903931,0.024078356,1,72435,1621.12,7.764494269,7.69876E-05,9.83582E-05,4.45354E-07,3.75365E-06,3.60928E-07,1.08059E-05,1.36886E-10,1.74884E-10
899,2,Male,KO,BZ22,+,FL/FL FL/FL,12HR,UV,2,7030.784513,4929.946532,773.3189762,0.250188048,0.175430451,0.02751829,0.156862751,0.189542487,0.022222223,0.20622057,0.077561567,0.024621497,2,24860,715.404,6.375049215,0.000323525,0.000226854,1.10693E-06,7.6244E-06,8.93895E-07,5.73668E-05,2.04138E-09,1.4314E-09
905,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,1,1923.070647,4468.958288,6112.591015,0.037111304,0.086241693,0.11796042,0.035294119,0.084967323,0.109803922,0.012911449,0.021837279,0.04889397,1,45888,1553.222,0.731107034,6.07129E-06,1.41089E-05,2.57062E-06,1.85162E-06,2.39287E-06,9.37756E-06,1.80968E-10,4.20544E-10
918,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,1,2647.42361,6233.185762,6304.12043,0.041664153,0.098095524,0.099211867,0.031372551,0.100653596,0.09150327,0.036471841,0.025336029,0.052622878,1,57837,1327.688,0.988747888,6.60904E-06,1.55605E-05,1.71537E-06,1.7403E-06,1.58209E-06,7.34358E-06,1.1557E-10,2.72103E-10
962,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,1,70.65882572,242.9986998,390.9921674,0.021098485,0.072558585,0.11674893,0.019607844,0.071895428,0.11503268,0.005490646,0.016354193,0.029388362,1,2236,236.878,0.621492501,5.39614E-05,0.000185576,5.22133E-05,3.21536E-05,5.14457E-05,0.000130044,3.88307E-08,1.33541E-07
993,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,1,1785.93339,3462.175265,5479.334792,0.03684312,0.071423346,0.113036572,0.031372551,0.070588239,0.104575165,0.018061821,0.014486144,0.042458857,1,42566,1521.7,0.631860508,6.72401E-06,1.3035E-05,2.65556E-06,1.65832E-06,2.45678E-06,1.21186E-05,2.50003E-10,4.8465E-10
1138,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,473.1333494,1176.451011,1134.618331,0.030432453,0.075670612,0.072979889,0.031372551,0.074509807,0.06666667,0.009777289,0.02003591,0.031244416,1,12407,799.092,1.036869385,2.68218E-05,6.66926E-05,5.88215E-06,6.00547E-06,5.37331E-06,3.24148E-05,2.08495E-09,5.18426E-09
1138,2,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,670.2627652,1166.675851,1467.956902,0.043062176,0.074955082,0.094311398,0.039215688,0.074509807,0.090196081,0.012966859,0.015477887,0.033007413,2,13106,583.042,0.794761651,2.93348E-05,5.10608E-05,7.19605E-06,5.68517E-06,6.88204E-06,4.38354E-05,2.81628E-09,4.90208E-09
1145,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,1703.207896,4118.720362,2795.414453,0.035882693,0.086772013,0.058892986,0.035294119,0.084967323,0.054901961,0.014809071,0.022271927,0.026589477,1,43133,1030.422,1.473384513,1.28363E-05,3.10408E-05,1.36538E-06,1.96989E-06,1.27285E-06,9.58729E-06,2.01982E-10,4.88436E-10
1146,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,95.88627744,330.0627541,466.2039334,0.02163499,0.074472643,0.105190418,0.019607844,0.071895428,0.105882354,0.005795808,0.019324283,0.034148809,1,3128,302.61,0.707979342,4.64067E-05,0.000159743,3.36287E-05,2.29845E-05,3.38499E-05,9.28738E-05,2.09553E-08,7.21329E-08
1151,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,137.9529456,284.9660209,288.6052365,0.038437711,0.079399839,0.08041383,0.035294119,0.074509807,0.079738565,0.014908227,0.025414174,0.031928198,1,2396,260.782,0.987390334,0.000133184,0.000275116,3.35617E-05,3.10976E-05,3.32799E-05,0.000202046,5.6296E-08,1.16289E-07
1172,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,4060.168745,9181.683968,9501.099596,0.054163748,0.122486146,0.126747237,0.050980393,0.132026151,0.124183007,0.028537893,0.03743377,0.044764048,1,68087,1817.106,0.966381194,5.70079E-06,1.28918E-05,1.86155E-06,1.93908E-06,1.82389E-06,6.49468E-06,8.66407E-11,1.9593E-10
1178,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,110.6784349,345.8261541,436.9294227,0.022933783,0.071658963,0.090536557,0.023529412,0.070588239,0.09150327,0.00655399,0.014704395,0.029164863,1,3322,363.82,0.791492026,5.24885E-05,0.000164006,2.72536E-05,2.12487E-05,2.75446E-05,9.63398E-05,1.99627E-08,6.23754E-08
1178,2,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,131.8823573,394.3751739,459.278444,0.025894828,0.077434748,0.090178371,0.027450981,0.078431375,0.081045754,0.007327426,0.017561958,0.038871022,2,3672,317.374,0.858684267,5.63815E-05,0.000168601,2.45584E-05,2.13593E-05,2.20713E-05,9.10698E-05,1.78814E-08,5.34717E-08
1179,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,427.7647191,1206.048402,1827.789591,0.026842666,0.075680748,0.114695632,0.023529412,0.074509807,0.111111112,0.00878926,0.014164692,0.031326683,1,12725,833.378,0.659839846,1.46859E-05,4.14056E-05,9.01341E-06,5.85539E-06,8.73172E-06,2.78729E-05,1.74905E-09,4.93132E-09
1180,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,115.7568665,253.8248438,418.2980497,0.036378651,0.079768964,0.131457589,0.035294119,0.077124186,0.122875817,0.009443628,0.018766884,0.036455504,1,2070,259.47,0.606803795,8.69683E-05,0.000190699,6.35061E-05,3.72581E-05,5.93603E-05,0.000220314,6.92376E-08,1.5182E-07
1193,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,79.34117879,228.346412,407.6810573,0.023698082,0.068203827,0.121768536,0.023529412,0.06797386,0.117647059,0.005426969,0.013123399,0.029427507,1,2192,265.056,0.560110429,5.8129E-05,0.000167297,5.55513E-05,3.101E-05,5.36711E-05,0.000158513,4.73455E-08,1.36262E-07
1195,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,71.50980626,260.7555626,249.2993528,0.019825286,0.072291534,0.069115429,0.019607844,0.071895428,0.065359481,0.005631725,0.021590603,0.03161487,1,2363,272.126,1.045953628,7.9524E-05,0.000289979,2.9249E-05,3.04255E-05,2.76595E-05,0.000116056,3.21753E-08,1.17325E-07
1201,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,3625.666784,8545.729633,12995.70754,0.03519484,0.082954557,0.126151097,0.031372551,0.083660133,0.121568628,0.012777379,0.016869257,0.039902054,1,93120,2606.542,0.657580944,2.70819E-06,6.38323E-06,1.35472E-06,8.98412E-07,1.30551E-06,4.55613E-06,4.42269E-11,1.04243E-10
1202,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,172.1294168,536.1411925,615.9568798,0.022856117,0.071191235,0.081789521,0.023529412,0.070588239,0.079738565,0.005332887,0.013451557,0.021732742,1,5497,507.832,0.870420008,3.71067E-05,0.000115578,1.48789E-05,1.28412E-05,1.45058E-05,5.8405E-05,7.75528E-09,2.41558E-08
1203,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,3433.584406,2785.526886,3146.464138,0.089969196,0.072988337,0.082445869,0.054901961,0.071895428,0.078431375,0.076147776,0.012490918,0.03220232,1,32677,1566.33,0.885287982,2.85937E-05,2.31969E-05,2.52306E-06,2.20018E-06,2.4002E-06,3.77223E-05,9.88426E-10,8.0187E-10
1208,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,82.81568898,230.5477192,246.2091575,0.024229283,0.067451059,0.072033106,0.023529412,0.06797386,0.069281049,0.007291102,0.014702987,0.027612137,1,2141,300.126,0.9363897,9.84093E-05,0.000273958,3.36446E-05,3.17487E-05,3.23592E-05,0.000167778,4.90866E-08,1.36651E-07
1222,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,2191.047125,3166.332123,3974.675923,0.050550183,0.073051221,0.091700718,0.047058824,0.071895428,0.087581702,0.023148805,0.015139128,0.046443819,1,37602,1582.712,0.796626488,1.27181E-05,1.83792E-05,2.43872E-06,1.91201E-06,2.32918E-06,1.84028E-05,4.24576E-10,6.13564E-10
1244,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,75.56862967,269.5738631,98.2810485,0.022483972,0.080206445,0.029241609,0.023529412,0.074509807,0.020915033,0.005277547,0.024010868,0.023821877,1,2358,270.712,2.742887537,0.000228772,0.000816093,1.2401E-05,3.15987E-05,8.86982E-06,0.000118883,3.53713E-08,1.26179E-07
1244,2,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,168.8627505,691.9738751,335.3346496,0.023125548,0.094764979,0.045923672,0.023529412,0.095424838,0.037908498,0.007505944,0.037651785,0.033843614,2,5985,380.858,2.063532283,6.89626E-05,0.000282598,7.67313E-06,1.5944E-05,6.33392E-06,4.07737E-05,5.58391E-09,2.2882E-08
1244,3,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,74.63137499,277.3268048,184.5660179,0.021076356,0.078318781,0.052122569,0.019607844,0.074509807,0.043137256,0.006447417,0.028672101,0.035523153,3,2466,317.196,1.502588656,0.000114194,0.00042434,2.11365E-05,3.02148E-05,1.74928E-05,0.000109128,3.08184E-08,1.1452E-07
1267,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,86.7529439,276.4797469,316.5477212,0.020621094,0.06571898,0.0752431,0.019607844,0.06666667,0.062091505,0.005944292,0.014792029,0.039884624,1,2735,387.412,0.87342201,6.51437E-05,0.000207612,2.75112E-05,2.43754E-05,2.27026E-05,0.000114726,2.72704E-08,8.69101E-08
1299,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,139.2588275,393.2993579,412.0627558,0.025481945,0.071966946,0.075400321,0.023529412,0.071895428,0.075816996,0.005168857,0.014159103,0.019847026,1,3899,362.89,0.954464708,6.184E-05,0.00017465,1.93384E-05,1.84395E-05,1.94452E-05,9.08126E-05,1.66171E-08,4.69307E-08
1299,2,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,401.4078565,1022.277152,1327.122906,0.030140251,0.076759059,0.099648814,0.027450981,0.074509807,0.098039217,0.008880116,0.018093995,0.025017191,2,10564,663.672,0.770295763,2.2711E-05,5.78387E-05,9.43287E-06,7.05318E-06,9.2805E-06,3.71697E-05,2.79094E-09,7.10776E-09
1316,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,609.2706083,1648.566062,1794.253644,0.026310429,0.07119083,0.077482128,0.023529412,0.070588239,0.069281049,0.009593119,0.01535687,0.034175293,1,19347,973.556,0.91880324,1.46637E-05,3.96771E-05,4.00487E-06,3.64854E-06,3.58097E-06,1.91025E-05,8.24913E-10,2.23205E-09
1332,1,Female,KO,BZ25,+,FL/FL FL/FL,12HR,NOUV,2,5962.219785,8674.907416,7218.449871,0.057120328,0.083108904,0.069155488,0.047058824,0.081045754,0.062745102,0.035615877,0.025037083,0.037688005,1,92447,3068.266,1.201768741,7.9131E-06,1.15134E-05,7.48056E-07,8.76673E-07,6.78714E-07,7.43448E-06,7.12251E-11,1.03631E-10
1367,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,18979.53777,33343.64264,15655.96906,0.103417761,0.181686452,0.08530794,0.070588239,0.190849677,0.078431375,0.087054212,0.065732701,0.0417053,1,172753,2474.67,2.129771879,6.60564E-06,1.16049E-05,4.93815E-07,1.10475E-06,4.54009E-07,3.29494E-06,1.79538E-11,3.15416E-11
1373,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,11730.03172,19185.83319,30685.60484,0.089714122,0.146737896,0.234690933,0.070588239,0.149019614,0.252287596,0.063972511,0.054371736,0.090279404,1,122338,1885.896,0.62523888,2.92365E-06,4.78198E-06,1.91838E-06,1.2181E-06,2.06222E-06,4.99755E-06,3.82225E-11,6.25173E-11
1374,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,1872.525543,4375.410568,6555.150527,0.072818415,0.170150129,0.254915439,0.074509807,0.172549024,0.282352954,0.022326881,0.051821258,0.080506341,1,22379,693.672,0.66747675,1.11086E-05,2.59567E-05,1.13908E-05,7.71031E-06,1.26169E-05,1.91235E-05,7.43673E-10,1.73769E-09
1378,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,11434.07874,9450.081298,20327.33,0.122490051,0.101236047,0.217760935,0.094117649,0.100653596,0.209150329,0.083209197,0.029681739,0.076023776,1,86221,1821.852,0.464895355,6.02588E-06,4.98029E-06,2.52561E-06,1.16739E-06,2.42575E-06,1.40331E-05,1.50332E-10,1.24247E-10
1387,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,342.0509901,474.5581824,1428.58174,0.054833439,0.076075374,0.229012783,0.054901961,0.077124186,0.236601308,0.017702963,0.025031719,0.079345925,1,4932,319.648,0.33218833,3.83831E-05,5.32524E-05,4.64341E-05,1.56375E-05,4.79727E-05,0.000146143,2.34279E-08,3.25036E-08
1387,2,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,8070.906117,12783.81211,16027.24488,0.094413126,0.149544506,0.187486049,0.074509807,0.155555561,0.180392161,0.069541152,0.045570153,0.077827948,2,79510,1363.484,0.797630048,5.89079E-06,9.33064E-06,2.35802E-06,1.95643E-06,2.2688E-06,7.94036E-06,9.2886E-11,1.47126E-10
1387,3,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,4313.404046,3557.427541,9516.432969,0.107609122,0.088749315,0.237412258,0.078431375,0.087581702,0.261437923,0.095866231,0.026819459,0.092463751,3,35513,1029.664,0.373819429,1.13077E-05,9.3259E-06,6.68522E-06,2.46619E-06,7.36175E-06,3.41426E-05,8.51777E-10,7.02492E-10
1392,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,822.3764967,1598.813123,3915.207966,0.061986621,0.120510524,0.295108764,0.062745102,0.125490204,0.332026154,0.018465105,0.034965448,0.064419417,1,11109,474.718,0.408359693,1.58323E-05,3.07801E-05,2.65648E-05,1.12963E-05,2.9888E-05,4.63018E-05,3.49E-09,6.78504E-09
1396,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,3360.43148,10118.56494,3382.362181,0.062272881,0.187509311,0.062679284,0.062745102,0.203921571,0.05882353,0.020849813,0.074161029,0.031855952,1,49579,989.97,2.991567549,1.84111E-05,5.54374E-05,1.26423E-06,4.11306E-06,1.18646E-06,6.69851E-06,1.24132E-10,3.73771E-10
1400,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,7907.968863,11728.92055,7596.750528,0.097223547,0.144199766,0.093397312,0.082352944,0.149019614,0.087581702,0.048219687,0.053510769,0.04172979,1,74649,1481.7,1.54393915,1.2798E-05,1.89818E-05,1.25115E-06,1.99627E-06,1.17325E-06,9.03198E-06,1.11043E-10,1.64696E-10
1401,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,2946.000081,3556.758271,6640.269472,0.099075167,0.11961521,0.223314931,0.086274512,0.122875817,0.23137255,0.050541977,0.04164298,0.079159429,1,26529,692.226,0.535634628,1.49204E-05,1.80136E-05,8.41777E-06,4.63175E-06,8.7215E-06,3.12218E-05,1.05E-09,1.26768E-09
1402,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,468.3607976,647.0797562,1605.205277,0.055876974,0.07719873,0.191506237,0.054901961,0.074509807,0.164705887,0.01257328,0.024644418,0.079389734,1,6533,483.794,0.4031134,3.48099E-05,4.80927E-05,2.93137E-05,1.14051E-05,2.52114E-05,0.000110792,1.32179E-08,1.82616E-08
1402,2,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,1290.937288,967.9555814,2104.589594,0.105331045,0.078978099,0.171719125,0.090196081,0.077124186,0.171241835,0.060123447,0.023023461,0.049621343,2,9674,677.054,0.459926051,5.00483E-05,3.75266E-05,1.77506E-05,7.97232E-06,1.77012E-05,0.000137862,1.12485E-08,8.43422E-09
1402,3,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,7952.231607,14861.86316,22513.07516,0.075430226,0.140970957,0.213545887,0.070588239,0.145098045,0.213071898,0.036640738,0.043034495,0.086101377,3,99056,1391.522,0.66014363,3.35051E-06,6.26174E-06,2.15581E-06,1.46481E-06,2.15102E-06,5.40176E-06,5.12379E-11,9.57581E-11
1404,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,3180.584399,4789.832805,15121.66584,0.057955255,0.087278295,0.275540558,0.050980393,0.084967323,0.298039228,0.029053154,0.025892404,0.065708134,1,48402,1647.884,0.316752986,3.8326E-06,5.77174E-06,5.69275E-06,1.75545E-06,6.15758E-06,1.3719E-05,2.49982E-10,3.76463E-10
1412,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,9306.725759,24112.75738,9071.711356,0.073654216,0.190830404,0.071794292,0.070588239,0.203921571,0.064052291,0.033059446,0.064862215,0.036964671,1,118599,1805.896,2.65801638,8.11911E-06,2.10358E-05,6.05353E-07,1.71942E-06,5.40074E-07,3.25439E-06,2.57555E-11,6.67298E-11
1413,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,418.368638,290.6235372,18.31764777,0.104723063,0.072746818,0.004585143,0.101960786,0.070588239,0.003921569,0.025572605,0.019740137,0.003036755,1,2677,310.266,15.86576731,0.005717058,0.003971406,1.71279E-06,2.63684E-05,1.46491E-06,0.000537749,1.34606E-07,9.3505E-08
1416,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,8165.717866,7306.673404,7397.345285,0.122877748,0.109950844,0.111315275,0.098039217,0.108496733,0.104575165,0.081617759,0.03618337,0.043218814,1,61213,1190.918,0.987742646,1.66111E-05,1.48636E-05,1.81849E-06,1.77245E-06,1.70838E-06,1.82571E-05,2.74732E-10,2.4583E-10
1417,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,1335.015723,1483.691541,1186.15036,0.080084926,0.089003692,0.071154791,0.082352944,0.088888891,0.041830067,0.022054515,0.02917264,0.074189729,1,13957,632.806,1.250846091,6.75167E-05,7.50358E-05,5.09814E-06,6.36877E-06,2.99707E-06,6.4469E-05,3.86736E-09,4.29806E-09
1418,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,998.4510078,926.0444688,1357.51899,0.08778363,0.08141766,0.119352821,0.082352944,0.078431375,0.117647059,0.041827419,0.022732952,0.062203574,1,8936,566.602,0.682159495,6.46648E-05,5.99753E-05,1.33564E-05,8.77701E-06,1.31655E-05,0.000120657,1.06081E-08,9.83883E-09
1423,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,1291.015723,2559.491564,5032.70341,0.049767385,0.098665879,0.19400576,0.047058824,0.100653596,0.192156866,0.019254776,0.02937279,0.0811351,1,22791,741.366,0.508571906,9.8888E-06,1.96049E-05,8.51238E-06,4.41637E-06,8.43126E-06,2.21317E-05,8.53155E-10,1.69141E-09
1431,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,16466.03573,10104.62902,4086.894232,0.154514908,0.094820384,0.038350827,0.121568628,0.094117649,0.03006536,0.10501392,0.027153538,0.027925604,1,96644,2538.69,2.472446911,3.78074E-05,2.32011E-05,3.96826E-07,9.73859E-07,3.11094E-07,1.68614E-05,1.58225E-10,9.70971E-11
1431,2,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,639.7019808,953.2666892,1041.641857,0.059479496,0.088634746,0.09685187,0.05882353,0.088888891,0.09150327,0.017322858,0.02352961,0.042413364,2,8745,423.692,0.915157818,5.71017E-05,8.50914E-05,1.10751E-05,1.01645E-05,1.04635E-05,7.67368E-05,7.13498E-09,1.06324E-08
1433,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,387.2745209,375.1150425,1056.892842,0.075462689,0.073093344,0.205941707,0.074509807,0.071895428,0.213071898,0.026955939,0.022859453,0.111954897,1,3561,347.304,0.354922493,7.14005E-05,6.91587E-05,5.78325E-05,2.01897E-05,5.98348E-05,0.000289923,5.64932E-08,5.47194E-08
1436,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,2710.623611,4739.350446,10400.10226,0.048578355,0.084936118,0.186385101,0.043137256,0.083660133,0.18169935,0.01710404,0.023576206,0.079222029,1,48214,2056.252,0.455702293,4.67095E-06,8.16685E-06,3.86579E-06,1.73518E-06,3.7686E-06,1.18625E-05,2.12594E-10,3.71707E-10
1436,2,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,1349.062784,2611.376539,8467.306136,0.043028188,0.083289527,0.270063666,0.043137256,0.081045754,0.283660144,0.012948861,0.027278263,0.06478253,2,26805,1172.332,0.308407007,5.08169E-06,9.8366E-06,1.00751E-05,3.02353E-06,1.05824E-05,1.92729E-05,6.14706E-10,1.18989E-09
1439,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,268.2039297,451.9804055,745.7856443,0.042639734,0.07185698,0.118566875,0.039215688,0.070588239,0.120261438,0.012776581,0.01592956,0.050822482,1,4392,538.112,0.606045999,5.71742E-05,9.63507E-05,2.69961E-05,1.6072E-05,2.73819E-05,0.000135109,2.14799E-08,3.61982E-08
1440,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,16446.08282,21384.51172,40011.73062,0.105288622,0.136904684,0.256157046,0.078431375,0.138562098,0.318954259,0.090227495,0.042326372,0.096772515,1,146542,2182.028,0.534456055,2.63144E-06,3.42161E-06,1.74801E-06,9.45545E-07,2.17654E-06,5.24809E-06,3.35985E-11,4.36875E-11
1447,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,517.2078592,636.0196267,1039.122904,0.060548801,0.074457929,0.121648666,0.05882353,0.074509807,0.098039217,0.014355543,0.015010428,0.071971033,1,6563,440.794,0.612073533,5.82691E-05,7.16546E-05,1.85355E-05,1.1353E-05,1.49382E-05,0.000123906,1.45055E-08,1.78377E-08
1448,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,2824.266747,2590.670657,3889.223636,0.087495485,0.080258702,0.120487736,0.074509807,0.081045754,0.11633987,0.048598815,0.020331243,0.048218793,1,28104,1072.842,0.666115117,2.24969E-05,2.06362E-05,4.28721E-06,2.88378E-06,4.13962E-06,3.87905E-05,1.20173E-09,1.10233E-09
