x,diff,lwr,upr,p adj
DMSO:UV-zVAD:NOUV,eduArea,-6.63914165333676e-07,-1.09112723851926e-06,-2.3670109214809e-07,0.00415005948054503
zVAD:UV-zVAD:NOUV,eduArea,-6.65867166846857e-07,-1.09308024003244e-06,-2.38654093661272e-07,0.00407331478004413
QVD:UV-zVAD:NOUV,eduArea,-5.8713035690944e-07,-9.77120751984191e-07,-1.97139961834689e-07,0.00507004086561358
DMSO:UV-QVD:NOUV,eduArea,-1.04300536009654e-06,-1.43299575517129e-06,-6.53014965021788e-07,9.65225421803995e-05
zVAD:UV-QVD:NOUV,eduArea,-1.04495836160972e-06,-1.43494875668447e-06,-6.5496796653497e-07,9.52001516053569e-05
QVD:UV-QVD:NOUV,eduArea,-9.66221551672303e-07,-1.31503956525596e-06,-6.17403538088647e-07,7.44557037694049e-05
zVAD:UV-DMSO:UV,eduArea,-1.95300151318149e-09,-4.29166074698767e-07,4.25260071672404e-07,0.99999999972713
QVD:UV-DMSO:UV,eduArea,7.67838084242356e-08,-3.13206586650515e-07,4.66774203498987e-07,0.973883762443071
QVD:UV-zVAD:UV,eduArea,7.87368099374171e-08,-3.11253585137334e-07,4.68727205012168e-07,0.971006287426741
zVAD:NOUV-DMSO:NOUV,tunelArea,7.51890572322491e-08,-2.44569716378502e-06,2.59607527824952e-06,0.999996807296302
QVD:NOUV-DMSO:NOUV,tunelArea,6.88649885879061e-07,-1.61259386104613e-06,2.98989363280425e-06,0.871304750397411
DMSO:UV-DMSO:NOUV,tunelArea,3.13244147750833e-07,-2.20764207326644e-06,2.8341303687681e-06,0.996620958211728
zVAD:UV-DMSO:NOUV,tunelArea,2.30821991200048e-07,-2.29006422981722e-06,2.75170821221732e-06,0.999203499801375
QVD:UV-DMSO:NOUV,tunelArea,2.00986246552903e-06,-2.91381281396156e-07,4.31110621245422e-06,0.0925547973963452
QVD:NOUV-zVAD:NOUV,tunelArea,6.13460828646812e-07,-1.68778291827837e-06,2.914704575572e-06,0.914174256942074
DMSO:UV-zVAD:NOUV,tunelArea,2.38055090518584e-07,-2.28283113049869e-06,2.75894131153585e-06,0.999076412179925
zVAD:UV-zVAD:NOUV,tunelArea,1.55632933967799e-07,-2.36525328704947e-06,2.67651915498507e-06,0.999882853982009
QVD:UV-zVAD:NOUV,tunelArea,1.93467340829678e-06,-3.66570338628405e-07,4.23591715522197e-06,0.108515955246694
DMSO:UV-QVD:NOUV,tunelArea,-3.75405738128228e-07,-2.67664948505342e-06,1.92583800879696e-06,0.988373203581103
zVAD:UV-QVD:NOUV,tunelArea,-4.57827894679014e-07,-2.7590716416042e-06,1.84341585224617e-06,0.972723724290896
QVD:UV-QVD:NOUV,tunelArea,1.32121257964997e-06,-7.37082400718447e-07,3.37950756001839e-06,0.277775290515973
zVAD:UV-DMSO:UV,tunelArea,-8.24221565507852e-08,-2.60330837756805e-06,2.43846406446648e-06,0.999994957224587
QVD:UV-DMSO:UV,tunelArea,1.6966183177782e-06,-6.04625429146989e-07,3.99786206470338e-06,0.178597715680855
QVD:UV-zVAD:UV,tunelArea,1.77904047432898e-06,-5.22203272596204e-07,4.08028422125417e-06,0.150515726286036
