ImageNumber,ObjectNumber,Metadata_Day,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TREATMENT,Metadata_Well,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
219,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,615.4823675,0,0,0,0.057195648,0,0,0,0.05751634,0,0,0,0.010303679,0,0,1,8393,748.13,0,0,0,0,0,0,0,0,0
219,2,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,2146.865414,0.011764706,0,0,0.069921359,3.83E-07,0,0,0.06666667,0,0,0,0.020958728,2.47E-05,0,2,25886,1356.554,0,5.48E-06,0,0,4.54E-07,0,0,2.12E-10,0
221,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,2057.949071,0.104575167,0,0,0.062767227,3.19E-06,0,0,0.060130719,0,0,0,0.017288777,8.95E-05,0,1,28460,1110.186,0,5.08E-05,0,0,3.67E-06,0,0,1.79E-09,0
221,2,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,1037.789572,0.003921569,0,0,0.065093745,2.46E-07,0,0,0.064052291,0,0,0,0.01695913,1.79E-05,0,2,13387,590.596,0,3.78E-06,0,0,2.93E-07,0,0,2.82E-10,0
223,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,686.671913,0.108496736,0,0,0.073550976,1.16E-05,0,0,0.070588239,0,0,0,0.027930675,0.000180629,0,1,7256,475.794,0,0.000158004,0,0,1.50E-05,0,0,2.18E-08,0
224,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,223.2653654,0,0,0,0.062909373,0,0,0,0.061437909,0,0,0,0.015590277,0,0,1,2378,254.572,0,0,0,0,0,0,0,0,0
224,2,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0.411764726,3621.068072,0.00130719,0.005228758,7.20E-06,0.063295427,2.28E-08,9.14E-08,0,0.061437909,0,0,0.000437123,0.014191993,5.47E-06,2.19E-05,2,49170,2202.722,0.000113714,3.61E-07,1.44E-06,8.37E-06,2.66E-08,1.06E-07,2.31E-09,7.34E-12,2.94E-11
224,3,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,1651.503313,0,0,0,0.068812638,0,0,0,0.06797386,0,0,0,0.018292261,0,0,3,20560,940.11,0,0,0,0,0,0,0,0,0
224,4,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,1350.746442,0,0.002614379,0,0.06698802,0,1.30E-07,0,0.06666667,0,0,0,0.017658123,0,1.84E-05,4,16514,1019.842,0,0,1.94E-06,0,0,1.58E-07,0,0,1.17E-10
226,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,2394.685036,4.534640701,0,0,0.068578282,0.000129862,0,0,0.06797386,0,0,0,0.018191901,0.000812373,0,1,30932,913.786,0,0.001893627,0,0,0.0001466,0,0,6.12E-08,0
232,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,3.396078548,1701.801356,54.54640719,0.002614379,0.000225698,0.113099047,0.003625069,1.74E-07,0,0.121568628,0,0,0.002925187,0.04882751,0.005873457,2.13E-05,1,12745,506.418,0.001995579,0.032052159,1.54E-06,0.000266464,0.004279828,2.05E-07,1.57E-07,2.51E-06,1.21E-10
234,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,623.5006709,0,0,0,0.060770046,0,0,0,0.060130719,0,0,0,0.01419644,0,0,1,8005,557.628,0,0,0,0,0,0,0,0,0
236,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,1455.477164,2.698039319,0,0,0.063188207,0.000117133,0,0,0.061437909,0,0,0,0.016692909,0.000709046,0,1,19033,1104.084,0,0.001853715,0,0,0.000141756,0,0,9.74E-08,0
236,2,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,3530.364798,3.500653727,0.196078438,0,0.073853914,7.32E-05,4.10E-06,0,0.071895428,0,0,0,0.022896666,0.000494907,0.00014193,2,42533,1257.816,0,0.000991584,5.55E-05,0,8.23E-05,4.61E-06,0,2.33E-08,1.31E-09
237,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0.278431385,2226.445809,0,0.002614379,8.95E-06,0.071569186,0,8.40E-08,0,0.06666667,0,0,0.000435035,0.022813066,0,1.48E-05,1,26611,1427.7,0.000125056,0,1.17E-06,1.05E-05,0,9.82E-08,4.70E-09,0,4.41E-11
237,2,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,1454.660169,7.542483965,0,0,0.081315902,0.000421627,0,0,0.078431375,0,0,0,0.028286101,0.001317884,0,2,15339,646.43,0,0.005185049,0,0,0.000491719,0,0,3.38E-07,0
238,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,31.54117745,4980.264191,2.064052371,0.002614379,0.000849777,0.134177444,5.56E-05,7.04E-08,0,0.145098045,0,0,0.005984614,0.054236269,0.000598078,1.36E-05,1,33095,930.69,0.006333234,0.000414446,5.25E-07,0.00095305,6.24E-05,7.90E-08,1.91E-07,1.25E-08,1.59E-11
244,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0.050980393,2534.919023,116.8718996,0,1.49E-06,0.07394962,0.003409431,0,0,0.070588239,0,0,0.000195273,0.024279227,0.005956512,0,1,30201,1042.702,2.01E-05,0.046104786,0,1.69E-06,0.003869802,0,6.66E-10,1.53E-06,0
244,2,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,2133.8262,269.2039307,0.03137255,0,0.063065648,0.007956374,9.27E-07,0,0.061437909,0.005228758,0,0,0.018023348,0.00888584,6.36E-05,2,29819,935.798,0,0.126160196,1.47E-05,0,0.009027933,1.05E-06,0,4.23E-06,4.93E-10
250,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,155.0666712,20152.68418,0.198692818,5.315032864,0.001392981,0.181033814,1.78E-06,4.77E-05,0,0.196078435,0,0,0.01138057,0.080416821,7.79E-05,0.000644722,1,102545,2146.13,0.007694591,9.86E-06,0.000263738,0.001512182,1.94E-06,5.18E-05,7.50E-08,9.61E-11,2.57E-09
251,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,1281.623563,0,0.104575167,0,0.098450112,0,8.03E-06,0,0.095424838,0,0,0,0.047350535,0,0.000191542,1,10891,473.412,0,0,8.16E-05,0,0,9.60E-06,0,0,7.49E-09
253,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,139.4039255,1685.756906,24.7882362,0.005228758,0.007378602,0.089226534,0.001312033,2.77E-07,0,0.088888891,0,0,0.035711329,0.032538702,0.003540258,2.69E-05,1,16263,579.252,0.082695153,0.014704514,3.10E-06,0.008571846,0.001524211,3.22E-07,5.08E-06,9.04E-07,1.91E-10
254,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,2072.330771,12.29281094,0,0,0.059909536,0.000355376,0,0,0.05751634,0,0,0,0.014409899,0.001374758,0,1,29994,1146.88,0,0.005931877,0,0,0.000409842,0,0,1.98E-07,0
254,2,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,30.43921671,2601.698109,9.103268337,0.002614379,0.00088757,0.075862315,0.00026544,7.62E-08,0,0.074509807,0,0,0.00549032,0.023499118,0.001128282,1.41E-05,2,30236,1018.008,0.01169975,0.003498972,1.00E-06,0.001006721,0.000301074,8.65E-08,3.87E-07,1.16E-07,3.32E-11
254,3,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0.019607844,10134.12183,51.96732234,0.039215688,1.97E-07,0.101902702,0.000522552,3.94E-07,0,0.100653596,0,0,4.48E-05,0.031676115,0.001659103,4.62E-05,3,92508,1540.312,1.93E-06,0.005127955,3.87E-06,2.12E-07,0.00056176,4.24E-07,2.09E-11,5.54E-08,4.18E-11
261,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,116.3137288,6681.428932,0,3.652287708,0.002306851,0.132512821,0,7.24E-05,0,0.135947719,0,0,0.01501516,0.06184234,0,0.000663984,1,45460,1213.3,0.017408511,0,0.000546633,0.002558595,0,8.03E-05,3.83E-07,0,1.20E-08
261,2,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,226.5803992,16152.03836,0,9.322876145,0.002198828,0.156745903,0,9.05E-05,0,0.132026151,0,0,0.012463977,0.094156648,0,0.000860161,2,94847,2117.812,0.014027976,0,0.000577195,0.002388904,0,9.83E-05,1.48E-07,0,6.09E-09
263,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,327.406545,6.343791097,0,0,0.059302037,0.001149029,0,0,0.05751634,0,0,0,0.016155889,0.003079013,0,1,3967,377.718,0,0.019375884,0,0,0.001599141,0,0,4.88E-06,0
271,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,67.86666877,10055.65389,0.024836602,39.73333474,0.001305706,0.19346353,4.78E-07,0.000764441,0,0.189542487,0,0,0.008508994,0.10771361,2.98E-05,0.002626602,1,47034,1144.466,0.006749105,2.47E-06,0.003951343,0.001442928,5.28E-07,0.000844779,1.43E-07,5.25E-11,8.40E-08
280,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0.196078437,7448.308688,74.57778044,4.206536095,4.54E-06,0.172590339,0.001728098,9.75E-05,0,0.18300654,0,0,0.000412693,0.08554824,0.004906233,0.000776293,1,38502,1096.53,2.63E-05,0.010012713,0.000564764,5.09E-06,0.001936985,0.000109255,6.84E-10,2.60E-07,1.47E-08
281,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0.243137264,3997.400105,42.92549175,0,9.87E-06,0.162258488,0.001742389,0,0,0.169934645,0,0,0.00041496,0.079318605,0.00472771,0,1,21455,696.398,6.08E-05,0.010738353,0,1.13E-05,0.002000722,0,2.83E-09,5.01E-07,0
283,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,18.39607896,5761.486428,481.2379238,0.002614379,0.000323033,0.101171006,0.00845048,4.59E-08,0,0.100653596,0.00130719,0,0.004398639,0.039944936,0.012972403,1.10E-05,1,51307,1332.924,0.00319294,0.083526696,4.54E-07,0.000358549,0.009379576,5.10E-08,6.22E-08,1.63E-06,8.84E-12
285,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,543.8784465,2707.673273,0.010457517,0.800000028,0.01745606,0.086904172,3.36E-07,2.57E-05,0,0.077124186,0,0,0.0537289,0.043372982,2.77E-05,0.000422832,1,27094,990.938,0.200865611,3.86E-06,0.000295457,0.02007376,3.86E-07,2.95E-05,7.41E-06,1.43E-10,1.09E-08
285,2,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,294.1895502,18.53856272,0,0,0.068400267,0.004310291,0,0,0.061437909,0,0,0,0.031782374,0.008246382,0,2,2905,305.094,0,0.063015708,0,0,0.006381605,0,0,2.17E-05,0
286,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0,866.9215915,0,0.517647073,0,0.077618551,0,4.63E-05,0,0.074509807,0,0,0,0.034519389,0,0.000766669,1,8707,561.972,0,0,0.000597109,0,0,5.95E-05,0,0,6.86E-08
294,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,213.5921632,8467.815933,0.197385628,0.015686275,0.005047909,0.20012327,4.66E-06,3.71E-07,0,0.223529413,0,0,0.018407046,0.096637179,0.000107931,3.59E-05,1,37988,984.18,0.025223997,2.33E-05,1.85E-06,0.005622622,5.20E-06,4.13E-07,6.64E-07,6.14E-10,4.88E-11
296,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,638.5255092,22341.43849,3.508496875,30.75555658,0.005301651,0.185500033,2.91E-05,0.000255362,0,0.202614382,0,0,0.024758278,0.080793474,0.000410861,0.002112615,1,111858,2022.252,0.028580322,0.00015704,0.001376615,0.005708358,3.14E-05,0.000274952,2.56E-07,1.40E-09,1.23E-08
297,1,DAY4,Female,WT,AG61,-,nan,NOUV,2,Z4,0.207843144,7022.515226,165.377783,1.325490244,6.03E-06,0.203811099,0.00479968,3.85E-05,0,0.216993466,0,0,0.000439572,0.100406006,0.01243053,0.000572721,1,30895,776.226,2.96E-05,0.023549651,0.000188749,6.73E-06,0.005352898,4.29E-05,9.58E-10,7.62E-07,6.11E-09
301,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,0,809.2915237,0,0,0,0.080937246,0,0,0,0.077124186,0,0,0,0.031163919,0,0,1,7947,497.66,0,0,0,0,0,0,0,0,0
303,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,0,41494.33981,0,0.005228758,0,0.206934704,0,2.61E-08,0,0.227450982,0,0,0,0.092176793,0,8.26E-06,1,188735,2959.674,0,0,1.26E-07,0,0,2.77E-08,0,0,6.68E-13
304,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,1.498039264,1737.763446,0,0,9.10E-05,0.105542876,0,0,0,0.098039217,0,0,0.001774464,0.052573675,0,0,1,13941,580.838,0.00086205,0,0,0.000107456,0,0,6.18E-08,0,0
307,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,0.662745121,1323.547746,0,0,5.49E-05,0.109701429,0,0,0,0.094117649,0,0,0.001220493,0.065193049,0,0,1,9560,622.908,0.000500734,0,0,6.93E-05,0,0,5.24E-08,0,0
309,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,85.37255174,36299.93951,2.577777878,0.091503271,0.000440162,0.187154573,1.33E-05,4.72E-07,0,0.200000003,0,0,0.004815213,0.080713969,0.000246874,4.24E-05,1,181553,3072.884,0.002351865,7.10E-05,2.52E-06,0.000470235,1.42E-05,5.04E-07,1.30E-08,3.91E-10,1.39E-11
310,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,20.63921632,836.5059035,0,0.049673204,0.002719264,0.110211581,0,6.54E-06,0,0.095424838,0,0,0.012040779,0.068551447,0,0.000143768,1,5816,381.616,0.024673127,0,5.94E-05,0.003548696,0,8.54E-06,4.24E-06,0,1.02E-08
313,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,0,3013.440602,0,0.002614379,0,0.122857167,0,1.07E-07,0,0.112418301,0,0,0,0.063958478,0,1.67E-05,1,20928,886.932,0,0,8.68E-07,0,0,1.25E-07,0,0,4.15E-11
314,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,0,5622.805372,0,0,0,0.135342529,0,0,0,0.132026151,0,0,0,0.067463943,0,0,1,37048,1082.67,0,0,0,0,0,0,0,0,0
314,2,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,35.73725608,7380.117857,0.007843138,0,0.000786523,0.162425289,1.73E-07,0,0,0.146405235,0,0,0.005283313,0.089239501,2.29E-05,0,2,40677,1167.23,0.004842369,1.06E-06,0,0.000878562,1.93E-07,0,1.19E-07,2.61E-11,0
318,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,0,225.8013132,0,0,0,0.06973481,0,0,0,0.061437909,0,0,0,0.032845659,0,0,1,2127,241.502,0,0,0,0,0,0,0,0,0
325,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,0,356.6431468,0,0.002614379,0,0.069724955,0,5.11E-07,0,0.064052291,0,0,0,0.02880471,0,3.66E-05,1,3655,320.61,0,0,7.33E-06,0,0,7.15E-07,0,0,2.01E-09
327,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,0.003921569,214.5189596,0,0,1.18E-06,0.064653092,0,0,0,0.060130719,0,0,6.81E-05,0.021613834,0,0,1,2191,244.33,1.83E-05,0,0,1.79E-06,0,0,8.34E-09,0,0
327,2,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,72.56470819,2860.034062,0,0.020915033,0.003229691,0.127293665,0,9.31E-07,0,0.100653596,0,0,0.012937636,0.081300905,0,5.51E-05,2,19103,775.334,0.025371973,0,7.31E-06,0.003798603,0,1.09E-06,1.33E-06,0,3.83E-10
336,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,2.800000098,24405.89476,0.332026156,0.169934646,2.16E-05,0.18795597,2.56E-06,1.31E-06,0,0.202614382,0,0,0.000824947,0.079798047,8.52E-05,7.71E-05,1,120787,2281.002,0.000114726,1.36E-05,6.96E-06,2.32E-05,2.75E-06,1.41E-06,9.50E-10,1.13E-10,5.76E-11
336,2,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,15.18431424,5288.804077,0.292810468,0,0.000518448,0.180579216,1.00E-05,0,0,0.190849677,0,0,0.004589938,0.094217291,0.000188386,0,2,25968,764.124,0.00287103,5.54E-05,0,0.000584732,1.13E-05,0,1.11E-07,2.13E-09,0
341,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,32.00392254,1006.97519,0,0.005228758,0.00273071,0.085919385,0,4.46E-07,0,0.078431375,0,0,0.016145419,0.046726643,0,3.41E-05,1,9323,522.418,0.031782235,0,5.19E-06,0.003432792,0,5.61E-07,3.41E-06,0,5.57E-10
341,2,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,0.011764706,414.6653706,0,0.002614379,2.33E-06,0.081949678,0,5.17E-07,0,0.077124186,0,0,0.000165372,0.042090554,0,3.67E-05,2,3761,273.642,2.84E-05,0,6.30E-06,3.13E-06,0,6.95E-07,7.54E-09,0,1.68E-09
345,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,5.211764876,25605.41118,9.236601661,0.007843137,4.71E-05,0.231459252,8.35E-05,7.09E-08,0,0.250980407,0,0,0.001332951,0.108481813,0.000660812,1.36E-05,1,102760,1912.08,0.000203542,0.000360729,3.06E-07,5.07E-05,8.99E-05,7.63E-08,1.98E-09,3.51E-09,2.98E-12
349,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,296.925499,2553.775229,0.41699348,0.193464059,0.01632266,0.140386742,2.29E-05,1.06E-05,0,0.142483667,0,0,0.047217214,0.080176734,0.000300201,0.000229106,1,15311,655.602,0.116269238,0.000163285,7.58E-05,0.019392953,2.72E-05,1.26E-05,7.59E-06,1.07E-08,4.95E-09
351,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,165.482358,17753.13773,6.86143814,0.057516342,0.001682757,0.180528145,6.98E-05,5.85E-07,0,0.189542487,0,0,0.01134975,0.087496697,0.001253535,4.72E-05,1,89742,2101.856,0.009321302,0.000386492,3.24E-06,0.001843979,7.65E-05,6.41E-07,1.04E-07,4.31E-09,3.61E-11
352,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,0,200.5032733,0,0.002614379,0,0.061036004,0,7.96E-07,0,0.060130719,0,0,0,0.015578255,0,4.56E-05,1,2168,245.604,0,0,1.30E-05,0,0,1.21E-06,0,0,6.01E-09
352,2,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,214.1529472,4390.873325,0.086274513,0.094117651,0.008755947,0.17952708,3.53E-06,3.85E-06,0,0.166013077,0,0,0.031965903,0.111324683,8.60E-05,0.000133681,2,21493,670.054,0.04877229,1.96E-05,2.14E-05,0.009963846,4.01E-06,4.38E-06,2.27E-06,9.14E-10,9.97E-10
357,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,521.1843288,3736.404019,0,0.653594793,0.018218769,0.130611529,0,2.28E-05,0,0.132026151,0,0,0.049843687,0.066948024,0,0.00036376,1,24700,890.002,0.139488215,0,0.000174926,0.02110058,0,2.65E-05,5.65E-06,0,7.08E-09
361,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,334.1372651,32236.26638,6.298039457,0.067973859,0.00204741,0.197526142,3.86E-05,4.17E-07,0,0.220915034,0,0,0.011232619,0.091783733,0.00039914,4.58E-05,1,151811,2855.216,0.010365259,0.000195371,2.11E-06,0.002201008,4.15E-05,4.48E-07,6.83E-08,1.29E-09,1.39E-11
364,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,3.584313843,12444.77028,0.828758203,0.695424861,6.31E-05,0.219028658,1.46E-05,1.22E-05,0,0.223529413,0,0,0.001619433,0.120120069,0.000248475,0.000242973,1,51888,1144.638,0.000288018,6.66E-05,5.59E-05,6.91E-05,1.60E-05,1.34E-05,5.55E-09,1.28E-09,1.08E-09
367,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,31.67451072,562.1464203,0,0.015686275,0.004729657,0.083940036,0,2.34E-06,0,0.06797386,0,0,0.018976181,0.045493473,0,9.03E-05,1,4953,389.96,0.056345659,0,2.79E-05,0.006395015,0,3.17E-06,1.14E-05,0,5.63E-09
369,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,16.98039268,1343.874546,0,1.607843195,0.001285322,0.101723908,0,0.000121705,0,0.100653596,0,0,0.009439272,0.051195953,0,0.001324025,1,11014,476.38,0.0126354,0,0.001196424,0.00154171,0,0.000145982,1.15E-06,0,1.09E-07
373,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,32.88235402,30274.18005,84.10196411,0.237908504,0.000352758,0.324777987,0.000902236,2.55E-06,0,0.393464059,0,0,0.004355755,0.19384005,0.002268552,9.72E-05,1,85969,1912.628,0.001086152,0.00277801,7.86E-06,0.000382491,0.000978282,2.77E-06,1.26E-08,3.23E-08,9.14E-11
376,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,5.262745254,32165.31334,4.558170116,0.146405234,3.40E-05,0.208033537,2.95E-05,9.47E-07,0,0.227450982,0,0,0.001372763,0.085811397,0.000373404,6.02E-05,1,145156,2364.734,0.000163616,0.000141711,4.55E-06,3.63E-05,3.14E-05,1.01E-06,1.13E-09,9.76E-10,3.14E-11
379,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,2.39607852,2265.295481,0,0.386928118,0.000143452,0.135622073,0,2.32E-05,0,0.145098045,0,0,0.00200648,0.065000253,0,0.000467759,1,14272,525.214,0.001057733,0,0.000170807,0.000167887,0,2.71E-05,7.41E-08,0,1.20E-08
386,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,23.33725562,2443.034052,0.84052291,0.020915033,0.001163257,0.121774203,4.19E-05,1.04E-06,0,0.121568628,0,0,0.007296916,0.060887059,0.000506196,5.22E-05,1,17112,658.914,0.009552571,0.000344049,8.56E-06,0.001363795,4.91E-05,1.22E-06,5.58E-07,2.01E-08,5.00E-10
386,2,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,0.011764707,16800.84489,38.04052421,0.005228758,1.71E-07,0.244471937,0.000553534,7.61E-08,0,0.265359491,0,0,3.34E-05,0.131841188,0.002742849,1.41E-05,2,63257,1339.414,7.00E-07,0.002264203,3.11E-07,1.86E-07,0.000601365,8.27E-08,1.11E-11,3.58E-08,4.92E-12
396,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,862.4078684,11840.43165,0.036601309,0.133333338,0.019705424,0.270545679,8.36E-07,3.05E-06,0,0.304575175,0,0,0.03942772,0.16089443,5.00E-05,0.000115176,1,39470,1005.46,0.072835847,3.09E-06,1.13E-05,0.021849705,9.27E-07,3.38E-06,1.85E-06,7.83E-11,2.85E-10
397,1,DAY4,Female,WT,AG61,-,nan,UV,2,Z3,1.329411807,702.7411953,0,0,0.000180578,0.095455202,0,0,0,0.094117649,0,0,0.002371983,0.049212986,0,0,1,5764,343.578,0.001891752,0,0,0.00023064,0,0,3.28E-07,0,0
8,1,DAY4,Male,WT,AU1,-,nan,NOUV,1,Z3,170.7921628,5025.613211,257.5333411,142.5516391,0.007100955,0.20894783,0.010707357,0.00592681,0,0.219607845,0,0.005228758,0.016490864,0.117971051,0.021074064,0.006316125,1,21063,636.978,0.033984343,0.051244163,0.028365024,0.008108634,0.012226812,0.00676787,1.61E-06,2.43E-06,1.35E-06
9,1,DAY4,Male,WT,AU1,-,nan,NOUV,1,Z3,1136.294155,9601.170193,41.99346529,758.3660381,0.017951502,0.151682047,0.000663425,0.011980885,0.011764706,0.138562098,0,0.010457517,0.024590326,0.093110176,0.005166461,0.010145549,1,56746,1617.126,0.118349548,0.004373786,0.078986834,0.020024216,0.000740025,0.01336422,2.09E-06,7.71E-08,1.39E-06
20,1,DAY4,Male,WT,AU1,-,nan,NOUV,1,Z3,292.556873,12618.24217,569.3398865,233.0666749,0.006832567,0.294694805,0.013296742,0.005443194,0,0.325490206,0,0.002614379,0.014060153,0.141378215,0.02047861,0.006202304,1,38600,961.46,0.023185232,0.04512038,0.018470614,0.007579194,0.014749738,0.006037997,6.01E-07,1.17E-06,4.79E-07
25,1,DAY4,Male,WT,AU1,-,nan,NOUV,1,Z3,577.2000223,34030.39574,763.6418539,842.92552,0.004243026,0.250159119,0.005613569,0.006196387,0,0.264052302,0,0.005228758,0.008697646,0.107700739,0.013104152,0.006339486,1,128196,1814.514,0.016961308,0.022439993,0.024769783,0.004502481,0.005956831,0.006575287,1.32E-07,1.75E-07,1.93E-07
26,1,DAY4,Male,WT,AU1,-,nan,NOUV,1,Z3,1445.784362,34239.43882,937.1268254,708.8784562,0.012610417,0.298643165,0.008173806,0.006182978,0.003921569,0.322875828,0,0.005228758,0.019413469,0.142207378,0.017121097,0.006674608,1,106517,2073.36,0.042225703,0.027369807,0.020703565,0.013573273,0.008797909,0.006655073,3.96E-07,2.57E-07,1.94E-07
27,1,DAY4,Male,WT,AU1,-,nan,NOUV,1,Z3,642.1137493,38254.88345,1073.3216,647.1895654,0.006031106,0.35931212,0.010081261,0.006078781,0,0.416993469,0,0.005228758,0.010646824,0.171166902,0.018940515,0.006319111,1,98531,2103.812,0.016785145,0.028057113,0.016917829,0.00651687,0.010893238,0.006568385,1.70E-07,2.85E-07,1.72E-07
28,1,DAY4,Male,WT,AU1,-,nan,NOUV,1,Z3,50.50196254,825.980414,0,44.78431529,0.005676929,0.092848518,0,0.005034208,0,0.078431375,0,0.002614379,0.012042782,0.064623749,0,0.006408257,1,6621,532.558,0.06114184,0,0.054219585,0.007627543,0,0.006763981,9.23E-06,0,8.19E-06
37,1,DAY4,Male,WT,AU1,-,nan,NOUV,1,Z3,1190.702004,59557.68133,1124.458858,1474.543842,0.00605912,0.303070933,0.005722029,0.007503505,0,0.326797396,0,0.005228758,0.012317944,0.139004165,0.014481219,0.007164181,1,185548,2965.082,0.019992417,0.018880165,0.024758248,0.006417218,0.006060205,0.007946967,1.08E-07,1.02E-07,1.33E-07
39,1,DAY4,Male,WT,AU1,-,nan,NOUV,1,Z3,923.8117933,4496.941297,0,463.338577,0.030403548,0.147998726,0,0.015248925,0.027450981,0.135947719,0,0.013071896,0.021049372,0.0924333,0,0.012005927,1,26713,838.958,0.205431144,0,0.103034162,0.034582855,0,0.01734506,7.69E-06,0,3.86E-06
47,1,DAY4,Male,WT,AU1,-,nan,NOUV,1,Z3,667.8039459,26665.01771,621.2235485,681.2418539,0.007558447,0.301804347,0.007031234,0.007710543,0,0.321568638,0,0.007843138,0.011710582,0.132115288,0.014354984,0.007011361,1,82403,1378.204,0.025044197,0.023297324,0.025548149,0.008104122,0.007538846,0.008267197,3.04E-07,2.83E-07,3.10E-07
