ImageNumber,ObjectNumber,Metadata_Day,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TREATMENT,Secondary Treatment,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected ,CASP NOUV normalized ,EDU NOUV normalized ,TUNEL NOUV normalized ,CASP intensity corrected  NOUV normalized ,EDU Intensity corrected NOUV normalized ,TUNEL Intensity Corrected  NOUV normalized ,CASP area corrected NOUV normalized ,EDU area corrected NOUV normalized ,TUNEL area Corrected  NOUV normalized ,CASP area and Intensity corrected NOUV normalized ,EDU area and intensity corrected NOUV normalized ,TUNEL area  and intensity Corrected NOUV normalized 
14,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,3103.564795,5937.009302,0,739.7647303,0.059891254,0.114569844,0,0.014275661,0.054901961,0.108496733,0,0.013071896,0.038624677,0.055852014,0,0.008019729,1,46679,1343.79,0.522748852,0,0.124602252,0.066487388,0,0.015847913,1.12E-05,0,2.67E-06,16.44720626,0,4.556649344,33.85679091,0,1.19370254,20.50813949,0,1.138417713,10.76807829,0,0.093333664
24,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,5141.321714,12746.37287,0.09673203,1473.769982,0.058889876,0.145999873,1.11E-06,0.016880899,0.05882353,0.149019614,0,0.015686275,0.032619989,0.072549179,5.93E-05,0.009981209,1,80263,1867.278,0.403355666,7.59E-06,0.115622695,0.064055938,1.21E-06,0.01836176,5.03E-06,9.46E-11,1.44E-06,27.24621017,9.50E-05,9.077822645,26.12407161,6.86E-05,1.107677447,19.7581547,6.28E-05,1.318997233,4.832139169,7.69E-06,0.050368807
33,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,11393.49836,27817.89223,0,1789.566075,0.059456644,0.145166872,0,0.009338799,0.062745102,0.145098045,0,0.007843138,0.035650623,0.072765074,0,0.006850648,1,178901,3540.162,0.409574466,0,0.064331476,0.063686052,0,0.010003108,2.29E-06,0,3.60E-07,60.37934762,0,11.02299792,26.52684367,0,0.616302236,19.64406288,0,0.71856248,2.201338182,0,0.012573168
34,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,7334.447273,19659.58872,0,1775.780451,0.052532247,0.140809843,0,0.01271885,0.050980393,0.146405235,0,0.013071896,0.030770461,0.061227131,0,0.008332615,1,130609,2309.422,0.373072264,0,0.090326429,0.056155757,0,0.013596157,2.86E-06,0,6.92E-07,38.86858341,0,10.93808409,24.1627114,0,0.865336591,17.3213316,0,0.976665244,2.746543736,0,0.024181081
39,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,3944.207954,5233.92171,0.013071896,465.6183169,0.083997955,0.111464386,2.78E-07,0.009916056,0.078431375,0.112418301,0,0.007843138,0.048023861,0.054218438,2.96E-05,0.007063376,1,41353,1386.828,0.753585585,2.50E-06,0.088961651,0.095379004,3.16E-07,0.011259602,1.82E-05,6.04E-11,2.15E-06,20.90215801,1.28E-05,2.86801913,48.80735654,2.26E-05,0.852261873,29.41980383,1.65E-05,0.808821341,17.52234479,4.91E-06,0.075219385
42,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,10643.74147,23927.53792,0,1824.277185,0.074654155,0.167825395,0,0.012795301,0.078431375,0.172549024,0,0.013071896,0.043312526,0.086962422,0,0.007460802,1,133097,2712,0.444832289,0,0.076241743,0.079969808,0,0.013706373,3.34E-06,0,5.73E-07,56.40604366,0,11.23680421,28.81038143,0,0.730403826,24.66681293,0,0.984582533,3.213621307,0,0.020028965
42,2,DAY4,nan,0,1,0,WT,UV,zVAD,nan,9150.055159,19689.08028,0,1578.230118,0.075427669,0.16230519,0,0.01301,0.074509807,0.162091509,0,0.013071896,0.046246195,0.088532123,0,0.007681382,2,112059,2688.65,0.464727404,0,0.080157635,0.081653907,0,0.014083921,4.15E-06,0,7.15E-07,48.49031821,0,9.721254524,30.09892511,0,0.767918487,25.18627605,0,1.011703263,3.987660722,0,0.025011061
44,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,1636.502009,4146.126906,0.002614379,421.4588375,0.050412852,0.127722473,8.05E-08,0.012983145,0.050980393,0.13464053,0,0.013071896,0.031286162,0.0635623,1.45E-05,0.00868206,1,28656,945.206,0.394706203,6.31E-07,0.101651215,0.057108529,9.12E-08,0.014707525,1.38E-05,2.20E-11,3.55E-06,8.672571013,2.57E-06,2.596014728,25.56387326,5.70E-06,0.973829215,17.61521562,4.76E-06,1.056499177,13.24417907,1.79E-06,0.124031208
50,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,241.333341,650.6509979,0,91.09804232,0.027628316,0.074487807,0,0.010429083,0.019607844,0.074509807,0,0.010457517,0.026930661,0.040843537,0,0.007158431,1,7050,370.062,0.370910583,0,0.140010609,0.03423168,0,0.012921708,5.26E-05,0,1.99E-05,1.278935514,0,0.561126826,24.02270616,0,1.341316199,10.55881542,0,0.928216948,50.58791367,0,0.694393735
53,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,2159.760844,3770.58049,0,333.4902076,0.068232422,0.119122374,0,0.010535817,0.06666667,0.105882354,0,0.010457517,0.037595645,0.070654282,0,0.007006954,1,27508,1113.6,0.572792664,0,0.088445323,0.078513918,0,0.01212339,2.08E-05,0,3.22E-06,11.44555839,0,2.054163808,37.09797048,0,0.847315392,24.21774138,0,0.870870615,20.02189098,0,0.112421615
94,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,6650.164892,15111.16904,0,1353.369978,0.090329728,0.205256232,0,0.018382934,0.086274512,0.210457519,0,0.015686275,0.051837717,0.109613088,0,0.01030484,1,67555,1484.184,0.440082754,0,0.089560905,0.09844075,0,0.020033602,6.51E-06,0,1.33E-06,35.24225878,0,8.336207672,28.50276906,0,0.858002789,30.36420431,0,1.439092157,6.263881201,0,0.046354825
96,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,11171.99638,25127.26343,0.058823532,2778.274594,0.098699523,0.22198798,5.20E-07,0.024544796,0.098039217,0.23137255,0,0.020915033,0.070334157,0.126987171,3.79E-05,0.015615647,1,104145,2249.244,0.444616518,2.34E-06,0.110568133,0.107273478,5.65E-07,0.026676985,4.27E-06,2.25E-11,1.06E-06,59.20550754,5.78E-05,17.11303958,28.79640664,2.12E-05,1.059254214,33.0886731,2.94E-05,1.9163124,4.10500632,1.83E-06,0.0371215
100,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,2517.733404,5718.957013,0,2970.031453,0.067216633,0.152680594,0,0.07929176,0.06666667,0.155555561,0,0.06797386,0.041569388,0.081404333,0,0.042752435,1,33189,988.072,0.440243457,0,0.519330963,0.075860478,0,0.089488428,1.33E-05,0,1.56E-05,13.34261835,0,18.2941837,28.51317724,0,4.975244657,23.39928377,0,6.428304612,12.75455771,0,0.547121796
103,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,14.75686344,355.8274602,0,32.60130837,0.002295002,0.055338641,0,0.005070188,0,0.053594772,0,0.005228758,0.004260306,0.021390874,0,0.004950176,1,4552,534.456,0.041471963,0,0.091621114,0.003241842,0,0.007161975,9.11E-06,0,2.01E-05,0.078203354,0,0.200810777,2.686007998,0,0.877739806,0.999951174,0,0.51447271,8.760300521,0,0.703764381
107,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,6308.270763,11256.26437,0,835.6340144,0.109606122,0.195577447,0,0.01451913,0.113725491,0.20784314,0,0.013071896,0.067335016,0.105628148,0,0.008329198,1,52412,1206.3,0.560423117,0,0.074237241,0.120359283,0,0.015943563,1.07E-05,0,1.42E-06,33.43040575,0,5.147165074,36.29683399,0,0.711200495,37.12501031,0,1.145288616,10.28139322,0,0.049525066
114,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,2275.207912,7329.321762,0,483.7385788,0.037006082,0.119210855,0,0.007867971,0.031372551,0.117647059,0,0.005228758,0.029316908,0.0560788,0,0.007299195,1,56102,1374.038,0.310425437,0,0.066000456,0.040554845,0,0.008622484,5.53E-06,0,1.18E-06,12.05736509,0,2.97963256,20.10527443,0,0.632291236,12.50920572,0,0.619386802,5.320416335,0,0.041134153
120,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,10942.61992,24555.17062,0,1842.14385,0.091937792,0.206307831,0,0.015477339,0.094117649,0.216993466,0,0.013071896,0.058172102,0.108761184,0,0.014225853,1,109746,2442.078,0.445634041,0,0.075020609,0.099708599,0,0.016785522,4.06E-06,0,6.84E-07,57.98993694,0,11.34685559,28.86230837,0,0.718705238,30.75527424,0,1.205769813,3.904418115,0,0.023901538
121,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,5238.866815,15234.06969,0,1232.303308,0.06595494,0.191789977,0,0.015514136,0.050980393,0.196078435,0,0.013071896,0.056505158,0.096111657,0,0.011101765,1,73408,1461.898,0.343891483,0,0.080891274,0.071366429,0,0.016787044,4.68E-06,0,1.10E-06,27.76314618,0,7.59048631,22.27276444,0,0.774946822,22.01308727,0,1.205879157,4.504480266,0,0.0385294
127,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,7744.600202,7897.840737,0,541.7699537,0.136104183,0.138797243,0,0.009521106,0.137254909,0.122875817,0,0.007843138,0.072639865,0.086305141,0,0.006325451,1,50253,1704.336,0.980597161,0,0.068597224,0.154112196,0,0.010780848,1.95E-05,0,1.37E-06,41.04217096,0,3.337082187,63.51017879,0,0.657168547,47.53614939,0,0.774430571,18.76269845,0,0.04772858
128,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,10748.94932,16075.89977,0,1251.241872,0.108699317,0.162568384,0,0.012653249,0.094117649,0.15947713,0,0.010457517,0.073746009,0.090627073,0,0.00913208,1,90282,2153.544,0.668637493,0,0.077833396,0.119059716,0,0.013859262,7.41E-06,0,8.62E-07,56.96358805,0,7.707140151,43.30553708,0,0.745652031,36.72415682,0,0.995565102,7.121249706,0,0.030143854
128,2,DAY4,nan,0,1,0,WT,UV,zVAD,nan,785.3333561,2418.487646,0,183.0039279,0.041786387,0.128684029,0,0.009737359,0.035294119,0.118954249,0,0.007843138,0.032725542,0.079262884,0,0.008585963,2,15888,657.29,0.324720847,0,0.075668746,0.04942934,0,0.011518374,2.04E-05,0,4.76E-06,4.161839866,0,1.127229636,21.03114292,0,0.724914461,15.24655772,0,0.827409964,19.65203823,0,0.166525702
136,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,255.9372628,813.8980618,0,50.63791029,0.036210705,0.115152527,0,0.00716439,0.035294119,0.118954249,0,0.005228758,0.019847284,0.05278908,0,0.005643302,1,5351,369.1,0.314458622,0,0.062216526,0.047829801,0,0.009463261,5.88E-05,0,1.16E-05,1.356328361,0,0.311908896,20.36649105,0,0.596040796,14.75317722,0,0.679783143,56.50608473,0,0.406541398
141,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,10575.79244,17636.18222,0,1320.488932,0.119911022,0.199963516,0,0.014972039,0.113725491,0.223529413,0,0.013071896,0.074246806,0.10648984,0,0.008509927,1,80402,2078.124,0.599664503,0,0.074873854,0.131536435,0,0.016423583,7.46E-06,0,9.31E-07,56.04595074,0,8.133673827,38.83837452,0,0.717299311,40.57262027,0,1.179770357,7.171469407,0,0.032560968
146,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,4295.815806,5314.483803,0,404.7947853,0.089321242,0.110502013,0,0.008416742,0.086274512,0.101960786,0,0.007843138,0.054526503,0.064061215,0,0.007147036,1,41844,1607.776,0.808322307,0,0.076168223,0.102662647,0,0.009673903,1.93E-05,0,1.82E-06,22.76548849,0,2.493370956,52.352481,0,0.729699497,31.666455,0,0.694914354,18.57453845,0,0.06364651
147,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,2050.753005,8359.85904,0,846.7294397,0.03257749,0.132801573,0,0.013450825,0.027450981,0.135947719,0,0.010457517,0.024061316,0.062298645,0,0.013274131,1,56836,1504.936,0.24530952,0,0.101285134,0.036081938,0,0.014897766,4.32E-06,0,1.78E-06,10.8678761,0,5.215508374,15.88792225,0,0.970322117,11.12953041,0,1.070164945,4.150090401,0,0.062309773
148,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,9905.717913,8243.788451,0,1272.831412,0.16365243,0.136195682,0,0.021028456,0.152941182,0.129411772,0,0.018300654,0.11532009,0.073871374,0,0.011555719,1,54693,1395.554,1.201597781,0,0.154398845,0.181114913,0,0.023272291,2.20E-05,0,2.82E-06,52.49492001,0,7.840122922,77.8236905,0,1.479156995,55.86517969,0,1.67173989,21.1248694,0,0.098706617
149,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,11220.61207,27698.99423,0,2586.551714,0.085255236,0.210459489,0,0.019652856,0.078431375,0.216993466,0,0.015686275,0.073993898,0.116381503,0,0.019851957,1,121693,2635.306,0.405090956,0,0.093380709,0.092204252,0,0.021254729,3.33E-06,0,7.67E-07,59.46314422,0,15.93210474,26.23646091,0,0.894596905,28.44054664,0,1.526810489,3.200763684,0,0.0268303
161,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,15794.21612,32982.38262,0,3448.151739,0.105393141,0.220087966,0,0.023009153,0.098039217,0.233986929,0,0.020915033,0.076718118,0.116659217,0,0.016269169,1,139535,2767.42,0.478868258,0,0.104545259,0.113191788,0,0.024711734,3.43E-06,0,7.49E-07,83.70075943,0,21.23920987,31.01478357,0,1.00155446,34.91418504,0,1.775140689,3.299890697,0,0.026197217
177,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,8924.396334,30387.02177,0,2017.547777,0.06962611,0.237072633,0,0.015740449,0.06666667,0.261437923,0,0.013071896,0.051960279,0.12485978,0,0.01259822,1,118751,2388.696,0.29369105,0,0.066395048,0.075152178,0,0.016989733,2.47E-06,0,5.59E-07,47.29444911,0,12.42727232,19.02144107,0,0.63607147,23.18080764,0,1.220439117,2.378045158,0,0.019549353
191,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,407.3058956,1903.125542,0,242.2928188,0.018111339,0.084624729,0,0.010773837,0.011764706,0.078431375,0,0.010457517,0.018136412,0.041559107,0,0.006864971,1,18894,972.696,0.214019457,0,0.127313103,0.02155742,0,0.012823797,1.13E-05,0,6.74E-06,2.158499828,0,1.492425049,13.86136381,0,1.219672776,6.649420145,0,0.921183601,10.89170846,0,0.235604272
198,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,4787.50601,7324.342679,0,2785.921646,0.098780712,0.151123317,0,0.05748198,0.090196081,0.151633993,0,0.049673203,0.070052902,0.08000971,0,0.031195041,1,43521,1164.122,0.653643094,0,0.380364733,0.110004504,0,0.064013273,1.50E-05,0,8.74E-06,25.37117928,0,17.1601423,42.33439728,0,3.643933714,33.93106225,0,4.598324317,14.44137256,0,0.30558733
11,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,3495.062843,5926.641977,0.386928119,1042.635327,0.076095424,0.129036403,8.42E-06,0.02270053,0.062745102,0.121568628,0,0.020915033,0.061676584,0.069650172,0.000148167,0.009785588,1,41149,1302.822,0.589720597,6.53E-05,0.175923454,0.084936763,9.40E-06,0.025338048,1.43E-05,1.59E-09,4.28E-06,18.52193309,0.000380023,6.422208821,38.19433916,0.000590526,1.685364991,26.19887803,0.000490179,1.820131294,13.78014132,0.00012899,0.149485278
12,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,2152.196141,5631.215835,0,812.6039459,0.082532352,0.215945693,0,0.031161711,0.074509807,0.216993466,0,0.02875817,0.061793873,0.133915717,0,0.017376387,1,22958,752.85,0.382190313,0,0.144303463,0.093744932,0,0.035395241,1.66E-05,0,6.29E-06,11.40546958,0,5.005309236,24.7532586,0,1.382442189,28.91577164,0,2.542578919,16.00708622,0,0.21977418
15,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,8375.392394,29430.37201,0,3007.134734,0.058178608,0.204434371,0,0.020888683,0.054901961,0.189542487,0,0.020915033,0.052077026,0.146571151,0,0.010150849,1,130209,4056.338,0.2845833,0,0.102177938,0.064322684,0,0.023094677,2.19E-06,0,7.85E-07,44.38502667,0,18.52272479,18.43156089,0,0.978875279,19.84043314,0,1.658981144,2.101527457,0,0.027437851
19,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,262.8274587,557.048381,0,119.5372587,0.037947944,0.080428585,0,0.017259206,0.031372551,0.06797386,0,0.015686275,0.025343242,0.046039904,0,0.007381219,1,5205,402.928,0.471821601,0,0.214590443,0.050495189,0,0.022965852,9.06E-05,0,4.12E-05,1.392842654,0,0.736300812,30.55839382,0,2.055798768,15.57532048,0,1.649727162,87.1613095,0,1.441529747
36,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,3429.682463,29526.92107,0.222222231,3178.044542,0.024275266,0.208991323,1.57E-06,0.022494175,0.019607844,0.214379087,0,0.018300654,0.021206643,0.108376004,7.71E-05,0.016643407,1,130825,2755.86,0.116154422,7.53E-06,0.107632101,0.026215803,1.70E-06,0.024292334,8.88E-07,5.75E-11,8.23E-07,18.17545261,0.000218257,19.57545958,7.522954821,6.81E-05,1.031126723,8.086305758,8.85E-05,1.745013547,0.853712552,4.68E-06,0.028766369
37,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,2055.682413,7302.517845,0,957.3438199,0.048082764,0.170807144,0,0.022392436,0.047058824,0.179084972,0,0.020915033,0.033378121,0.095099706,0,0.01267874,1,38097,1135.982,0.281503237,0,0.131097772,0.053959168,0,0.025129113,7.39E-06,0,3.44E-06,10.89399928,0,5.89684789,18.23207495,0,1.255930296,16.64379017,0,1.805122696,7.104921375,0,0.120320188
45,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,40.98039359,408.5869389,0,128.5699386,0.00638921,0.06370236,0,0.020045204,0,0.054901961,0,0.018300654,0.011988028,0.032409987,0,0.012126992,1,4688,378.38,0.100297855,0,0.314669722,0.008741552,0,0.027425328,2.14E-05,0,6.71E-05,0.217173808,0,0.79193844,6.49597507,0,3.014568678,2.696345322,0,1.970068832,20.57172467,0,2.3469364
51,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,3804.305988,20695.25281,0,1900.358229,0.042760386,0.232614567,0,0.02136002,0.031372551,0.227450982,0,0.020915033,0.041888748,0.146381748,0,0.010399309,1,81889,1914.246,0.183825055,0,0.091825804,0.046456862,0,0.023206514,2.24E-06,0,1.12E-06,20.16075365,0,11.70543245,11.90576782,0,0.879700756,14.32969222,0,1.667014874,2.158468911,0,0.03920786
80,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,7323.647255,31292.34458,0.198692817,2374.698114,0.055288666,0.236236389,1.50E-06,0.017927391,0.054901961,0.264052302,0,0.018300654,0.043729191,0.137858084,5.92E-05,0.008955919,1,123041,2785.65,0.234039582,6.35E-06,0.07588751,0.059522007,1.61E-06,0.019300055,1.90E-06,5.16E-11,6.17E-07,38.81134918,0.000195147,14.62717288,15.15800403,5.74E-05,0.727010242,18.35965667,8.42E-05,1.386398634,1.828968067,4.20E-06,0.021565246
143,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,2323.933397,2674.875888,0,466.7529562,0.079515958,0.091523845,0,0.01597047,0.062745102,0.088888891,0,0.013071896,0.065267095,0.050921562,0,0.010559618,1,25165,980.072,0.868800458,0,0.174495182,0.09234784,0,0.018547703,3.45E-05,0,6.93E-06,12.31558367,0,2.875008046,56.26945973,0,1.671682003,28.48483656,0,1.332354242,33.19630661,0,0.242449043
155,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,81.3137284,952.415712,0,68.75294368,0.0067085,0.078575671,0,0.005672217,0,0.074509807,0,0.005228758,0.011263514,0.045940816,0,0.005312703,1,10059,449.31,0.085376299,0,0.072187956,0.008083679,0,0.006834968,8.49E-06,0,7.18E-06,0.430918557,0,0.423490122,5.52955303,0,0.691568131,2.493423545,0,0.490982548,8.161108956,0,0.250924984
168,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,1017.701989,762.1268174,0,162.5594827,0.082258486,0.061600939,0,0.013139305,0.082352944,0.060130719,0,0.013071896,0.027611777,0.022086025,0,0.006786488,1,9675,757.882,1.335344678,0,0.213297156,0.105188836,0,0.016802014,0.00013802,0,2.20E-05,5.393267303,0,1.001300183,86.48605426,0,2.043408946,32.44566197,0,1.206954508,132.7116555,0,0.770846772
170,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,7200.470789,8994.359713,0,1048.324216,0.12014401,0.150076081,0,0.017491894,0.101960786,0.149019614,0,0.015686275,0.078031121,0.080998464,0,0.008886225,1,54596,1379.758,0.800554016,0,0.116553512,0.131886416,0,0.019201484,1.47E-05,0,2.13E-06,38.15858088,0,6.457250065,51.84935337,0,1.116594775,40.68057261,0,1.37931786,14.09926509,0,0.074644619
181,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,11431.2552,19510.34302,0,2053.15562,0.108293594,0.184830548,0,0.019450498,0.098039217,0.172549024,0,0.018300654,0.071956037,0.110501511,0,0.008890895,1,97801,2114.92,0.585907444,0,0.105234214,0.116882805,0,0.020993197,5.99E-06,0,1.08E-06,60.57943834,0,12.64660212,37.9473733,0,1.008154722,36.05268505,0,1.508023604,5.76039654,0,0.037622499
189,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,14801.45531,26639.34841,0,5335.385779,0.113096989,0.203549585,0,0.040767347,0.101960786,0.190849677,0,0.036601309,0.082131024,0.130385634,0,0.021325166,1,120270,3035.992,0.555623774,0,0.200282143,0.123068557,0,0.044361734,4.62E-06,0,1.67E-06,78.43966678,0,32.86380266,35.98599574,0,1.918723764,37.96068989,0,3.186677269,4.442118808,0,0.058226259
200,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,21.70588315,407.8692919,0,91.80653897,0.003409123,0.064059886,0,0.01441912,0,0.061437909,0,0.013071896,0.007811242,0.020981887,0,0.007612348,1,4532,415.03,0.053217743,0,0.225088137,0.004789471,0,0.0202574,1.17E-05,0,4.97E-05,0.115029381,0,0.565490876,3.446745013,0,2.156367769,1.477319904,0,1.455168485,11.2910209,0,1.736587505
13,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,3531.137366,26427.27259,0,2129.202685,0.023236212,0.17390139,0,0.014010954,0.015686275,0.180392161,0,0.013071896,0.029285566,0.079808366,0,0.007914243,1,142478,2438.008,0.13361717,0,0.080568385,0.024783738,0,0.01494408,9.38E-07,0,5.65E-07,18.71310845,0,13.11502106,8.653961767,0,0.771853515,7.644582851,0,1.073491874,0.901739551,0,0.01977201
14,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,641.0235547,11943.9781,0,1088.386963,0.008139258,0.151656083,0,0.013819558,0.003921569,0.149019614,0,0.010457517,0.009076662,0.081022876,0,0.01153981,1,71428,1867.348,0.053669184,0,0.091124327,0.008974402,0,0.015237539,7.51E-07,0,1.28E-06,3.397076368,0,6.704020264,3.4759834,0,0.872980531,2.768168279,0,1.094572185,0.72247556,0,0.044606671
14,2,DAY4,nan,0,1,0,WT,UV,DMSO,nan,3703.6511,28478.71972,0,2038.651049,0.022829491,0.175544253,0,0.012566347,0.015686275,0.18300654,0,0.013071896,0.023996588,0.084525716,0,0.007392315,2,150906,3061.954,0.130049775,0,0.071585067,0.024542769,0,0.01350941,8.62E-07,0,4.74E-07,19.62733746,0,12.55725987,8.422912907,0,0.685792386,7.570255709,0,0.970433888,0.828647376,0,0.016586314
32,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,4896.357004,14072.31802,0,1659.885018,0.064562521,0.185555163,0,0.021886958,0.047058824,0.185620919,0,0.020915033,0.059306845,0.110223226,0,0.015249747,1,69016,1815.31,0.347942464,0,0.117953916,0.070945245,0,0.024050728,5.04E-06,0,1.71E-06,25.94803037,0,10.22421544,22.53513366,0,1.130010787,21.88317231,0,1.727658044,4.847572466,0,0.059758068
35,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,4188.898163,13969.24872,0,1489.145146,0.045916804,0.153124575,0,0.016323334,0.039215688,0.15947713,0,0.013071896,0.036708317,0.07382242,0,0.011917441,1,83767,1787.208,0.299865673,0,0.106601663,0.050006544,0,0.017777229,3.58E-06,0,1.27E-06,22.1988831,0,9.172527392,19.42135185,0,1.021255023,15.42459713,0,1.277008049,3.442075967,0,0.044496411
48,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,1201.121603,1404.167357,0,276.4941267,0.067191855,0.078550423,0,0.015467338,0.050980393,0.077124186,0,0.015686275,0.055021872,0.040156211,0,0.008149301,1,14657,815.232,0.855397753,0,0.196909667,0.081948666,0,0.018864306,5.84E-05,0,1.34E-05,6.365291542,0,1.703091171,55.40140888,0,1.886415096,25.27719505,0,1.355097016,56.11638395,0,0.46973824
50,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,5291.882514,35625.61404,0,3038.099444,0.027854066,0.187517049,0,0.015991175,0.015686275,0.190849677,0,0.015686275,0.041126312,0.093344492,0,0.008371439,1,177094,3268.52,0.14854151,0,0.085278515,0.029881772,0,0.017155293,8.39E-07,0,4.82E-07,28.04410056,0,18.71345479,9.620564139,0,0.816977042,9.217079552,0,1.232331939,0.806511656,0,0.016837195
53,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,3208.149108,5215.851115,0.002614379,1489.738605,0.094149644,0.153069732,7.67E-08,0.043719401,0.078431375,0.15947713,0,0.039215688,0.067543221,0.079566666,1.00E-05,0.025471794,1,30241,882.754,0.615076818,5.01E-07,0.285617548,0.106086079,8.65E-08,0.049262214,2.03E-05,1.66E-11,9.44E-06,17.00144626,2.57E-06,9.176182857,39.83658149,4.53E-06,2.736245823,32.72241788,4.51E-06,3.538697918,19.55689354,1.35E-06,0.330234699
74,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,9440.153201,21179.05414,0.179084974,6704.823713,0.112181117,0.251679174,2.13E-06,0.079676103,0.094117649,0.274509817,0,0.062745102,0.096131561,0.148145226,7.63E-05,0.068054265,1,76128,2077.022,0.445730633,8.46E-06,0.316578053,0.124003694,2.35E-06,0.088073031,5.86E-06,1.11E-10,4.16E-06,50.02768013,0.000175889,41.29898239,28.86856429,7.65E-05,3.03285068,38.24913442,0.00012263,6.32663107,5.629822757,9.03E-06,0.14540199
88,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,7001.078622,12125.64479,0.014379086,11478.76633,0.118451546,0.205154298,2.43E-07,0.194209734,0.109803922,0.219607845,0,0.154248372,0.07821453,0.107479362,2.22E-05,0.13139023,1,53944,1234.166,0.577377842,1.19E-06,0.946652037,0.129784195,2.67E-07,0.212790418,1.07E-05,2.20E-11,1.75E-05,37.10191078,1.41E-05,70.70452393,37.39493796,1.07E-05,9.069025,40.03213915,1.39E-05,15.28556989,10.29161727,1.79E-06,0.613594126
