ImageNumber,ObjectNumber,Metadata_Day,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TREATMENT,Metadata_Well,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected ,,,,,,,,,,,,,,,,,Averages of NOUV,,,,,,,,,,,
544,3,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,2252.521637,8843.388486,1963.538619,1022.682387,0.03981760331,0.156323708,0.03470927894,0.01807785592,0.02745098062,0.1464052349,0.0169934649,0.01568627544,0.05194286923,0.0917185478,0.04139388287,0.01458920832,3,51053,1254.434,0.2547125053,0.2220346445,0.1156437251,0.04412123944,0.03846078818,0.02003177849,0.000004989178018,0.000004349100827,0.000002265170022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,1646.384369,7837.886472,2714.434066,1284.036644,0.02244161729,0.1068370496,0.03700004179,0.01750251004,0.01960784383,0.108496733,0.03137255087,0.01568627544,0.01347414096,0.03935151445,0.03305228964,0.01036199144,1,68109,1161.192,0.2100546334,0.3463221973,0.1638243483,0.02417278729,0.03985426398,0.0188526721,0.000003084095103,0.000005084822818,0.000002405325997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,204.1529485,630.1830234,390.7163514,167.670594,0.01789089024,0.05522592441,0.03424032525,0.01469376864,0.01568627544,0.05098039284,0.0209150333,0.01307189558,0.009675922105,0.02458906293,0.03446662148,0.003957351187,1,9488,407.272,0.3239581851,0.6200045652,0.2660665041,0.02151696338,0.0411800539,0.01767185855,0.00003414399084,0.00006534618099,0.00002804242244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,335.325502,1661.649716,651.8392341,229.4013149,0.01931821074,0.09572817816,0.03755266932,0.01321588403,0.01568627544,0.1019607857,0.03137255087,0.01307189558,0.01589915539,0.04366543352,0.02497745741,0.003149895587,1,14922,525.144,0.2018027619,0.3922843832,0.1380563621,0.02247188728,0.04368310106,0.01537336248,0.00001352384143,0.00002628899499,0.000009251867183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,2,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,4139.282475,7938.383215,2473.903343,1643.351692,0.03947926479,0.07571397575,0.02359536603,0.01567380747,0.03921568766,0.071895428,0.01176470611,0.01568627544,0.01921794181,0.02896007777,0.02936272066,0.004044515754,2,95637,2174.538,0.5214263866,0.3116381857,0.207013399,0.04328118276,0.02586763849,0.01718322085,0.000005452140767,0.000003258552503,0.00000216457437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,170.9686322,205.6235344,20.08366097,63.05621145,0.043000159,0.05171618068,0.005051222577,0.01585920811,0.04313725606,0.05098039284,0.003921568859,0.01568627544,0.01655906033,0.015143117,0.003301120795,0.003727759503,1,2565,297.846,0.8314643199,0.09767199571,0.3066585332,0.06665443749,0.007829887317,0.0245833183,0.0003241576296,0.00003807875076,0.0001195549837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,6210.670774,10346.70747,5445.900809,2085.228833,0.04568651675,0.07611175046,0.0400607676,0.01533921946,0.03921568766,0.07058823854,0.02614379115,0.01568627544,0.02847488841,0.03188300454,0.03733939781,0.003761253144,1,125731,2352.072,0.6002557618,0.5263414303,0.2015354971,0.04939649549,0.04331390674,0.01658484251,0.000004774127,0.000004186250251,0.000001602910158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,2,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,557.9882544,2186.483716,1840.115083,370.6431502,0.02082978402,0.08162176033,0.06869176805,0.01383616359,0.01568627544,0.08366013318,0.06274510175,0.01307189558,0.01629660916,0.03242289863,0.04170954745,0.003397792929,2,23721,676.226,0.255198907,0.8415864565,0.1695156234,0.02352296507,0.07757325081,0.01562510645,0.00001075835365,0.00003547854039,0.000007146225851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,786.4902243,4965.532162,3552.350423,711.5398941,0.01768546298,0.1116577581,0.07988015612,0.01600008757,0.01568627544,0.1176470593,0.071895428,0.01568627544,0.008710659985,0.04661559927,0.04901021666,0.005641931286,1,40285,920.69,0.1583899165,0.715401755,0.1432957981,0.01952315314,0.08818047469,0.01766265097,0.000003931734305,0.00001775851446,0.000003557050964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,4659.027602,20664.44629,10285.40682,2883.560886,0.02678402512,0.118796688,0.05912920425,0.01657714309,0.02352941222,0.108496733,0.04705882445,0.01568627544,0.0169113402,0.05830344466,0.04684398657,0.006050630371,1,164088,2454.9,0.2254610424,0.4977344506,0.1395421317,0.02839346937,0.06268226087,0.01757325877,0.000001374025172,0.000003033338517,0.000000850410339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,162.3058886,785.6039424,170.7686332,179.9764767,0.01379096683,0.06675197063,0.01451003766,0.01529241879,0.01176470611,0.06143790856,0.01045751665,0.01568627544,0.006407257713,0.03075772881,0.01372046836,0.005409237525,1,9569,508.138,0.2066001452,0.2173724239,0.2290931435,0.01696163534,0.01784602708,0.01880828474,0.00002159056801,0.00002271631559,0.00002394117917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,3728.117762,15014.47754,4924.891643,1608.703326,0.0373207376,0.1503040977,0.04930117568,0.01610410361,0.02745098062,0.1529411823,0.03529411927,0.01568627544,0.03072106117,0.0701436023,0.04150411053,0.004109163259,1,92382,1725.234,0.2483015311,0.3280095248,0.1071434768,0.04035545628,0.05331007818,0.01741360141,0.000002687769599,0.000003550578303,0.00000115978737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,927.2000291,4439.000102,2327.435357,469.6235462,0.03032939809,0.1452029735,0.07613213037,0.01536173322,0.01960784383,0.1620915085,0.06274510175,0.01568627544,0.03878731823,0.0713411008,0.0574384189,0.003857161971,1,27210,732.78,0.2088758747,0.5243152296,0.1057948942,0.03407570853,0.08553602931,0.01725922625,0.00000767643788,0.00001926921094,0.000003888088726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,1539.407891,5587.762234,2828.788307,690.9778023,0.03530509119,0.1281508665,0.06487600181,0.01584702434,0.01960784383,0.1346405298,0.05882352963,0.01568627544,0.03608546902,0.05758024505,0.04478513015,0.004405681275,1,39734,850.582,0.2754963126,0.5062470786,0.1236591275,0.03874283714,0.07119314207,0.01739008915,0.000006933515694,0.00001274090398,0.000003112174144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,81.78039539,360.9699447,389.7137369,85.04575444,0.01207625449,0.05330329957,0.05754780521,0.01255843982,0.01176470611,0.05490196124,0.04444444552,0.01307189558,0.006540836029,0.02253388657,0.0437987387,0.003062879747,1,5322,303.884,0.2265573536,1.079629323,0.2356034226,0.0153664779,0.0732269329,0.01598003653,0.00004256996497,0.0002028615789,0.00004426971489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,435.9607981,691.0065535,137.4954297,226.9594852,0.02768884078,0.04388736447,0.008732640817,0.01441470214,0.02745098062,0.04313725606,0.005228758324,0.01307189558,0.008844758611,0.01115180649,0.007300801434,0.003472251783,1,12990,646.876,0.6309068935,0.1989784742,0.3284476595,0.03356126236,0.0105847136,0.01747186183,0.00004856866,0.00001531781941,0.00002528465431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,1262.266708,5612.264211,2296.809215,785.1059099,0.02390475547,0.1062848309,0.04349687931,0.01486830372,0.01960784383,0.1124183014,0.03921568766,0.01568627544,0.01738599814,0.041333945,0.02932580729,0.003889436663,1,48167,1052.594,0.2249122031,0.4092482336,0.1398911171,0.02620604787,0.04768429039,0.01629966388,0.000004669425189,0.000008496444321,0.000002904293751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,758.8431636,3718.630163,2162.550388,511.8222395,0.01965100382,0.09629765286,0.05600140844,0.01325414956,0.01568627544,0.1019607857,0.04705882445,0.01307189558,0.01681961874,0.04447256402,0.03894327074,0.003421357324,1,34370,974.244,0.2040652419,0.5815448952,0.1376373065,0.02207864893,0.06291970871,0.01489154028,0.000005937307008,0.00001692013079,0.000004004576855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,257.6941265,839.3045968,552.4509965,179.3960845,0.01976030416,0.06435891395,0.0423626253,0.01375631351,0.01568627544,0.06405229121,0.0339869298,0.01307189558,0.01520176308,0.02585615153,0.03132808098,0.003861365449,1,10687,533.144,0.3070329026,0.6582246762,0.2137437174,0.02411285922,0.05169373973,0.01678638388,0.00002872956888,0.00006159115526,0.00002000034784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,278.6509907,1347.522911,696.4235494,246.6954335,0.01603469851,0.07754188692,0.04007501148,0.01419584725,0.01568627544,0.07843137532,0.02745098062,0.01307189558,0.007937841595,0.03322557355,0.03524707145,0.003484423187,1,14945,531.66,0.2067875718,0.5168175945,0.1830732758,0.01864509807,0.04659909999,0.01650688749,0.00001383657222,0.00003458130442,0.00001224980099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,2094.235363,14342.72327,5600.240678,1707.511169,0.02280979124,0.1562166934,0.06099616261,0.01859770587,0.02352941222,0.1568627506,0.05098039284,0.01568627544,0.01153877516,0.07359561972,0.04464931863,0.01108335335,1,85201,1503.63,0.1460137886,0.3904586719,0.1190506947,0.02457993877,0.06572975291,0.02004097568,0.000001713756747,0.000004582794473,0.000001397292223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,72.1921599,356.9098131,50.34771424,97.12418647,0.01135632529,0.05614437835,0.00792004314,0.01527830525,0.01176470611,0.05098039284,0.005228758324,0.01568627544,0.004612678225,0.02208085843,0.00671308302,0.003918819209,1,4859,337.336,0.2022700336,0.1410656485,0.2721252902,0.01485741097,0.01036174403,0.01998851337,0.00004162791389,0.00002903182722,0.0000560043816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,2586.247135,7703.793679,4541.173974,864.7529713,0.04825808209,0.1437489491,0.08473604221,0.01613585929,0.02745098062,0.1516339928,0.08366013318,0.01568627544,0.05106229179,0.05750586346,0.05029940172,0.004327288749,1,49152,978.9,0.3357108514,0.5894724292,0.1122502766,0.05261733267,0.09239042102,0.01759344424,0.000006830054757,0.00001199284727,0.000002283737724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,229.0666757,1131.109835,305.5490292,241.8588317,0.01264723253,0.06245085219,0.01686997732,0.01335351323,0.01176470611,0.06143790856,0.01176470611,0.01307189558,0.00633618506,0.02733753423,0.01618341083,0.003215169822,1,15185,659.602,0.2025149712,0.2701320595,0.2138243557,0.01508506261,0.02012176682,0.01592748315,0.0000133365144,0.00001778940135,0.00001408128783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,2,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,35.19215835,179.560789,129.2235331,46.70326948,0.009547519901,0.04871426724,0.03505793085,0.0126704475,0.007843137719,0.04444444552,0.02483660169,0.01307189558,0.003504548676,0.01933299369,0.03072447902,0.002891580549,2,2455,260.572,0.1959902189,0.7196645425,0.2600972614,0.01433489139,0.05263687703,0.01902373502,0.00007983308307,0.0002931423799,0.0001059459313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,3,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,445.6235447,1879.496784,1043.834016,291.0954347,0.02087718645,0.08805325762,0.0489029757,0.01363764042,0.01568627544,0.08888889104,0.04052287713,0.01307189558,0.02430861212,0.03892304374,0.03719613842,0.003610684246,3,18677,573.634,0.2370972638,0.5553795171,0.1548794535,0.02385948197,0.05588874103,0.01558577045,0.00001269461176,0.00002973601312,0.000008292523075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,3406.698148,13099.05658,3360.737356,2022.504644,0.02790591383,0.1073007141,0.02752942673,0.0165673147,0.01960784383,0.1124183014,0.0169934649,0.01568627544,0.02358234877,0.0467301183,0.02596231257,0.01160535686,1,114359,1764.4,0.2600720234,0.2565633133,0.154400787,0.02978950628,0.02938760707,0.01768557476,0.000002274171892,0.000002243490353,0.000001350141108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,3672.219713,4817.644571,990.5399024,1266.868018,0.04862643458,0.0637938078,0.01311643298,0.0167754872,0.04705882445,0.06143790856,0.009150327183,0.01568627544,0.02877423552,0.02209098379,0.01390700812,0.004770172926,1,68477,1712.476,0.7622438017,0.2056066793,0.2629641932,0.05362705307,0.01446529349,0.01850063551,0.00001113138428,0.000003002565523,0.000003840182736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,149.2666728,636.3581854,662.9032871,175.3647115,0.01058403693,0.04512218573,0.04700441658,0.01243456793,0.007843137719,0.04444444552,0.04183006659,0.01307189558,0.0048171077,0.01166425542,0.021212998,0.002846279866,1,11669,570.214,0.2345639237,1.041714089,0.2755754786,0.0127917279,0.05680891996,0.01502825534,0.00002010145888,0.00008927192463,0.0000236160321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,2,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,228.737263,696.1712598,1015.581726,177.772555,0.0169850199,0.05169460606,0.07541261796,0.01320060556,0.01568627544,0.04967320338,0.071895428,0.01307189558,0.01083674785,0.01727038085,0.03037150591,0.003102268216,2,10772,689.296,0.3285646453,1.458810188,0.2553575037,0.02123442843,0.09427977406,0.01650320786,0.0000305017309,0.0001354261221,0.00002370567245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,2,Z4,1182.768671,6049.790996,3450.657613,1024.703304,0.01623032454,0.08301713912,0.04735101151,0.01406130175,0.01568627544,0.08496732265,0.04313725606,0.01307189558,0.01141284762,0.0278492631,0.02592539589,0.003295925731,1,66710,1374.446,0.1955057078,0.5703763345,0.1693782983,0.01773000556,0.05172624213,0.01536056519,0.000002930680675,0.00000855008746,0.000002539024109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,6679.098228,19688.20181,644.2078633,175.7960847,0.05763805858,0.169901638,0.005559267029,0.001517052854,0.04705882445,0.1738562137,0,0,0.05588143546,0.0747033794,0.01443093015,0.003411477539,1,107515,1924.15,0.3392436899,0.03272050285,0.008929006642,0.06212247806,0.005991795223,0.001635084265,0.000003155314978,0.0000003043343054,0.00000008304893867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,88.05882628,5863.16485,4246.5243,32.73725604,0.00205298828,0.1366928135,0.09900273471,0.000763230738,0,0.1385620981,0.08104575425,0,0.01140766933,0.0651065093,0.07122331412,0.002360414554,1,38676,940.69,0.01501899205,0.7242716875,0.005583546921,0.002276833858,0.1097974015,0.0008464488583,0.0000003883284738,0.00001872664411,0.0000001443672283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,1457.341221,11028.88656,238.8013148,130.0052334,0.0216804954,0.1640739458,0.003552586542,0.001934054856,0.01176470611,0.1686274558,0,0,0.02548049836,0.08368346355,0.01552107227,0.003948795746,1,60939,1444.452,0.1321385629,0.02165235026,0.01178770247,0.02391475444,0.003918694347,0.0021333667,0.000002168374323,0.0000003553118735,0.0000001934344585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,2911.43537,5862.536104,0,403.1660262,0.08506750533,0.1712939694,0,0.01177986928,0.05882352963,0.1516339928,0,0.007843137719,0.08257300881,0.111416868,0,0.01302313117,1,30424,916.83,0.4966170474,0,0.06876990079,0.09569535136,0,0.01325157856,0.00001632320035,0,0.000002260383276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,4972.443277,7945.529616,109.8366049,1821.921623,0.06973093546,0.1114239383,0.001540290916,0.02554967288,0.06666667014,0.1045751646,0,0.0209150333,0.05044475109,0.05533597313,0.006778501395,0.02493175646,1,63989,1852.036,0.6258164675,0.01382369838,0.2293014703,0.07770778222,0.001716491974,0.02847241906,0.000009780063254,0.0000002160324178,0.000003583451379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,3145.392246,11634.83951,121.4967356,703.7411991,0.04402536562,0.1628502976,0.001700563169,0.009850111262,0.03529411927,0.1660130769,0,0.005228758324,0.04365809715,0.07876435392,0.009207545399,0.01397061976,1,65724,1392.796,0.2703425554,0.01044249347,0.06048568167,0.04785759002,0.001848590099,0.01070752235,0.000004113300399,0.0000001588840221,0.0000009202982421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,395.1176605,19032.43449,4615.032812,858.6248629,0.00287441918,0.1384579841,0.03357364187,0.006246361581,0,0.1320261508,0.02352941222,0,0.01147301548,0.06436613485,0.03542109828,0.04931167005,1,127975,2353.32,0.02076022701,0.2424825271,0.04511376952,0.003087459742,0.0360619872,0.006709317155,0.0000001622209573,0.000001894764814,0.0000003525201759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,5616.094278,12752.88268,376.5856326,388.3973992,0.05673624833,0.1288352159,0.00380443328,0.003923760928,0.04313725606,0.1281045824,0,0,0.05632272031,0.05833177246,0.01280513788,0.006250810746,1,90842,1944.112,0.4403784161,0.02952945165,0.03045565531,0.06182266218,0.004145501339,0.00427552673,0.00000484774021,0.0000003250638653,0.00000033525963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,590.6274683,1990.7909,116.5176507,43.8745114,0.02411511793,0.0812833129,0.004757375906,0.001791381325,0.007843137719,0.07843137532,0,0,0.03288551029,0.03336228603,0.01643640609,0.003871215113,1,20957,857.652,0.2966798112,0.05852832194,0.02203873416,0.02818282523,0.005559843999,0.002093549239,0.00001415659738,0.000002792781502,0.000001051616842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,313.7451088,7589.899536,641.5947913,21.40130793,0.006276910788,0.1518465816,0.01283600335,0.0004281631709,0,0.1568627506,0.007843137719,0,0.01187564398,0.07346128628,0.01616878236,0.001636009247,2,45469,1116.708,0.04133718864,0.08453271197,0.002819708987,0.006900198131,0.01411059824,0.0004706790986,0.000000909129047,0.00000185912846,0.0000000620138773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,0,180.9529459,170.6405279,0.5385621102,0,0.054784422,0.05166228515,0.00016305241,0,0.05490196124,0.02875817008,0,0,0.01456573864,0.05288107887,0.0008475675188,1,2141,275.642,0,0.9430104994,0.002976255001,0,0.07970132081,0.0002515469921,0,0.0004404532926,0.000001390123775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,1799.509858,12153.55718,316.5438004,133.8562138,0.02170411475,0.1465855819,0.003817874594,0.001614456632,0.007843137719,0.1464052349,0,0,0.02991892666,0.06726606643,0.01395963586,0.004098979598,1,76440,1495.114,0.1480644582,0.02604536234,0.01101374782,0.02354146858,0.004141075359,0.001751127863,0.000001937002331,0.0000003407294917,0.0000001440835664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,4.780392338,937.9372805,837.4849892,1.783006598,0.0004677945335,0.09178366577,0.08195371262,0.0001744795575,0,0.08888889104,0.071895428,0,0.003332060258,0.04663007084,0.05946630788,0.0009035048587,1,8184,447.552,0.00509670789,0.8929008438,0.001900987022,0.0005841144108,0.1023319879,0.0002178649313,0.0000006227648937,0.0001091032312,0.0000002322809167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,3577.494219,12321.3742,854.7608114,54.04967509,0.03383709193,0.1165395235,0.008084602906,0.0005112192259,0.007843137719,0.1176470593,0.001307189581,0,0.05232422117,0.04655809839,0.01413605589,0.00206045762,1,97373,2074.736,0.290348638,0.06937219805,0.004386659654,0.03674010474,0.008778211737,0.0005550786675,0.000002981818759,0.0000007124377194,0.00000004505006166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,4447.419734,10427.19374,51.61045915,171.0640584,0.05126826825,0.12020097,0.000594946963,0.001971965445,0.03137255087,0.1215686277,0,0,0.05819215041,0.05232510915,0.004549867069,0.003917016984,1,78925,1903.73,0.4265212523,0.004949602013,0.01640557015,0.05634994912,0.0006539177592,0.002167425511,0.000005404133701,0.00000006271272744,0.000000207862783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,158.5333381,1461.018342,508.769949,8.520261739,0.01066200404,0.0982593545,0.03421682353,0.00057302184,0,0.09803921729,0.01307189558,0,0.02326216104,0.04542141436,0.04195115333,0.001831682278,1,12550,521.144,0.1085087939,0.3482296795,0.005831728113,0.01263213849,0.04053943817,0.0006789053179,0.000008646119032,0.00002774738482,0.0000004646795309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,134.1098081,2643.488964,353.6627558,1.477124231,0.005361389946,0.1056803775,0.01413859262,5.91E-05,0,0.108496733,0.005228758324,0,0.01598214207,0.05001840972,0.02231657218,0.00050686924,1,21639,864.894,0.05073212331,0.1337863561,0.0005587782855,0.006197597306,0.01634376615,0.00006826212999,0.00000234447633,0.000006182649664,0.00000002582274067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,17.51764773,2051.121623,704.9699545,12.77124227,0.0007480420075,0.0875873953,0.03010376439,0.0005453600765,0,0.08496732265,0.01176470611,0,0.004084385485,0.0399749045,0.04399163136,0.002131757564,2,20243,812.888,0.008540521212,0.3436997331,0.006226467572,0.0008653681634,0.03482536948,0.0006308967185,0.0000004218999759,0.00001697869551,0.0000003075862062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,734.3137468,2712.972618,588.2549191,6.185621123,0.02018288065,0.07456704005,0.0161684006,0.0001700140484,0,0.07058823854,0.001307189581,0,0.03346796546,0.03147004868,0.02910451541,0.0009668643264,1,31331,1255.682,0.270667585,0.216830393,0.002280016054,0.02343729044,0.01877549134,0.0001974281422,0.000008638970509,0.000006920634293,0.00000007277188899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,937.6470857,5022.750449,563.1215855,44.04444591,0.02574326897,0.1379005148,0.01546060416,0.001209248165,0,0.1464052349,0.002614379162,0,0.04616490517,0.06305305732,0.02823850114,0.005742284177,1,32499,894.932,0.1866800063,0.1121141875,0.008768989493,0.0288515673,0.01732735116,0.001355255421,0.000005744176939,0.000003449773453,0.0000002698233636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,897.5568901,4369.787041,62.24967514,52.0444463,0.0219870876,0.1070449033,0.001524905079,0.001274911722,0.01176470611,0.1006535962,0,0,0.03038610379,0.05411994712,0.00780580904,0.003080152949,1,36428,1039.728,0.2054006023,0.01424547113,0.01191006468,0.02463920309,0.001708841417,0.001428693486,0.000005638536353,0.0000003910582829,0.0000003269480806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,859.0823786,3719.515136,3.3398694,36.17777905,0.02274871249,0.09849367482,8.84E-05,0.0009579964793,0.007843137719,0.1006535962,0,0,0.03155079382,0.03968118481,0.001191438505,0.002696553853,1,33358,1112.568,0.2309662274,0.0008979313911,0.009726477168,0.02575341383,0.0001001219917,0.001084530819,0.000006923863163,0.0000000269180224,0.0000002915785469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2,DAY4,Male,WT,AT1,+,WT/WT,NOUV,1,Z2,280.862754,1891.12685,1.882353014,7.934640798,0.01361824835,0.09169544463,9.13E-05,0.0003847285104,0,0.08888889104,0,0,0.02053364739,0.03850975353,0.0005491240012,0.001416500497,2,17736,684.57,0.148516084,0.000995360525,0.004195721085,0.01583574391,0.0001061317667,0.0004473748759,0.000008373707937,0.00000005612091368,0.0000002365652393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
