ImageNumber,ObjectNumber,Metadata_Day,Metadata_FileLocation,Metadata_Frame,Metadata_Mouse,Metadata_Series,Metadata_Stain,Metadata_Treatment,Metadata_Well,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected ,CASP NOUV normalized ,EDU NOUV normalized ,TUNEL NOUV normalized ,CASP intensity corrected  NOUV normalized ,EDU Intensity corrected NOUV normalized ,TUNEL Intensity Corrected  NOUV normalized ,CASP area corrected NOUV normalized ,EDU area corrected NOUV normalized ,TUNEL area Corrected  NOUV normalized ,CASP area and Intensity corrected NOUV normalized ,EDU area and intensity corrected NOUV normalized ,TUNEL area  and intensity Corrected NOUV normalized 
58,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,407.7960896,19110.19266,27455.58762,62.31634203,0.003253208,0.152452236,0.219027918,0.000497131,0,0.155555561,0.211764708,0,0.022903707,0.057937578,0.114933808,0.0018302,1,117340,1837.552,0.021339193,1.43669863,0.003260896,0.003475337,0.233983191,0.000531075,1.81858E-07,1.22439E-05,2.77901E-08,2.161097589,26.96562226,0.383843278,1.382072086,12.99521175,0.031239719,1.071973286,12.19742433,0.0381492,0.174863259,0.995438612,0.000971683
59,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,623.8692977,765.6248568,3.589542608,0,0.086684632,0.106381111,0.000498755,0,0.087581702,0.09150327,0,0,0.037968365,0.070670048,0.001809855,1,5624,356.508,0,1.227219964,0.005753677,0,0.136135287,0.000638254,0,0.000218211,1.02306E-06,0,0.751961712,0.02211012,0,11.10043746,0.055120827,0,7.09666306,0.045848314,0,17.74075049,0.035771253
60,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,20.07451035,896.6340105,1016.337281,25.67320351,0.001610987,0.071955221,0.081561454,0.002060284,0,0.06797386,0.036601309,0,0.016505771,0.028272981,0.099577192,0.004248265,1,9615,676.914,0.022388745,1.133502933,0.028632868,0.002087833,0.105703305,0.00267012,2.32852E-06,0.000117889,2.97794E-06,0.106383992,0.998199987,0.158136474,1.450048261,10.25274913,0.274305857,0.643995247,5.510259363,0.191805184,2.238964073,9.584473221,0.104123686
60,2,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,103.8352969,7983.998899,13102.1951,32.63790963,0.001996602,0.153520726,0.251936221,0.00062758,0,0.15947713,0.261437923,0,0.016052518,0.059423162,0.112057559,0.00179161,2,47258,1060.008,0.013005425,1.641056727,0.004087915,0.0021972,0.277248193,0.000690632,2.752E-07,3.47255E-05,8.65021E-08,0.550270627,12.8683767,0.201036226,0.842320256,14.84366951,0.039162652,0.677729922,14.4528068,0.049610838,0.264615856,2.823209744,0.003024548
61,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,21.87843202,5749.706032,6637.377961,94.62222556,0.000560195,0.147220741,0.169949506,0.002422794,0,0.151633993,0.160784319,0,0.005727155,0.065009309,0.111996033,0.004562529,1,34979,927.652,0.003805139,1.15438562,0.016456881,0.000625473,0.189753222,0.002705115,1.08784E-07,3.30022E-05,4.70479E-07,0.115943796,6.518929021,0.582834358,0.246446842,10.441637,0.157658628,0.192928236,9.891738636,0.194319031,0.104599552,2.683109563,0.01645031
62,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,882.9346623,653.623547,18.37124247,0,0.080383709,0.059506878,0.001672546,0,0.078431375,0.056209151,0,0,0.029561129,0.030523316,0.003552709,1,8860,511.59,0,0.740285295,0.020807024,0,0.073772409,0.002073504,0,8.35536E-05,2.34842E-06,0,0.641959149,0.113159369,0,6.696020976,0.199333452,0,3.845718051,0.148947896,0,6.792979272,0.082112676
62,2,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,870.3150541,179.8117704,10.48627488,0,0.073943505,0.015277126,0.000890932,0,0.071895428,0.005228758,0,0,0.021957767,0.019386984,0.002382425,2,9645,488.66,0,0.206605378,0.012048826,0,0.018643004,0.001087224,0,2.1421E-05,1.24923E-06,0,0.176602896,0.064591181,0,1.868784848,0.115429009,0,0.971850267,0.078099557,0,1.741543305,0.043679381
62,3,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0.058823532,1628.474558,1500.917688,125.8980429,3.65E-06,0.100928079,0.093022478,0.007802792,0,0.100653596,0.074509807,0,0.000252678,0.041766579,0.07104163,0.025823528,3,13663,586.596,3.61219E-05,0.921670947,0.077310414,4.30532E-06,0.109852718,0.009214524,2.64377E-09,6.74574E-05,5.65838E-06,0.000311733,1.474132697,0.775480651,0.002339499,8.336688619,0.740641813,0.001327981,5.726566134,0.661915387,0.002542089,5.484344384,0.197845374
66,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,725.3438088,0,5.607843333,0,0.071923035,0,0.000556058,0,0.070588239,0,0,0,0.023559329,0,0.001670762,1,7906,533.87,0,0,0.00773129,0,0,0.000709315,0,0,9.77902E-07,0,0,0.03454203,0,0,0.074066563,0,0,0.050952867,0,0,0.034192363
68,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,392.0261535,106.9006568,2.805228858,0,0.072570558,0.019789089,0.000519294,0,0.070588239,0.015686275,0,0,0.026289982,0.020249809,0.001693949,1,3943,323.992,0,0.272687564,0.007155719,0,0.027111503,0.000711445,0,6.91574E-05,1.81479E-06,0,0.104992935,0.017279067,0,2.466510763,0.068552529,0,1.413308821,0.051105905,0,5.622551521,0.063454211
70,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,165.4235337,9835.489127,11801.08005,55.04052482,0.002531386,0.15050711,0.180585473,0.000842255,0,0.162091509,0.176470593,0,0.025917895,0.062708368,0.120135455,0.00225613,1,58987,1540.114,0.016819045,1.199846789,0.005596115,0.002804407,0.200062387,0.000933096,2.85131E-07,2.03409E-05,9.48703E-08,0.876654801,11.59048101,0.339027208,1.089316383,10.8528419,0.053611361,0.865023636,10.42915016,0.067027933,0.274164792,1.653729117,0.003317144
70,2,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,11.67058858,288.6980464,5.058823731,13.57908546,0.002464229,0.060958202,0.001068164,0.002867206,0,0.05751634,0,0,0.012055337,0.015634809,0.001710964,0.004062508,2,3341,372.686,0.040424896,0.017522889,0.047035599,0.003493142,0.001514165,0.004064378,1.20996E-05,5.2448E-06,1.40783E-05,0.061847775,0.004968545,0.083641634,2.618192764,0.158497853,0.450605929,1.077465252,0.078932625,0.291960173,11.63426895,0.426406793,0.492248235
73,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,16.3490201,6622.491701,5088.002752,97.93202947,0.000450486,0.182478003,0.140196262,0.002698447,0,0.196078435,0.103267975,0,0.005107532,0.095278232,0.115513046,0.006155963,1,32620,849.964,0.002468711,0.768291299,0.014787792,0.000501196,0.155978012,0.003002208,7.56809E-08,2.35528E-05,4.53335E-07,0.086640919,4.997203563,0.603221402,0.159890628,6.949340597,0.141668585,0.154594757,8.131054163,0.215660379,0.072770106,1.914859204,0.015850879
74,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,203.9607898,3653.206629,1335.657554,60.69542686,0.00831441,0.148922043,0.054447742,0.002474234,0,0.146405235,0.036601309,0,0.053097629,0.078363642,0.055801649,0.006282186,1,21337,721.78,0.05583062,0.365612376,0.016614288,0.009559019,0.062598189,0.002844609,2.61661E-06,1.71351E-05,7.78661E-07,1.080881309,1.311821753,0.373859101,3.615972775,3.307033318,0.159166607,2.948494468,3.263211634,0.204339431,2.515971698,1.393100407,0.027225906
75,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,420.7477232,90.80784569,4.818300821,0,0.068603901,0.014806432,0.000785635,0,0.06666667,0,0,0,0.02298368,0.034305473,0.001957188,1,4547,351.476,0,0.215824925,0.011451757,0,0.019970936,0.001059666,0,4.74653E-05,2.51853E-06,0,0.089187312,0.02967877,0,1.952177401,0.109709027,0,1.041074698,0.076119955,0,3.858971156,0.0880605
76,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,2337.596143,1054.111138,14.90980445,0,0.112568436,0.050761395,0.000717991,0,0.105882354,0.003921569,0,0,0.057347643,0.077591774,0.002055833,1,17660,713.844,0,0.450938089,0.006378264,0,0.059689192,0.00084427,0,2.55344E-05,3.6117E-07,0,1.035299742,0.091838321,0,4.07882059,0.061104429,0,3.111567138,0.060647208,0,2.075970174,0.012628325
77,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,1706.300699,161.9202659,11.91634029,0,0.109448409,0.010386162,0.000764358,0,0.100653596,0,0,0,0.056872096,0.037482409,0.002439797,1,13122,561.182,0,0.094895505,0.006983728,0,0.012339603,0.000908119,0,7.23179E-06,5.32215E-07,0,0.159030678,0.073399801,0,0.858347848,0.066904843,0,0.643257188,0.065233763,0,0.587950136,0.018608924
77,2,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,331.6666761,9002.338829,6389.232846,23.72026227,0.007442146,0.202000153,0.143365634,0.00053225,0,0.220915034,0.130718961,0,0.027971124,0.09666523,0.101594408,0.001827572,2,40606,906.55,0.036842279,0.709730323,0.0026349,0.008167923,0.157347014,0.000584157,9.07311E-07,1.74785E-05,6.48894E-08,1.757653083,6.27521224,0.146107151,2.386157947,6.419645457,0.025242616,2.519408659,8.202419532,0.041962257,0.872414618,1.421012961,0.002268861
77,3,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,1.074509843,1671.265405,317.9254993,59.38562288,7.45E-05,0.115939327,0.022055186,0.00411971,0,0.117647059,0.002614379,0,0.001655453,0.056996193,0.03559488,0.008223486,3,12145,506.074,0.000642932,0.190230408,0.035533329,8.84734E-05,0.02617748,0.004889718,5.2938E-08,1.56633E-05,2.92576E-06,0.005694318,0.312251883,0.365791242,0.041640667,1.720670137,0.340412985,0.02728977,1.364618693,0.351247598,0.050901914,1.273436542,0.102299224
79,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,24.8901968,560.7764856,245.1555628,101.9529442,0.003462743,0.078015649,0.034106227,0.014183771,0,0.06797386,0.027450981,0.005228758,0.019344562,0.035915831,0.03208858,0.023334317,1,5510,370.788,0.044385236,0.437171617,0.181806739,0.004517277,0.044492843,0.018503257,8.0554E-06,7.93415E-05,3.29958E-05,0.131904512,0.24078058,0.627988599,2.874691467,3.954300234,1.741727476,1.393361226,2.319389179,1.329161458,7.745573827,6.450527742,1.153698546
80,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,321.0392241,7647.391039,7413.500843,85.98693114,0.006046392,0.144029513,0.13962447,0.001619462,0,0.146405235,0.118954249,0,0.039893711,0.065198647,0.11015508,0.003586236,1,47748,1193.16,0.041980229,0.969415688,0.011243956,0.006723616,0.155263065,0.001800849,8.79204E-07,2.03027E-05,2.35485E-07,1.701333365,7.281201413,0.529644463,2.718926724,8.768548859,0.107718272,2.07390998,8.093784357,0.129362033,0.845388381,1.650630048,0.008233755
81,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,196.8274564,25486.5196,26927.30529,198.5908566,0.001326939,0.171820778,0.181534027,0.001338827,0,0.176470593,0.168627456,0,0.015168074,0.068497946,0.116487018,0.003302719,1,138564,2246.99,0.007722806,1.056531284,0.007791996,0.00142048,0.194331178,0.001433207,5.57346E-08,7.62486E-06,5.62339E-08,1.04307852,26.44676752,1.223238767,0.500181761,9.556525964,0.074648132,0.438149437,10.13038511,0.102952857,0.053590943,0.619907425,0.001966221
81,2,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0.792156884,2603.511181,1686.683708,82.12549297,2.94E-05,0.096537179,0.062541574,0.003045181,0,0.088888891,0.015686275,0,0.001199339,0.045618895,0.09010787,0.006418239,2,23157,983.766,0.000304265,0.647849612,0.031544129,3.42081E-05,0.072836883,0.003546465,1.31392E-08,2.79764E-05,1.36219E-06,0.004198001,1.656583584,0.505859577,0.019706271,5.85992268,0.302196039,0.010551541,3.796949557,0.254756492,0.012633862,2.274504476,0.047628863
81,3,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,970.9176735,118.7163435,120.4627491,0,0.08233698,0.010067533,0.010215633,0,0.077124186,0,0.007843138,0,0.035288272,0.019704295,0.010368288,3,9605,544.316,0,0.122272307,0.124071023,0,0.012359848,0.012541671,0,1.27301E-05,1.29173E-05,0,0.116597762,0.742001456,0,1.105976217,1.18861331,0,0.644312587,0.900917385,0,1.034964908,0.451655144
82,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,3357.656309,6565.113895,34.52026257,0,0.114976417,0.224809571,0.001182079,0,0.121568628,0.216993466,0,0,0.046954424,0.114775242,0.004763623,1,25774,828.582,0,1.955266796,0.010281059,0,0.254718472,0.001339344,0,7.5862E-05,3.98893E-07,0,6.447954561,0.212630753,0,17.68575922,0.098493615,0,13.27834395,0.096210358,0,6.167641041,0.013947295
84,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,183.1254954,695.2444628,60.23791036,38.8209164,0.02316285,0.087938839,0.007619265,0.004910311,0,0.078431375,0,0.002614379,0.045093413,0.041571947,0.014972286,0.006582554,1,6203,401.412,0.263397273,0.086642776,0.055837793,0.029522085,0.009711093,0.00625841,4.24629E-05,1.39679E-05,9.00174E-06,0.970465575,0.05916292,0.239121029,17.05940886,0.783700352,0.534931866,9.106133666,0.506234326,0.449566114,40.82969667,1.135600216,0.314746153
86,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,1477.794812,1028.352969,4.784313887,0,0.092327553,0.064247968,0.000298908,0,0.084967323,0.054901961,0,0,0.039548211,0.050001335,0.001291624,1,13505,559.596,0,0.695869928,0.003237468,0,0.076146092,0.000354262,0,5.15268E-05,2.39724E-07,0,1.010001246,0.029469424,0,6.29427555,0.031015283,0,3.969456902,0.025448058,0,4.189173704,0.008381947
86,2,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,1680.759522,566.8444605,53.65751812,0,0.113803204,0.038380693,0.003633118,0,0.100653596,0.020915033,0,0,0.064850244,0.044676543,0.008643262,2,12430,526.488,0,0.337254945,0.031924566,0,0.045602933,0.004316775,0,2.71323E-05,2.56835E-06,0,0.5567287,0.33050845,0,3.05053498,0.305840663,0,2.377257638,0.310090898,0,2.205881033,0.089802378
86,3,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,706.3608037,97.54248642,17.47973919,0,0.083395608,0.011516232,0.002063724,0,0.077124186,0,0,0,0.036834503,0.03468292,0.004354563,3,6783,369.444,0,0.13809159,0.024746191,0,0.014380434,0.002576992,0,2.03585E-05,3.64827E-06,0,0.095801768,0.107668072,0,1.249064636,0.237071082,0,0.749644705,0.185115463,0,1.655161216,0.127561761
87,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,2670.074578,645.6470771,19.18431439,0,0.132031577,0.031926375,0.000948638,0,0.135947719,0.019607844,0,0,0.062677339,0.034900414,0.002669287,1,17559,615.494,0,0.241808631,0.007184936,0,0.036770151,0.001092563,0,1.37712E-05,4.09188E-07,0,0.634125025,0.118167561,0,2.187204951,0.068832432,0,1.916809193,0.078483086,0,1.119610357,0.01430728
87,2,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,400.8666783,7942.63682,2634.704649,46.30588396,0.007237951,0.143410314,0.047571585,0.000836088,0,0.142483667,0.018300654,0,0.025333077,0.063725083,0.064186965,0.002206302,2,50678,1058.734,0.050470226,0.331716621,0.005830039,0.007910073,0.051989121,0.000913728,9.959E-07,6.54557E-06,1.15041E-07,2.124375477,2.587686387,0.285225379,3.268797045,3.000439788,0.055852382,2.439874453,2.710166319,0.065636631,0.957596271,0.532160523,0.004022407
87,3,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,45.52157001,1351.68631,0,24.86013161,0.003272814,0.097180697,0,0.001787341,0,0.088888891,0,0,0.013976427,0.046375819,0,0.003468526,3,11565,514.386,0.033677614,0,0.018391939,0.00393615,0,0.002149601,2.91203E-06,0,1.59031E-06,0.241239575,0,0.153128282,2.181192627,0,0.176196685,1.214111533,0,0.154414242,2.800027783,0,0.055605255
88,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,6.70980413,2191.407899,1273.79742,24.66666754,0.00035757,0.116781663,0.067881557,0.001314504,0,0.112418301,0.041830067,0,0.006329169,0.055955333,0.071213722,0.0032659,1,16108,604.666,0.003061869,0.581268974,0.011256082,0.000416551,0.079078558,0.00153133,1.90084E-07,3.60857E-05,6.98788E-07,0.035558314,1.251065559,0.151936622,0.198307584,5.257688172,0.107834439,0.128485823,4.122324896,0.110001454,0.18277284,2.933799362,0.024433158
88,2,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,128.0274548,4704.468102,2587.58569,90.96993783,0.003089838,0.113538509,0.062449275,0.002195485,0,0.111111112,0.023529412,0,0.016390337,0.049585772,0.092175206,0.004420218,2,37195,993.97,0.027214013,0.550027258,0.019336923,0.003442061,0.069568106,0.002445757,7.31658E-07,1.47877E-05,5.1988E-07,0.678475912,2.541408301,0.560337754,1.762565591,4.975100925,0.185249735,1.061709096,3.626549844,0.175688325,0.703517138,1.202249314,0.01817761
89,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0,669.1921746,73.8810479,135.649677,0,0.087407546,0.009650085,0.017718087,0,0.078431375,0,0.007843138,0,0.043442768,0.025887586,0.026111191,1,5889,391.03,0,0.110403335,0.20270661,0,0.012545602,0.023034416,0,1.87474E-05,3.44212E-05,0,0.072562586,0.835546744,0,0.998619117,1.941950411,0,0.653995809,1.65465241,0,1.524177433,1.203539429
89,2,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,25.29411841,3502.441919,2825.802695,112.2640562,0.0010283,0.142387264,0.114879368,0.004563951,0,0.142483667,0.073202617,0,0.009117069,0.070248212,0.10559707,0.008778568,2,21649,643.22,0.007221852,0.806809295,0.032053081,0.001168374,0.130528093,0.005185646,3.33588E-07,3.72677E-05,1.48058E-06,0.134045077,2.775374147,0.691500848,0.467736551,7.297743179,0.307071855,0.360386651,6.804362897,0.3725053,0.320757947,3.029897529,0.05176854
90,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,291.3764784,4549.866785,1420.609191,136.7189589,0.00797047,0.124459523,0.038860114,0.003739885,0,0.118954249,0.023529412,0,0.034917064,0.056948039,0.045816056,0.006799055,1,32735,857.2,0.064040661,0.312230942,0.030049003,0.008901069,0.043397256,0.004176538,1.95634E-06,9.53814E-06,9.17947E-07,1.544136938,1.395257365,0.842133085,4.147711234,2.824188119,0.287872571,2.745548591,2.262276833,0.300017069,1.881092381,0.77545836,0.032096057
90,2,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,12.10588271,1012.913751,128.6222261,48.66405395,0.001325365,0.110894871,0.014081698,0.005327792,0,0.100653596,0.005228758,0.002614379,0.011786989,0.062416534,0.019622261,0.007078939,2,7266,408.686,0.011951543,0.126982407,0.04804363,0.0016661,0.01770193,0.006697503,1.64486E-06,1.74762E-05,6.61212E-06,0.064154597,0.126326867,0.299750746,0.774063695,1.148579968,0.460262978,0.513911171,0.922792596,0.481107866,1.581594922,1.420833047,0.231192846
96,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,445.1686401,3824.770031,4159.00926,27.32287675,0.018164217,0.156062103,0.169700068,0.001114855,0,0.162091509,0.151633993,0,0.057834888,0.080672905,0.12172681,0.003872885,1,21596,651.016,0.116390956,1.087388059,0.007143665,0.020613477,0.192582388,0.001265182,5.38947E-06,5.03514E-05,3.30786E-07,2.359151791,4.08478865,0.168297789,7.538274347,9.835631345,0.068437056,6.358259276,10.03922162,0.090883003,5.182180992,4.093606837,0.011565962
97,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,16.51372597,1014.231398,149.1882394,34.94640642,0.001292862,0.079404321,0.011679969,0.002735959,0,0.071895428,0,0,0.013179607,0.036638977,0.025778133,0.005210118,1,10205,600.252,0.01628201,0.147094874,0.034456049,0.0016182,0.014619132,0.00342444,1.59549E-06,1.4414E-05,3.37639E-06,0.08751377,0.146525864,0.215255626,1.05453434,1.330501047,0.330092531,0.499136184,0.762087877,0.245990922,1.534128274,1.171869948,0.118055556
97,2,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,0.478431388,2707.64321,2124.104635,42.97255053,1.95E-05,0.110484482,0.086673385,0.001753481,0,0.108496733,0.044444446,0,0.000860288,0.048587511,0.09853467,0.003913091,2,21510,685.398,0.000176697,0.784484687,0.015870832,2.22423E-05,0.098749634,0.001997794,8.21463E-09,3.64707E-05,7.37835E-07,0.002535426,2.08619841,0.264693403,0.011444081,7.09581286,0.152044222,0.006860665,5.147768042,0.14350938,0.007898679,2.965097295,0.025798428
98,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,5.28235309,2020.167373,1644.164748,40.99085108,0.000296578,0.113422456,0.092311759,0.002301435,0,0.111111112,0.050980393,0,0.004768518,0.054025292,0.107954508,0.004767341,1,15107,617.564,0.00261481,0.813875509,0.020290819,0.000349663,0.10883463,0.002713368,1.73086E-07,5.38741E-05,1.34314E-06,0.0279936,1.614823407,0.252486942,0.169352955,7.361658422,0.19438816,0.107853983,5.673493693,0.194911863,0.166428809,4.380005331,0.046962945
99,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,153.8705924,6055.644623,3763.401405,56.76862948,0.005069537,0.199513858,0.123991876,0.001870342,0,0.223529413,0.104575165,0,0.029857651,0.100154621,0.10401372,0.003823812,1,26949,754.85,0.025409449,0.62146999,0.009374498,0.005709696,0.139649019,0.002106521,9.42872E-07,2.3061E-05,3.47861E-07,0.815430493,3.696240711,0.349671629,1.645689693,5.621313997,0.089808668,1.761164655,7.279832075,0.151319648,0.906607383,1.874875337,0.012162962
99,2,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,8.596078704,4834.860259,2464.802683,91.6000032,0.000215435,0.121171406,0.061772955,0.002295682,0,0.121568628,0.039215688,0,0.00432886,0.054721772,0.069016647,0.004784504,2,35023,1144.81,0.001777937,0.509798123,0.01894574,0.000245441,0.070376686,0.002615424,5.07649E-08,1.45561E-05,5.40951E-07,0.045554544,2.420816448,0.5642187,0.115151384,4.611220762,0.181502156,0.07570665,3.668700738,0.187876176,0.048812356,1.183422375,0.018914383
100,1,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,60.92941345,2298.041892,142.1673245,105.4771278,0.002663115,0.100443284,0.006213878,0.004610216,0,0.094117649,0,0.002614379,0.025432832,0.04914836,0.01927401,0.006799282,1,19393,833.716,0.026513622,0.061864549,0.045898697,0.003141825,0.007330858,0.005438928,1.36717E-06,3.19005E-06,2.36677E-06,0.322892769,0.139630243,0.649696134,1.71720348,0.559576583,0.43971429,0.969100883,0.382153874,0.390699508,1.314591195,0.259353277,0.082754063
100,2,DAY4,nan,WT,AV4,0,nan,NOUV,1,Z3,206.1568683,6669.971409,7244.171433,48.95686449,0.005296939,0.171376449,0.18612979,0.001257884,0,0.180392161,0.177777782,0,0.030728667,0.07652958,0.114797314,0.002808121,2,34677,956.906,0.030908209,1.086087329,0.007339891,0.005945061,0.208904214,0.001411796,8.91317E-07,3.13201E-05,2.11665E-07,1.092519331,7.114893812,0.301554339,2.001826988,9.823865997,0.070316921,1.833763311,10.89007007,0.101414871,0.857035829,2.546350113,0.007400858
104,1,DAY4,nan,WT,AV4,0,nan,UV,1,Z3,330.6078525,3006.598767,7.031372801,2206.800062,0.012180674,0.110772926,0.000259059,0.081305728,0,0.100653596,0,0.070588239,0.044923141,0.054006634,0.00152319,0.052668672,1,23601,870.378,0.109960749,0.002338647,0.733985554,0.014008214,0.000297927,0.093504515,4.65916E-06,9.9091E-08,3.10998E-05,1.752041894,0.006905893,13.59298929,7.121810171,0.021153505,7.031657972,4.320855565,0.015530777,6.716795859,4.47995803,0.008056179,1.087404371
104,2,DAY4,nan,WT,AV4,0,nan,UV,1,Z3,8.439215944,587.6902108,0,553.3725637,0.001041493,0.072527485,0,0.068292307,0,0.06666667,0,0.065359481,0.005997494,0.02688646,0,0.025928651,2,6115,514.144,0.014359974,0,0.94160589,0.001380084,0,0.090494287,2.34832E-06,0,0.000153983,0.044723257,0,3.408549537,0.930050107,0,9.020682386,0.425689196,0,6.500559355,2.257999505,0,5.38402009
105,1,DAY4,nan,WT,AV4,0,nan,UV,1,Z3,2821.902039,8693.198929,303.0431479,4865.798827,0.062621264,0.192912121,0.006724877,0.107977694,0,0.169934645,0.003921569,0.086274512,0.093844047,0.117823899,0.007702344,0.086607268,1,40775,1015.078,0.324610315,0.034859797,0.559724776,0.069206672,0.007432082,0.119332896,7.96101E-06,8.54931E-07,1.37272E-05,14.95454677,0.297635118,29.97133835,21.0239841,0.315313477,5.362221592,21.34690676,0.387430647,8.572149689,7.654820416,0.069506556,0.479970481
107,1,DAY4,nan,WT,AV4,0,nan,UV,1,Z3,0.823529446,991.6666933,0,493.3333476,6.28E-05,0.075670866,0,0.037644666,0,0.070588239,0,0.03398693,0.001096544,0.027642918,0,0.020641063,1,10443,697.882,0.00083045,0,0.497478993,7.88595E-05,0,0.047240577,7.95222E-08,0,4.76376E-05,0.004364258,0,3.038732427,0.053785611,0,4.765900507,0.024324328,0,3.393475842,0.076463608,0,1.665648796
107,2,DAY4,nan,WT,AV4,0,nan,UV,1,Z3,636.6353115,2932.462825,87.57255214,1230.515067,0.030203782,0.139124339,0.00415469,0.058379119,0,0.117647059,0,0.044444446,0.063872276,0.083426968,0.006391798,0.055257104,2,18253,687.742,0.217099193,0.029863141,0.419618301,0.034878393,0.004797707,0.067414401,1.18939E-05,1.63607E-06,2.2989E-05,3.373821064,0.086009755,7.579471476,14.06082853,0.270117781,4.019986976,10.75829526,0.250102035,4.842640709,11.43643366,0.133013624,0.803811349
109,1,DAY4,nan,WT,AV4,0,nan,UV,1,Z3,145.3607885,929.0706122,1.543790907,303.9660219,0.012005351,0.076731963,0.000127502,0.025104561,0,0.074509807,0,0.020915033,0.045293277,0.027047452,0.000607582,0.024322743,1,9821,543.526,0.156458278,0.001661651,0.327172142,0.014801017,0.000157193,0.030950618,1.5931E-05,1.69194E-07,3.33135E-05,0.770333158,0.001516241,1.872306853,10.13330819,0.015029947,3.134343156,4.565396994,0.008194383,2.223304235,15.31826212,0.013755581,1.164808611
109,2,DAY4,nan,WT,AV4,0,nan,UV,1,Z3,1423.482394,3672.475924,135.2679784,893.775189,0.06132528,0.158214541,0.005827502,0.038504876,0,0.132026151,0,0.036601309,0.104704976,0.098763083,0.008995216,0.027922322,2,20149,717.156,0.387608367,0.036832911,0.243371286,0.070647794,0.006713384,0.04435829,1.92371E-05,1.82803E-06,1.20786E-05,7.543682857,0.132854021,5.505291022,25.10416882,0.333160669,2.331522242,21.79142308,0.349965293,3.186429868,18.49721338,0.148620061,0.422327933
