ImageNumber,ObjectNumber,Metadata_Day,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TREATMENT,Metadata_Well,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected ,CASP NOUV normalized ,EDU NOUV normalized ,TUNEL NOUV normalized ,CASP intensity corrected  NOUV normalized ,EDU Intensity corrected NOUV normalized ,TUNEL Intensity Corrected  NOUV normalized ,CASP area corrected NOUV normalized ,EDU area corrected NOUV normalized ,TUNEL area Corrected  NOUV normalized ,CASP area and Intensity corrected NOUV normalized ,EDU area and intensity corrected NOUV normalized ,TUNEL area  and intensity Corrected NOUV normalized 
44,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,3804.807947,5073.732156,0.253594781,875.3150594,0.1034589936,0.1379631324,6.90E-06,0.02380125787,0.1019607857,0.1359477192,0,0.0209150333,0.07315938086,0.06582062378,0.0001814981874,0.01840232578,1,32731,894.48,0.7499031937,0.00004998190154,0.1725189727,0.1162447816,0.000007747847027,0.02674269223,0.00002291109938,0.000000001527050855,0.000005270812768,20.16341376,0.0002490691938,5.391584145,48.56885969,0.0004520957844,1.652749708,35.85588576,0.0004038913114,1.921032414,22.02990325,0.000124150476,0.1842941527
44,2,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,884.9372805,1418.593503,0.01830065437,143.6313775,0.05885065376,0.09434019439,1.22E-06,0.009551863903,0.05098039284,0.08758170158,0,0.007843137719,0.04153869974,0.04703944033,6.57E-05,0.008225682318,2,12437,595.908,0.6238131492,0.00001290056265,0.1012491438,0.07115359657,0.000001471468551,0.01154871573,0.00005015784749,0.000000001037272868,0.000008140961948,4.689686519,0.00001797406559,0.8847107672,40.40240604,0.0001166880373,0.9699773311,21.94743879,0.00007670690459,0.8295895215,48.22869951,0.00008433112745,0.2846490192
45,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,2446.725558,3441.840614,0,537.7908658,0.1081712524,0.1521659054,0,0.02377606728,0.0941176489,0.1529411823,0,0.01568627544,0.07795918995,0.07942526746,0,0.01972270466,1,19530,676.054,0.7108770661,0,0.15625095,0.1252803665,0,0.02753665468,0.00003639923534,0,0.000008000560678,12.96631537,0,3.312572627,46.04126076,0,1.496900358,38.64292612,0,1.978065848,34.99926475,0,0.2797398839
47,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,7938.898259,11376.46169,22.25228827,1293.273243,0.11150138,0.1597817653,0.0003125321387,0.01816395004,0.1058823541,0.1738562137,0,0.01307189558,0.08508474422,0.06469732366,0.003535984602,0.01627813105,1,64428,1547.248,0.6978354496,0.001955993777,0.1136797431,0.1232212432,0.0003453822604,0.02007315519,0.00001083124495,0.00000003035937445,0.000001764446252,42.07184504,0.02185517966,7.966036269,45.19659647,0.0176923349,1.089063766,38.00778631,0.01800460097,1.441933424,10.4146586,0.002468241825,0.06169392489
47,2,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,4044.113839,3952.373965,0.4810457727,539.3542653,0.14342355,0.1401700169,1.71E-05,0.01912807268,0.1176470593,0.1254902035,0,0.01568627544,0.1124010963,0.07938058633,0.0002947067688,0.01388666756,2,24655,821.512,1.023211334,0.0001217105914,0.1364633686,0.1640281419,0.00001951108386,0.02187606024,0.00004150116951,0.000000004936548018,0.000005534916593,21.43160489,0.0004724611535,3.32220253,66.27016414,0.001100895396,1.307333269,50.5947384,0.001017102844,1.571443161,39.90497069,0.0004013453673,0.1935285522
47,3,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,3674.239317,2808.477199,8.767320563,573.4588415,0.128183063,0.0979792492,0.0003058652164,0.02000623924,0.1254902035,0.08888889104,0,0.01568627544,0.0611615439,0.04599389217,0.00253876497,0.01319801485,3,24739,976.314,1.308267455,0.003121734642,0.2041885338,0.1485201228,0.0003543926821,0.02318035658,0.00005288279456,0.0000001261867756,0.000008253710086,19.471471,0.008610861215,3.532272825,84.7323481,0.02823668224,1.956147398,45.8112655,0.01847430966,1.66513588,50.84884092,0.01025908745,0.2885912617
48,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,1995.866723,1909.160841,1.60261444,198.4705949,0.1147643449,0.1097786695,9.22E-05,0.01141225892,0.08235294372,0.1176470593,0,0.01045751665,0.1057317168,0.04527417675,0.0009324754954,0.008814022085,1,14932,540.144,1.045415703,0.0008394339575,0.1039569798,0.1336637237,0.0001073275141,0.01329162838,0.00007001176688,0.00000005621711475,0.000006962026504,10.57700864,0.001574014595,1.222498004,67.70827092,0.007592839443,0.9959186818,41.22878585,0.005594928534,0.9547897691,67.31900662,0.004570497134,0.2434275002
50,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,14339.66314,8531.568861,14.62614431,1091.503303,0.2156113362,0.1282807653,0.0002199188703,0.01641185594,0.2039215714,0.1346405298,0,0.01307189558,0.1369601661,0.05330368419,0.002051432932,0.0112488529,1,60103,1551.184,1.680776815,0.001714355771,0.1279369974,0.238584815,0.0002433513187,0.01816054611,0.00002796494043,0.00000002852363061,0.000002128629143,75.99241932,0.0143651299,6.723215647,108.858602,0.01550667328,1.225649746,73.59186151,0.01268578005,1.304543216,26.8893658,0.002318994359,0.07442759242
52,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,8295.682567,7832.904777,2.366013162,690.5934869,0.1590826427,0.1502081573,4.54E-05,0.01324320645,0.1333333403,0.1490196139,0,0.01045751665,0.1296411569,0.07173163956,0.0005544965398,0.0102951422,1,47084,1171.912,1.059081248,0.0003020607589,0.08816569415,0.1761889934,0.00005025089546,0.01466726461,0.00002249344253,0.000000006415358911,0.000001872519203,43.96260792,0.002323789899,4.253774517,68.59334509,0.002732196886,0.8446365227,54.34577219,0.002619553535,1.053607112,21.62831013,0.0005215738952,0.06547269941
54,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,3719.349124,6826.342658,2.708496825,744.6588469,0.08888395564,0.1631340102,6.47E-05,0.01779564696,0.08627451211,0.1699346453,0,0.01568627544,0.06929555176,0.07706256831,0.001031966533,0.01385591243,1,37728,929.824,0.5448523917,0.0003967712963,0.1090860632,0.0985832571,0.00007179009821,0.01973756486,0.00001444159223,0.00000001051662681,0.000002891382083,19.71052845,0.002660161687,4.586795108,35.28836734,0.003588871669,1.045055835,30.40816073,0.003742381182,1.417826654,13.88614638,0.0008550103097,0.1010972756
55,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,5622.486426,7714.370134,4.775163561,406.6771379,0.1317883512,0.1808210893,0.0001119275147,0.009532314603,0.1098039225,0.200000003,0,0.007843137719,0.1040422498,0.08245565438,0.001409068282,0.008461163025,1,38461,935.346,0.7288328572,0.00061899591,0.05271682987,0.1461866937,0.0001241559908,0.01057375362,0.00001894991958,0.00000001609411898,0.000001370656766,29.79612157,0.00468994722,2.504965481,47.20420059,0.005598935471,0.5050327148,45.09151563,0.006472188436,0.7595541713,18.22107652,0.001308464957,0.04792506174
58,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,996.2980663,1330.08108,54.03268146,121.2653636,0.07545997624,0.1007408226,0.004092454856,0.009184682541,0.02352941222,0.1019607857,0,0.007843137719,0.1131244185,0.04716516501,0.008959628056,0.008386215749,1,11112,491.068,0.7490506264,0.04062359977,0.09117140707,0.08965965319,0.004862552327,0.01091300968,0.00006740916364,0.000003655831513,0.000008204770255,5.279838145,0.05306842812,0.7469452338,48.51364161,0.367448169,0.8734315652,27.65566107,0.2534823712,0.7839242643,64.8165035,0.2972220742,0.2868800788
64,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,2384.980461,4399.298149,0.4156862913,535.0143961,0.07869404628,0.1451578232,1.37E-05,0.01765316251,0.07843137532,0.1516339928,0,0.01568627544,0.05209008494,0.07044730616,0.000239652768,0.01194511095,1,26839,778.054,0.5421274894,0.00009448922924,0.1216135797,0.08886249341,0.00001548814379,0.01993421499,0.00002019924324,0.000000003520594256,0.00000453122619,12.63909992,0.0004082680606,3.295470704,35.11188403,0.0008546730095,1.165070746,27.40977588,0.0008073890317,1.431952804,19.42234927,0.0002862271753,0.1584344822
64,2,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,5213.384453,7706.336164,157.045757,362.2902085,0.1282221514,0.1895358018,0.003862509087,0.00891045546,0.07058823854,0.2039215714,0,0.007843137719,0.1423741952,0.09003344422,0.009108396897,0.008267600975,2,36768,887.448,0.6765062335,0.02037878359,0.04701199128,0.1417913526,0.004271261884,0.009853410807,0.00001839932097,0.0000005542532526,0.000001278611599,27.62810351,0.1542431588,2.23156008,43.81517057,0.1843299648,0.4503797676,43.73576576,0.2226587022,0.7078091234,17.69165478,0.04506124005,0.04470669927
65,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,8200.521793,7232.151812,0,1755.315084,0.1518418315,0.1339113784,0,0.03250162172,0.1450980455,0.1150326803,0,0.02875817008,0.08352929456,0.07526739097,0,0.01877348258,1,47670,1600.674,1.133897906,0,0.2427099334,0.1720268889,0,0.036822217,0.00002378640457,0,0.000005091460737,43.45830755,0,10.81202577,73.43898353,0,2.325186413,53.06196449,0,2.645084189,22.87154285,0,0.1780231027
67,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,2112.360842,3864.513826,47.416995,413.1085099,0.07277979748,0.1331489052,0.001633716752,0.01423334171,0.05882352963,0.1385620981,0,0.01045751665,0.06608742476,0.05656529946,0.006527479736,0.01666176552,1,25726,713.538,0.5466045504,0.01226984742,0.1068979252,0.08210996043,0.001843154591,0.01605801562,0.00002124716436,0.0000004769434589,0.00000415524859,11.19436414,0.0465708035,2.544580112,35.40184912,0.1109830984,1.024093245,25.32694646,0.09608270817,1.153510209,20.42996573,0.03877589097,0.1452884122
69,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,2853.40792,3040.593543,132.5215727,245.7045838,0.09849866823,0.1049602521,0.004574599492,0.008481638435,0.06274510175,0.1019607857,0,0.007843137719,0.09804781486,0.04908116945,0.01249818855,0.007030641813,1,25374,799.232,0.9384378017,0.04358411304,0.08080809893,0.1124540049,0.005222730853,0.009683320872,0.00003698422802,0.000001717668205,0.000003184681128,15.12151081,0.1301566268,1.513440131,60.77965037,0.3942265733,0.774149995,34.68661471,0.272258294,0.6955908967,35.56175771,0.1396478216,0.111352487
69,2,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,4065.666777,4898.117775,0.006535947905,841.6496983,0.1187714872,0.1430901164,1.91E-07,0.02458735352,0.1019607857,0.1346405298,0,0.01830065437,0.09397035278,0.07194248894,1.58E-05,0.01969011932,2,30447,873.582,0.8300467574,0.000001334379491,0.1718312497,0.1335325903,0.0000002146664008,0.02764310764,0.00002726202113,0,0.000005643618408,21.54582375,0.000006419309059,5.184219237,53.75950501,0.00001206971572,1.646161249,41.18833754,0.00001119044992,1.985712782,26.21348186,0.000003563114182,0.1973293149
70,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,1759.87848,1325.325528,0,249.5058905,0.1007833284,0.07589769371,0,0.01428850593,0.09803921729,0.071895428,0,0.01307189558,0.06062552206,0.02765172055,0,0.009056832463,1,14473,700.124,1.327883938,0,0.1882600805,0.1215973523,0,0.01723940375,0.00009174904564,0,0.00001300767501,9.326399243,0,1.536854632,86.0028457,0,1.803551158,37.50689461,0,1.238373949,88.22023619,0,0.4548138117
71,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,1150.8667,1311.937294,40.9869295,280.1856294,0.08956858117,0.1021042333,0.003189892559,0.0218060261,0.06274510175,0.1124183014,0,0.01568627544,0.08634213722,0.05094730138,0.006828085842,0.02134460454,1,10392,567.768,0.8772269108,0.03124153089,0.2135663272,0.1107454484,0.003944084824,0.02696166564,0.00008441367502,0.000003006305898,0.00002055103226,6.098967875,0.04025548729,1.725829324,56.81521443,0.2825855756,2.045987634,34.15960776,0.205603129,1.936762132,81.16699521,0.2444151137,0.7185675614
71,2,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,3760.004015,2936.447146,4.640523051,230.5934718,0.1589047424,0.1240997019,0.0001961171097,0.009745307744,0.1019607857,0.1346405298,0,0.007843137719,0.1474680984,0.04832353078,0.001428192282,0.008036394516,2,20834,616.494,1.280460308,0.001580318943,0.07852805121,0.1804744176,0.0002227379788,0.01106813247,0.00006146012804,0.00000007585288199,0.000003769225843,19.92597727,0.00455770947,1.420361838,82.93136707,0.01429428474,0.7523069006,55.667618,0.01161121716,0.795067342,59.09627696,0.006166900975,0.1317911134
72,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,1154.400033,1681.851024,2.666666767,120.5333376,0.0607163537,0.08845795108,0.0001402549186,0.006339522305,0.03921568766,0.08496732265,0,0.005228758324,0.06493938519,0.03536821797,0.001196264777,0.007163095902,1,16147,662.258,0.686386616,0.001585554683,0.07166707151,0.07149315866,0.0001651493631,0.007464751198,0.00004250861559,0.0000000981950011,0.00000443841404,6.117692621,0.002619078117,0.7424362519,44.45509171,0.01434164299,0.6865780013,22.05217725,0.008609152017,0.5362223402,40.87366884,0.007983333423,0.1551893021
73,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,3656.698136,5123.525635,0,292.635304,0.1293079011,0.1811777515,0,0.01034814894,0.06274510175,0.200000003,0,0.007843137719,0.1442004657,0.09024358891,0,0.01009851534,1,25169,719.36,0.7137073953,0,0.05711600269,0.1452857935,0,0.01162681489,0.00002835660516,0,0.000002269299642,19.37851227,0,1.802514247,46.22457224,0,0.5471772481,44.81363155,0,0.8351996904,27.2659665,0,0.07934614132
74,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,4699.039346,10392.45647,0.5568627679,406.515047,0.08089239707,0.1789026764,9.59E-06,0.006998021122,0.06274510175,0.1934640557,0,0.005228758324,0.08020177488,0.08166639216,0.0002174097773,0.007299967161,1,52685,1203.784,0.4521586747,0.00005358336302,0.03911635791,0.08919121848,0.00001056966438,0.007715954199,0.00000858230378,0.00000000101705159,0.0000007424572062,24.90235405,0.0005469251381,2.503967067,29.28488825,0.0004846716869,0.3747387784,27.51117165,0.00055099121,0.5542672365,8.252215173,0.00008268712114,0.02596004217
75,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,2964.074589,4608.584445,0.1215686314,447.6706024,0.1182083585,0.1837920018,4.85E-06,0.0178532643,0.1137254909,0.1895424873,0,0.01568627544,0.09123076961,0.09857243339,0.0001127815372,0.01370662109,1,22017,670.494,0.6431637795,0.00002637873578,0.09713841804,0.1346266335,0.000005521580205,0.02033295192,0.00002921214423,0.000000001198107634,0.000004411973386,15.707984,0.0001193991488,2.757468521,41.6556852,0.000238600671,0.9305961511,41.52579688,0.0002878371582,1.460595641,28.08860022,0.00009740712472,0.1542648037
76,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,3189.388325,4064.431481,0.001307189581,796.7947961,0.0785447551,0.1000943575,3.22E-08,0.0196225877,0.07450980693,0.09542483836,0,0.01830065437,0.05369660942,0.04378446507,6.49E-06,0.01354592511,1,35359,1262.472,0.7847071209,0.000000321616833,0.1960408977,0.09020018455,0.00000003696907664,0.02253442677,0.00002219257108,0,0.00000554429983,16.90202431,0.000001283861812,4.907931314,50.82300006,0.000002909085287,1.878092196,27.82238882,0.000001927179098,1.618736209,21.33901065,0.00000073949235,0.1938566374
80,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,3709.870691,3221.772631,4.077124316,1493.979127,0.1115348052,0.09686046032,0.0001225760422,0.04491549296,0.1058823541,0.09803921729,0,0.03921568766,0.07420972218,0.03417957869,0.001569302807,0.02800070316,1,29420,907.588,1.151499847,0.001265491015,0.4637133956,0.1261002954,0.0001385834234,0.05078107161,0.00003914003558,0.0000000430146504,0.00001576184214,19.66029791,0.004004365004,9.202302744,74.57900561,0.01144660638,4.442422575,38.89583449,0.007224283135,3.647803434,37.63464959,0.003497126048,0.5511133614
80,2,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,2678.466742,2979.614464,0,506.0183166,0.09751936001,0.1084837422,0,0.01842344413,0.09019608051,0.1111111119,0,0.01568627544,0.0608014733,0.04862739031,0,0.01134283903,2,23387,949.486,0.8989306416,0,0.1698267755,0.1145280174,0,0.02163673479,0.00003843719338,0,0.000007261588723,14.19441767,0,3.116866668,58.22089648,0,1.626958178,35.32634712,0,1.554251476,36.95883979,0,0.2539017036
81,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,5839.753104,5399.474658,11.51895463,1018.243168,0.1252950803,0.1158486667,0.0002471454393,0.02184696122,0.1176470593,0.1176470593,0,0.01830065437,0.0851505534,0.04633328705,0.002056034671,0.01650686762,1,42074,1018.492,1.081540978,0.002133347291,0.188581896,0.1387971931,0.000273778453,0.02420124467,0.00002570568471,0.00000005070464636,0.000004482148025,30.94751685,0.01131339033,6.271963064,70.04799083,0.01929653109,1.806634184,42.81221256,0.01427193104,1.738470273,24.71700453,0.004122328972,0.1567184624
82,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,553.5451131,691.9791035,0,66.14902191,0.07033610077,0.0879261885,0,0.008405212441,0.06274510175,0.08104575425,0,0.007843137719,0.05485737293,0.03794081437,0,0.006891602234,1,6207,367.132,0.7999448398,0,0.0955939588,0.08918078187,0,0.0106571648,0.000128877854,0,0.00001540099223,2.933488182,0,0.4074510245,51.80989895,0,0.9158000709,27.50795246,0,0.7655459234,123.9210135,0,0.538496232
85,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,1113.745131,1711.709848,0,235.6549099,0.05197858452,0.07988565121,0,0.01099803565,0.04313725606,0.07450980693,0,0.007843137719,0.03965494365,0.0351498261,0,0.009475810543,1,18322,750.748,0.6506623372,0,0.1376722288,0.06078731201,0,0.01286185514,0.0000355126262,0,0.00000751403934,5.90224374,0,1.451538234,42.14134308,0,1.318914275,18.74994201,0,0.9239174729,34.14675596,0,0.2627286483
85,2,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,668.1804113,985.5529681,0,189.0379144,0.06040868016,0.08910161541,0,0.01709049041,0.05882352963,0.08104575425,0,0.01307189558,0.0425429946,0.04388967163,0,0.01377589359,2,8916,497.106,0.6779751398,0,0.191808985,0.07494172401,0,0.02120209897,0.00007604028037,0,0.00002151289647,3.540992945,0,1.164396535,43.91030698,0,1.837550032,23.11589266,0,1.523029881,73.1156542,0,0.7521991774
85,3,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,5214.313868,3653.883757,0,739.5974092,0.1295803645,0.09080228024,0,0.01837965729,0.1215686277,0.08104575425,0,0.01568627544,0.07040741053,0.04222267474,0,0.01202949703,3,34244,1615.012,1.427060688,0,0.2024140499,0.1522694156,0,0.02159786851,0.00004167330592,0,0.00000591093476,27.63302891,0,4.555618714,92.42621036,0,1.939147657,46.96774078,0,1.551459558,40.07048646,0,0.2066760406
91,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,5126.427577,5383.579211,5.092810655,274.1333428,0.1586588957,0.1666175362,0.0001576184784,0.008484211036,0.1058823541,0.1790849715,0,0.007843137719,0.1506778398,0.06817017096,0.001150937877,0.00723687924,1,28924,731.468,0.9522340763,0.000945989732,0.05092027664,0.1772378501,0.0001760756,0.00947771203,0.00003292193598,0.00000003270604799,0.000001760485294,27.16727934,0.005001925666,1.688549704,61.67319147,0.008556656645,0.487821548,54.66929369,0.00917873117,0.6808212076,31.65570767,0.002659028292,0.06155542986
93,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,18193.53774,13486.26574,0.1045751666,1863.330777,0.2070741832,0.1534972198,1.19E-06,0.0212079533,0.1960784346,0.1424836665,0,0.01830065437,0.1119497632,0.07962922448,4.75E-05,0.01229960416,1,81114,1730.196,1.349041914,0.000007754197392,0.1381650646,0.2242959013,0.000001289236958,0.02297175305,0.00001663143124,0,0.00000170334424,96.41585966,0.0001027089451,11.47735843,87.37318094,0.00007013818691,1.323635694,69.18442359,0.00006720726465,1.650151071,15.99176081,0.000007772056022,0.05955749089
94,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,2775.403999,6391.279919,15.20784362,614.2980584,0.08025806075,0.1848205639,0.0004397745473,0.01776403396,0.06666667014,0.1960784346,0,0.01307189558,0.068944563,0.09566692914,0.004871011176,0.01397861979,1,30800,853.028,0.4342485439,0.00237946762,0.09611502957,0.09011051944,0.0004937611565,0.01994474216,0.0000140989787,0.00000007725544221,0.000003120617843,14.70813243,0.01493644835,3.783825762,28.12490569,0.02152273617,0.920791983,27.79473147,0.0257395171,1.432709012,13.55671029,0.006280930261,0.109112512
96,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,12293.36111,16231.27368,10.6718958,963.1477444,0.1602973114,0.2116450911,0.0001391544745,0.01255881061,0.1490196139,0.2313725501,0,0.01045751665,0.1284185535,0.09285518489,0.00156329102,0.01096077301,1,70431,1434.076,0.7573873347,0.0006574897332,0.05933901205,0.1745447475,0.0001515227073,0.01367505423,0.00001075360757,0.000000009335232117,0.0000008425127011,65.14813098,0.01048144789,5.9325977,49.05358385,0.005947119408,0.5684739091,53.83860193,0.007898801404,0.9823327512,10.34000728,0.0007589619607,0.02945848605
97,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,2248.870651,3949.015792,0.08496732323,762.2483891,0.06372001959,0.111892324,2.41E-06,0.02159772162,0.06274510175,0.1111111119,0,0.01830065437,0.04885610235,0.04485506242,8.02E-05,0.01665234453,1,31540,828.512,0.5694762366,0.00002151607583,0.1930223705,0.07130217664,0.000002693954446,0.02416767245,0.00001805568283,0.0000000006821837613,0.00000611992297,11.91779192,0.00008345101823,4.695139522,36.88317595,0.000194616989,1.849174391,21.99326855,0.0001404344704,1.736058649,17.36123349,0.00005546209441,0.2139833206
98,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,6334.843316,9302.88913,41.94771391,1357.58697,0.09300900478,0.1365862448,0.0006158818662,0.01993227089,0.08627451211,0.1346405298,0,0.01568627544,0.06684555988,0.06186943726,0.002991490454,0.01668420855,1,61855,1402.726,0.6809544032,0.004509106077,0.1459317585,0.1024144098,0.0006781620549,0.02194789379,0.00001100888211,0.00000007289800463,0.000002359255655,33.57122584,0.04119912579,8.362182629,44.10326446,0.04078572015,1.39804143,31.5898858,0.03535224182,1.576603246,10.58546357,0.005926667043,0.08249145647
100,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,1527.411807,1931.338613,2.598692912,132.8470634,0.09728737625,0.1230151983,0.0001655218416,0.008461596396,0.07058823854,0.1320261508,0,0.007843137719,0.08974549495,0.0649216988,0.001201699619,0.007939445151,1,12706,662.086,0.7908565576,0.00134553977,0.06878496733,0.1202118532,0.0002045248633,0.01045545911,0.00006224276386,0.0000001058979828,0.000005413581563,8.094452249,0.002552317307,0.8182837861,51.22127963,0.01217066256,0.6589671434,37.07953523,0.01066177674,0.7510566129,59.8488114,0.008609592098,0.1892860686
100,2,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,2056.560841,1593.801351,21.25098113,179.074516,0.1237997135,0.09594277334,0.001279254824,0.0107798288,0.1098039225,0.08758170158,0,0.01045751665,0.07844824038,0.04850217889,0.004722464353,0.007819534828,2,13452,739.608,1.290349541,0.01333351934,0.1123568605,0.1528814184,0.001579763688,0.01331211091,0.00009592250525,0.0000009911923384,0.000008352427926,10.89865447,0.02087174159,1.10302606,83.57186144,0.1206042127,1.076390413,47.15651402,0.08235227482,0.9562611099,92.23317813,0.08058474296,0.2920429345
102,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,493.4666809,1054.130745,25.76470678,102.7058859,0.04110167257,0.08780032861,0.002145985906,0.008554546554,0.01960784383,0.08888889104,0,0.007843137719,0.05077128485,0.03361863903,0.005683432753,0.008517231196,1,9873,469.794,0.4681266371,0.02444166143,0.09743182843,0.04998143228,0.00260961276,0.01040270292,0.00004741483208,0.000002475606344,0.000009868512957,2.615105151,0.02530491645,0.6326264128,30.31908272,0.2210794659,0.9334070532,15.41685141,0.1360377814,0.7472669291,45.59118469,0.2012688084,0.3450529006
102,2,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,8723.925732,7656.366208,19.85490261,1635.003973,0.111656245,0.09799270731,0.0002541199842,0.02092617587,0.1098039225,0.1006535962,0,0.01830065437,0.05674516662,0.03133377378,0.003278027702,0.01189603498,2,70955,1767.03,1.13943423,0.002593254041,0.213548298,0.1229501195,0.0002798238687,0.02304282958,0.00001605854739,0.00000003654786894,0.000003009630019,46.2320639,0.01950057712,10.07095834,73.79755374,0.02345647491,2.045814913,37.92415779,0.01458707547,1.655256776,15.44091095,0.002971371459,0.1052318189
105,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,2320.333402,2762.147793,20.5686281,392.7320388,0.08636048094,0.1028043693,0.0007655436988,0.01461709241,0.07450980693,0.1058823541,0,0.01307189558,0.07254280087,0.0396886513,0.004712005047,0.009839109824,1,23634,721.748,0.8400467954,0.007446606641,0.1421835717,0.09817776939,0.0008702982187,0.01661724798,0.00003554399574,0.0000003150802505,0.00000601606041,12.29650565,0.02020156565,2.419069352,54.40717586,0.0673559702,1.36213341,30.28308741,0.04536820198,1.193682062,34.17691898,0.02561628053,0.2103517626
107,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,1493.682395,1501.966052,2.427451072,250.9542568,0.0728981159,0.07330239393,0.0001184700377,0.01224764552,0.07058823854,0.07450980693,0,0.01045751665,0.05973937128,0.02337811192,0.0008342053851,0.009348873389,1,17146,850.238,0.9944847908,0.001616182383,0.1670838409,0.08711550185,0.000141575357,0.01463631499,0.00005800097929,0.00000009426002465,0.000009744770844,7.915704699,0.002384131404,1.545775978,64.40963671,0.01461867635,1.600680579,26.87091359,0.00738025111,1.05138388,55.77017239,0.007663416638,0.3407262533
112,1,DAY4,Male,WT,BF35,-,Tg/WT,UV,nan,Z3,12268.04739,5877.499522,5.976470793,1832.624888,0.2458772901,0.1177973649,0.0001197809559,0.03672962998,0.2549019754,0.1228758171,0,0.03660130873,0.1145649948,0.0427178187,0.001362630273,0.01700535475,1,45290,1043.084,2.08729024,0.00101683901,0.3118034942,0.2708776196,0.0001319600528,0.04046422804,0.00004608722103,0.00000002245173349,0.000006884599121,65.01398204,0.005869816232,11.28822266,135.1871917,0.009197501805,2.987109914,83.55262788,0.006879010208,2.906704119,44.31463561,0.001825344186,0.240720249
